Antecedent,Consequent,Confidence,Lift
{'Pizza Poppers'},{' Three Cheese'},1,893.815534
"{' Organic', 'Olives'}","{' Kalamata', ' Pitted'}",1,829.3963964
"{' Organic', ' Kalamata'}","{'Olives', ' Pitted'}",1,829.3963964
"{'Olives', ' Pitted'}","{' Organic', ' Kalamata'}",1,829.3963964
"{' Kalamata', ' Pitted'}","{' Organic', 'Olives'}",1,829.3963964
{'Sweeet Potato'},{' Carrot & Cinnamon Organic Superfoods'},1,821.9910714
{' Carrot & Cinnamon Organic Superfoods'},{'Sweeet Potato'},1,821.9910714
{'Sweeet Potato'},"{' Apple', ' Carrot & Cinnamon Organic Superfoods'}",1,821.9910714
{' Carrot & Cinnamon Organic Superfoods'},"{'Sweeet Potato', ' Apple'}",1,821.9910714
"{'Sweeet Potato', ' Apple'}",{' Carrot & Cinnamon Organic Superfoods'},1,821.9910714
"{' Apple', ' Carrot & Cinnamon Organic Superfoods'}",{'Sweeet Potato'},1,821.9910714
"{'Olives', ' Pitted'}",{' Kalamata'},1,821.9910714
"{' Organic', 'Olives', ' Pitted'}",{' Kalamata'},1,821.9910714
"{' Organic', 'Olives'}",{' Kalamata'},1,821.9910714
{' Kalamata'},"{'Olives', ' Pitted'}",0.991071429,821.9910714
{' Kalamata'},"{' Organic', 'Olives', ' Pitted'}",0.991071429,821.9910714
{' Kalamata'},"{' Organic', 'Olives'}",0.991071429,821.9910714
{' Spinach & Cheese'},{'Ravioli'},1,814.7168142
{'Ravioli'},{' Spinach & Cheese'},0.849557522,814.7168142
{' No Sugar'},{'Uncured'},1,793.6465517
{'Uncured'},{' No Sugar'},1,793.6465517
{' No Sugar'},{' Hickory Smoked Bacon'},1,793.6465517
{' Hickory Smoked Bacon'},{' No Sugar'},1,793.6465517
{'Uncured'},{' Hickory Smoked Bacon'},1,793.6465517
{' Hickory Smoked Bacon'},{'Uncured'},1,793.6465517
{' No Sugar'},"{'Uncured', ' Hickory Smoked Bacon'}",1,793.6465517
{'Uncured'},"{' No Sugar', ' Hickory Smoked Bacon'}",1,793.6465517
{' Hickory Smoked Bacon'},"{' No Sugar', 'Uncured'}",1,793.6465517
"{' No Sugar', 'Uncured'}",{' Hickory Smoked Bacon'},1,793.6465517
"{' No Sugar', ' Hickory Smoked Bacon'}",{'Uncured'},1,793.6465517
"{'Uncured', ' Hickory Smoked Bacon'}",{' No Sugar'},1,793.6465517
{'Happy Baby Spinach'},{' and Pear Baby Food'},1,773.6386555
{' and Pear Baby Food'},{'Happy Baby Spinach'},1,773.6386555
{'Happy Baby Spinach'},"{' Mango', ' and Pear Baby Food'}",1,773.6386555
{' and Pear Baby Food'},"{'Happy Baby Spinach', ' Mango'}",1,773.6386555
"{'Happy Baby Spinach', ' Mango'}",{' and Pear Baby Food'},1,773.6386555
"{' Mango', ' and Pear Baby Food'}",{'Happy Baby Spinach'},1,773.6386555
{' Mega Rolls'},{'Paper Towels Choose-A-Sheet'},1,760.8512397
{'Paper Towels Choose-A-Sheet'},{' Mega Rolls'},1,760.8512397
{' Mega Rolls'},{' One-Ply'},1,760.8512397
{' One-Ply'},{' Mega Rolls'},1,760.8512397
{' One-Ply'},{'Paper Towels Choose-A-Sheet'},1,760.8512397
{'Paper Towels Choose-A-Sheet'},{' One-Ply'},1,760.8512397
{' Mega Rolls'},"{' One-Ply', 'Paper Towels Choose-A-Sheet'}",1,760.8512397
{' One-Ply'},"{' Mega Rolls', 'Paper Towels Choose-A-Sheet'}",1,760.8512397
{'Paper Towels Choose-A-Sheet'},"{' Mega Rolls', ' One-Ply'}",1,760.8512397
"{' Mega Rolls', ' One-Ply'}",{'Paper Towels Choose-A-Sheet'},1,760.8512397
"{' Mega Rolls', 'Paper Towels Choose-A-Sheet'}",{' One-Ply'},1,760.8512397
"{' One-Ply', 'Paper Towels Choose-A-Sheet'}",{' Mega Rolls'},1,760.8512397
"{'Olives', ' Kalamata'}","{' Organic', ' Pitted'}",0.991071429,760.3417411
{' Kalamata'},"{' Organic', ' Pitted'}",0.991071429,760.3417411
"{' Organic', ' Pitted'}","{'Olives', ' Kalamata'}",0.925,760.3417411
"{' Organic', ' Pitted'}",{' Kalamata'},0.925,760.3417411
{'Country Stand Juice'},{' Medium Pulp'},1,754.6147541
{' Medium Pulp'},{'Country Stand Juice'},1,754.6147541
"{' Organic', 'Olives', ' Kalamata'}",{' Pitted'},1,748.4796748
"{' Organic', ' Kalamata'}",{' Pitted'},1,748.4796748
"{' Organic', 'Olives'}",{' Pitted'},1,748.4796748
{' Pitted'},"{' Organic', 'Olives', ' Kalamata'}",0.902439024,748.4796748
{' Pitted'},"{' Organic', ' Kalamata'}",0.902439024,748.4796748
{' Pitted'},"{' Organic', 'Olives'}",0.902439024,748.4796748
{' Kalamata'},{' Pitted'},0.991071429,741.7968206
"{'Olives', ' Kalamata'}",{' Pitted'},0.991071429,741.7968206
{' Pitted'},{' Kalamata'},0.902439024,741.7968206
{' Pitted'},"{'Olives', ' Kalamata'}",0.902439024,741.7968206
{'Happy Baby Spinach'},{' Mango'},1,736.504
{' and Pear Baby Food'},{' Mango'},1,736.504
"{'Happy Baby Spinach', ' and Pear Baby Food'}",{' Mango'},1,736.504
{' Mango'},{'Happy Baby Spinach'},0.952,736.504
{' Mango'},{' and Pear Baby Food'},0.952,736.504
{' Mango'},"{'Happy Baby Spinach', ' and Pear Baby Food'}",0.952,736.504
{' Deliciously Hydrating Watermelon Water'},{'Cold-pressed'},1,687.0373134
{'Cold-pressed'},{' Deliciously Hydrating Watermelon Water'},1,687.0373134
{'Deli Fresh Honey Ham'},"{' Gluten Free', ' 97% Fat Free'}",1,676.9338235
"{' Gluten Free', ' 97% Fat Free'}",{'Deli Fresh Honey Ham'},0.779411765,676.9338235
{'Deli Fresh Honey Ham'},{' 97% Fat Free'},1,652.929078
"{' Gluten Free', 'Deli Fresh Honey Ham'}",{' 97% Fat Free'},1,652.929078
{' 97% Fat Free'},{'Deli Fresh Honey Ham'},0.75177305,652.929078
{' 97% Fat Free'},"{' Gluten Free', 'Deli Fresh Honey Ham'}",0.75177305,652.929078
{'Baked Rice and Corn Puffs'},{' Aged White Cheddar'},1,648.3309859
{' Aged White Cheddar'},{'Baked Rice and Corn Puffs'},0.866197183,648.3309859
{' Aged Parmesan and Romano Cheeses Three Cheese Tortellini'},{'Freshly Made. Filled with Creamy Ricotta'},1,639.3263889
{' Toffee & Almonds in Milk Chocolate'},{'Bar'},1,639.3263889
{'Bar'},{' Toffee & Almonds in Milk Chocolate'},1,639.3263889
{'Freshly Made. Filled with Creamy Ricotta'},{' Aged Parmesan and Romano Cheeses Three Cheese Tortellini'},0.756944444,639.3263889
"{' Kalamata', ' Pitted'}",{'Olives'},1,622.0472973
"{' Organic', ' Kalamata', ' Pitted'}",{'Olives'},1,622.0472973
{' Kalamata'},{'Olives'},1,622.0472973
"{' Organic', ' Kalamata'}",{'Olives'},1,622.0472973
{'Olives'},{' Kalamata'},0.756756757,622.0472973
{'Olives'},"{' Kalamata', ' Pitted'}",0.75,622.0472973
{'Olives'},"{' Organic', ' Kalamata', ' Pitted'}",0.75,622.0472973
{'Olives'},"{' Organic', ' Kalamata'}",0.75,622.0472973
{' Jalapeno Lime'},{' Clasico'},1,613.7533333
{' Jalapeno Lime'},"{'Tortilla Chips', ' Clasico'}",1,613.7533333
"{'Tortilla Chips', ' Jalapeno Lime'}",{' Clasico'},1,613.7533333
{' Clasico'},{' Jalapeno Lime'},0.873333333,613.7533333
{' Clasico'},"{'Tortilla Chips', ' Jalapeno Lime'}",0.873333333,613.7533333
"{'Tortilla Chips', ' Clasico'}",{' Jalapeno Lime'},0.873333333,613.7533333
"{' Party Size', 'Pita Chips'}",{' Simply Naked'},1,590.1474359
{' Simply Naked'},"{' Party Size', 'Pita Chips'}",0.685897436,590.1474359
{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins'},"{' White', 'Select-A-Size Paper Towels'}",1,582.6772152
"{' White', 'Select-A-Size Paper Towels'}",{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins'},0.784810127,582.6772152
"{' Party Size', ' Simply Naked'}",{'Pita Chips'},1,575.39375
{' Simply Naked'},{'Pita Chips'},1,575.39375
{'Pita Chips'},{' Simply Naked'},0.975,575.39375
"{' Organic', ' Pitted'}",{'Olives'},0.925,575.39375
{'Olives'},"{' Organic', ' Pitted'}",0.75,575.39375
{'Pita Chips'},"{' Party Size', ' Simply Naked'}",0.66875,575.39375
{' Hope'},"{' Original Recipe', 'Hummus'}",1,571.8198758
"{' Original Recipe', 'Hummus'}",{' Hope'},1,571.8198758
{' Hope'},{' Original Recipe'},1,568.2901235
"{' Hope', 'Hummus'}",{' Original Recipe'},1,568.2901235
{' Original Recipe'},{' Hope'},0.99382716,568.2901235
{' Original Recipe'},"{' Hope', 'Hummus'}",0.99382716,568.2901235
{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins'},{'Select-A-Size Paper Towels'},1,564.803681
"{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins', ' White'}",{'Select-A-Size Paper Towels'},1,564.803681
{'Select-A-Size Paper Towels'},{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins'},0.760736196,564.803681
{'Select-A-Size Paper Towels'},"{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins', ' White'}",0.760736196,564.803681
{' Pitted'},{'Olives'},0.902439024,561.3597561
{'Olives'},{' Pitted'},0.75,561.3597561
{' Party Size'},{' Simply Naked'},0.946902655,558.8121738
{' Party Size'},"{'Pita Chips', ' Simply Naked'}",0.946902655,558.8121738
{' Simply Naked'},{' Party Size'},0.685897436,558.8121738
"{'Pita Chips', ' Simply Naked'}",{' Party Size'},0.685897436,558.8121738
"{' Citrus', 'Kombucha'}",{' Organic Raw'},1,557.9575758
{' Organic Raw'},"{' Citrus', 'Kombucha'}",0.793939394,557.9575758
{' Peas and Broccoli Puree Stage 1'},{'Organic Pears'},1,554.5963855
{'Organic Pears'},{' Peas and Broccoli Puree Stage 1'},0.891566265,554.5963855
{' Citrus'},{' Organic Raw'},0.992424242,553.7306244
{' Citrus'},"{' Organic Raw', 'Kombucha'}",0.992424242,553.7306244
{' Organic Raw'},{' Citrus'},0.793939394,553.7306244
"{' Organic Raw', 'Kombucha'}",{' Citrus'},0.793939394,553.7306244
{' Deluxe'},"{'Fruit Spread', ' Strawberry'}",0.93877551,550.4871962
"{'Fruit Spread', ' Strawberry'}",{' Deluxe'},0.585987261,550.4871962
{'Muffins'},{' Flax'},1,547.9940476
{' Flax'},{'Muffins'},1,547.9940476
{' Party Size'},{'Pita Chips'},0.946902655,544.8418695
{'Pita Chips'},{' Party Size'},0.66875,544.8418695
"{' Citrus', ' Organic Raw'}",{'Kombucha'},1,535.25
{' Organic Raw'},{'Kombucha'},1,535.25
{'Kombucha'},{' Organic Raw'},0.959302326,535.25
{'Kombucha'},"{' Citrus', ' Organic Raw'}",0.761627907,535.25
{' Citrus'},{'Kombucha'},0.992424242,531.1950758
{'Kombucha'},{' Citrus'},0.761627907,531.1950758
"{' Strawberry', ' Deluxe'}",{'Fruit Spread'},1,514.3184358
{' Deluxe'},{'Fruit Spread'},1,514.3184358
{'Fruit Spread'},{' Deluxe'},0.547486034,514.3184358
{'Fruit Spread'},"{' Strawberry', ' Deluxe'}",0.51396648,514.3184358
{'Bathroom Tissue Softness & Strength'},{' Double Rolls'},1,511.4611111
{' Double Rolls'},{'Bathroom Tissue Softness & Strength'},0.522222222,511.4611111
{'Ginger Root Beer'},{' Naturally Flavored Zero Calorie Soda'},1,494.9623656
{'Ginger Root Beer'},"{' Naturally Flavored Zero Calorie Soda', ' Caffeine Free'}",1,494.9623656
"{' Caffeine Free', 'Ginger Root Beer'}",{' Naturally Flavored Zero Calorie Soda'},1,494.9623656
{' Naturally Flavored Zero Calorie Soda'},{'Ginger Root Beer'},0.806451613,494.9623656
{' Naturally Flavored Zero Calorie Soda'},"{' Caffeine Free', 'Ginger Root Beer'}",0.806451613,494.9623656
"{' Naturally Flavored Zero Calorie Soda', ' Caffeine Free'}",{'Ginger Root Beer'},0.806451613,494.9623656
{' Hot'},{'Salsa'},0.740458015,480.0618751
{'Salsa'},{' Hot'},0.683098592,480.0618751
{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins'},{' White'},1,455.7574257
"{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins', 'Select-A-Size Paper Towels'}",{' White'},1,455.7574257
{' White'},{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins'},0.613861386,455.7574257
{' White'},"{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins', 'Select-A-Size Paper Towels'}",0.613861386,455.7574257
{' Jersey Sweet Onion'},{' Calorie Free'},1,446.907767
{' Calorie Free'},{' Jersey Sweet Onion'},1,446.907767
{' Jersey Sweet Onion'},"{' Calorie Free', 'Dressing'}",1,446.907767
{' Calorie Free'},"{' Jersey Sweet Onion', 'Dressing'}",1,446.907767
"{' Jersey Sweet Onion', 'Dressing'}",{' Calorie Free'},1,446.907767
"{' Calorie Free', 'Dressing'}",{' Jersey Sweet Onion'},1,446.907767
{' Jersey Sweet Onion'},{'Dressing'},1,444.7487923
{' Calorie Free'},{'Dressing'},1,444.7487923
"{' Jersey Sweet Onion', ' Calorie Free'}",{'Dressing'},1,444.7487923
{'Dressing'},{' Jersey Sweet Onion'},0.995169082,444.7487923
{'Dressing'},{' Calorie Free'},0.995169082,444.7487923
{'Dressing'},"{' Jersey Sweet Onion', ' Calorie Free'}",0.995169082,444.7487923
{'Select-A-Size Paper Towels'},{' White'},0.969325153,441.7771366
{' White'},{'Select-A-Size Paper Towels'},0.782178218,441.7771366
{' Whole Peeled'},{'Tomatoes'},1,436.3175355
{'Tomatoes'},{' Whole Peeled'},0.677725118,436.3175355
{'Almondmilk Creamer'},{' Vanilla'},1,432.2206573
{'Crispy Wheat'},{' Crackers'},1,432.2206573
{' Crackers'},{'Crispy Wheat'},1,432.2206573
{' Vanilla'},{'Almondmilk Creamer'},0.647887324,432.2206573
{'Ginger Root Beer'},{' Caffeine Free'},1,430.2009346
"{' Naturally Flavored Zero Calorie Soda', 'Ginger Root Beer'}",{' Caffeine Free'},1,430.2009346
{' Naturally Flavored Zero Calorie Soda'},{' Caffeine Free'},1,430.2009346
{' Caffeine Free'},{' Naturally Flavored Zero Calorie Soda'},0.869158879,430.2009346
{' Caffeine Free'},{'Ginger Root Beer'},0.700934579,430.2009346
{' Caffeine Free'},"{' Naturally Flavored Zero Calorie Soda', 'Ginger Root Beer'}",0.700934579,430.2009346
{' Hope'},{'Hummus'},1,410.9955357
"{' Original Recipe', ' Hope'}",{'Hummus'},1,410.9955357
{'Hummus'},{' Hope'},0.71875,410.9955357
{'Hummus'},"{' Original Recipe', ' Hope'}",0.71875,410.9955357
{' Original Recipe'},{'Hummus'},0.99382716,408.4585262
{'Hummus'},{' Original Recipe'},0.71875,408.4585262
{' Reduced Fat'},"{'Milk', ' 2% Milkfat'}",0.984771574,397.6360762
"{'Milk', ' 2% Milkfat'}",{' Reduced Fat'},0.850877193,397.6360762
{' Italian (Flat)'},"{'Parsley', ' New England Grown'}",1,377.307377
"{'Parsley', ' New England Grown'}",{' Italian (Flat)'},1,377.307377
{'Juice Beverage'},{' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'},1,377.307377
{' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'},{'Juice Beverage'},1,377.307377
{'Juice Beverage'},"{' Cold Pressed', ' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'}",1,377.307377
{' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'},"{'Juice Beverage', ' Cold Pressed'}",1,377.307377
"{'Juice Beverage', ' Cold Pressed'}",{' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'},1,377.307377
"{' Cold Pressed', ' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'}",{'Juice Beverage'},1,377.307377
{'Juice Beverage'},{' Cold Pressed'},1,372.7246964
{' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'},{' Cold Pressed'},1,372.7246964
"{'Juice Beverage', ' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'}",{' Cold Pressed'},1,372.7246964
{' Cold Pressed'},{'Juice Beverage'},0.987854251,372.7246964
{' Cold Pressed'},{' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'},0.987854251,372.7246964
{' Cold Pressed'},"{'Juice Beverage', ' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'}",0.987854251,372.7246964
"{'Parsley', ' Italian (Flat)'}",{' New England Grown'},1,351.3854962
{' Italian (Flat)'},{' New England Grown'},1,351.3854962
{' New England Grown'},"{'Parsley', ' Italian (Flat)'}",0.93129771,351.3854962
{' New England Grown'},{' Italian (Flat)'},0.93129771,351.3854962
{' Americano'},{'Prosciutto'},1,334.7745455
{'Prosciutto'},{' Americano'},0.414545455,334.7745455
"{'Tortillas', ' Organic'}",{' Corn'},0.962365591,300.3330964
{' Corn'},"{'Tortillas', ' Organic'}",0.606779661,300.3330964
{'  Apricot & Banana Stage 2 Baby Food'},{'Peach'},1,288.5987461
{'Peach'},{'  Apricot & Banana Stage 2 Baby Food'},0.445141066,288.5987461
{' Jalapeno Lime'},{'Tortilla Chips'},1,267.625
"{' Jalapeno Lime', ' Clasico'}",{'Tortilla Chips'},1,267.625
{' Clasico'},{'Tortilla Chips'},1,267.625
{'Organic Butterhead (Boston'},{' Bibb) Lettuce'},1,267.625
{'Organic Butterhead (Boston'},"{' Bibb) Lettuce', ' Butter'}",1,267.625
"{'Organic Butterhead (Boston', ' Butter'}",{' Bibb) Lettuce'},1,267.625
{' Bibb) Lettuce'},{'Organic Butterhead (Boston'},0.965116279,267.625
{' Bibb) Lettuce'},"{'Organic Butterhead (Boston', ' Butter'}",0.965116279,267.625
"{' Bibb) Lettuce', ' Butter'}",{'Organic Butterhead (Boston'},0.965116279,267.625
{'Tortilla Chips'},{' Clasico'},0.436046512,267.625
{'Tortilla Chips'},{' Jalapeno Lime'},0.380813953,267.625
{'Tortilla Chips'},"{' Jalapeno Lime', ' Clasico'}",0.380813953,267.625
"{' Cucumber', ' Romaine'}",{' Apple'},1,266.0780347
{' Romaine'},{' Apple'},1,266.0780347
"{' Celery', ' Cucumber', ' Romaine'}",{' Apple'},1,266.0780347
"{' Celery', ' Romaine'}",{' Apple'},1,266.0780347
"{' Celery', ' Cucumber'}",{' Apple'},1,266.0780347
{' Celery'},{' Apple'},1,266.0780347
{' Cucumber'},{' Apple'},1,266.0780347
{'Sweeet Potato'},{' Apple'},1,266.0780347
"{'Sweeet Potato', ' Carrot & Cinnamon Organic Superfoods'}",{' Apple'},1,266.0780347
{' Carrot & Cinnamon Organic Superfoods'},{' Apple'},1,266.0780347
{' Apple'},{'Sweeet Potato'},0.323699422,266.0780347
{' Apple'},"{'Sweeet Potato', ' Carrot & Cinnamon Organic Superfoods'}",0.323699422,266.0780347
{' Apple'},{' Carrot & Cinnamon Organic Superfoods'},0.323699422,266.0780347
{' Apple'},{' Cucumber'},0.274566474,266.0780347
{' Apple'},"{' Cucumber', ' Romaine'}",0.271676301,266.0780347
{' Apple'},{' Romaine'},0.271676301,266.0780347
{' Apple'},"{' Celery', ' Cucumber', ' Romaine'}",0.271676301,266.0780347
{' Apple'},"{' Celery', ' Romaine'}",0.271676301,266.0780347
{' Apple'},"{' Celery', ' Cucumber'}",0.271676301,266.0780347
{' Apple'},{' Celery'},0.271676301,266.0780347
{'Organic Butterhead (Boston'},{' Butter'},1,256.4428969
"{'Organic Butterhead (Boston', ' Bibb) Lettuce'}",{' Butter'},1,256.4428969
{' Bibb) Lettuce'},{' Butter'},1,256.4428969
{' Butter'},{' Bibb) Lettuce'},0.95821727,256.4428969
{' Butter'},{'Organic Butterhead (Boston'},0.924791086,256.4428969
{' Butter'},"{'Organic Butterhead (Boston', ' Bibb) Lettuce'}",0.924791086,256.4428969
"{' Strawberry', 'Yogurt'}",{' Lowfat'},0.87987013,246.2111969
{' Lowfat'},"{' Strawberry', 'Yogurt'}",0.823708207,246.2111969
"{'Banana', 'Cage Free Brown Eggs-Large'}",{' Grade A'},1,244.8484043
"{' Grade A', 'Banana'}",{'Cage Free Brown Eggs-Large'},1,244.8484043
{' Grade A'},{'Cage Free Brown Eggs-Large'},1,244.8484043
{'Cage Free Brown Eggs-Large'},{' Grade A'},1,244.8484043
{'Cage Free Brown Eggs-Large'},"{' Grade A', 'Banana'}",0.271276596,244.8484043
{' Grade A'},"{'Banana', 'Cage Free Brown Eggs-Large'}",0.271276596,244.8484043
"{' Strained Low-Fat', 'Banana'}","{' Coconut', 'Yogurt'}",1,242.2710526
"{' Coconut', 'Yogurt', 'Banana'}",{' Strained Low-Fat'},1,242.2710526
{' Strained Low-Fat'},"{' Coconut', 'Yogurt'}",1,242.2710526
"{' Coconut', 'Yogurt'}",{' Strained Low-Fat'},1,242.2710526
{' Strained Low-Fat'},"{' Coconut', 'Yogurt', 'Banana'}",0.252631579,242.2710526
"{' Coconut', 'Yogurt'}","{' Strained Low-Fat', 'Banana'}",0.252631579,242.2710526
"{' Coconut', 'Banana'}",{' Strained Low-Fat'},0.989690722,239.7734129
"{' Coconut', 'Banana'}","{' Strained Low-Fat', 'Yogurt'}",0.989690722,239.7734129
{' Strained Low-Fat'},"{' Coconut', 'Banana'}",0.252631579,239.7734129
"{' Strained Low-Fat', 'Yogurt'}","{' Coconut', 'Banana'}",0.252631579,239.7734129
"{' Strained Low-Fat', 'Banana'}",{' Coconut'},1,239.1246753
"{' Strained Low-Fat', 'Yogurt', 'Banana'}",{' Coconut'},1,239.1246753
{' Strained Low-Fat'},{' Coconut'},1,239.1246753
"{' Strained Low-Fat', 'Yogurt'}",{' Coconut'},1,239.1246753
{' Coconut'},{' Strained Low-Fat'},0.987012987,239.1246753
{' Coconut'},"{' Strained Low-Fat', 'Yogurt'}",0.987012987,239.1246753
{' Coconut'},"{' Strained Low-Fat', 'Banana'}",0.249350649,239.1246753
{' Coconut'},"{' Strained Low-Fat', 'Yogurt', 'Banana'}",0.249350649,239.1246753
{' Pure Organic'},{'Coconut Water'},1,238.5051813
{'Coconut Water'},{' Pure Organic'},0.277202073,238.5051813
{' Italian (Flat)'},{'Parsley'},1,234.8545918
"{' Italian (Flat)', ' New England Grown'}",{'Parsley'},1,234.8545918
{'Parsley'},{' Italian (Flat)'},0.62244898,234.8545918
{'Parsley'},"{' Italian (Flat)', ' New England Grown'}",0.62244898,234.8545918
{' Wheat Free'},{'Tortillas'},1,220.7745803
"{' Sprouted Corn', ' Wheat Free'}",{'Tortillas'},1,220.7745803
{' Sprouted Corn'},{'Tortillas'},1,220.7745803
{'Tortillas'},{' Wheat Free'},0.237410072,220.7745803
{'Tortillas'},"{' Sprouted Corn', ' Wheat Free'}",0.237410072,220.7745803
{'Tortillas'},{' Sprouted Corn'},0.237410072,220.7745803
"{' Organic', ' Corn'}",{'Tortillas'},0.994444444,219.5480549
{'Tortillas'},"{' Organic', ' Corn'}",0.429256595,219.5480549
{' New England Grown'},{'Parsley'},0.93129771,218.7195435
{'Parsley'},{' New England Grown'},0.62244898,218.7195435
"{'Deli Fresh Honey Ham', ' 97% Fat Free'}",{' Gluten Free'},1,218.6769596
{'Deli Fresh Honey Ham'},{' Gluten Free'},1,218.6769596
{' Gluten Free'},"{'Deli Fresh Honey Ham', ' 97% Fat Free'}",0.251781473,218.6769596
{' Gluten Free'},{'Deli Fresh Honey Ham'},0.251781473,218.6769596
{' 98% Fat Free'},{' Gluten Free'},0.992248062,216.9817894
{' Gluten Free'},{' 98% Fat Free'},0.304038005,216.9817894
{' Brown Rice'},{'Tortillas'},0.964028777,212.8330487
{'Tortillas'},{' Brown Rice'},0.321342926,212.8330487
"{' 2% Milkfat', 'Bag of Organic Bananas'}",{'Organic Milk Reduced Fat'},0.82300885,211.0547736
{'Organic Milk Reduced Fat'},"{' 2% Milkfat', 'Bag of Organic Bananas'}",0.259052925,211.0547736
{' 97% Fat Free'},{' Gluten Free'},0.964539007,210.9224575
{' Gluten Free'},{' 97% Fat Free'},0.32304038,210.9224575
"{'Super Spinach! Baby Spinach', 'Banana'}",{' Baby Bok Choy'},1,207.3490991
