Antecedent,Consequent,Confidence,Lift
{'Club Delight Sausage'},"{' Egg', ' & Cheese Sandwiches'}",1,684
{' & Cheese Sandwiches'},"{' Egg', 'Club Delight Sausage'}",1,684
"{' Egg', 'Club Delight Sausage'}",{' & Cheese Sandwiches'},1,684
"{' Egg', ' & Cheese Sandwiches'}",{'Club Delight Sausage'},1,684
{' Three Cheese'},{'Pizza Poppers'},1,638.4
{'Pizza Poppers'},{' Three Cheese'},1,638.4
{' Vegetable & Fruit'},{'Juice'},1,598.5
{' Reduced Fat'},"{'Milk', ' 2% Milkfat'}",1,598.5
{' Spinach & Cheese'},{'Ravioli'},1,598.5
{' Simply Naked'},{'Pita Chips'},1,598.5
{'Wild Non-Pareil Capers'},{' Sunkissed in the Mediterranean'},1,598.5
{' Sunkissed in the Mediterranean'},{'Wild Non-Pareil Capers'},1,598.5
{'Pita Chips'},{' Simply Naked'},0.9375,598.5
{'Ravioli'},{' Spinach & Cheese'},0.875,598.5
"{'Milk', ' 2% Milkfat'}",{' Reduced Fat'},0.8125,598.5
{'Juice'},{' Vegetable & Fruit'},0.5625,598.5
{'Club Delight Sausage'},{' Egg'},1,563.2941176
{' & Cheese Sandwiches'},{' Egg'},1,563.2941176
"{'Club Delight Sausage', ' & Cheese Sandwiches'}",{' Egg'},1,563.2941176
{' Toffee & Almonds in Milk Chocolate'},{'Bar'},1,563.2941176
{'Bar'},{' Toffee & Almonds in Milk Chocolate'},1,563.2941176
{' Egg'},{'Club Delight Sausage'},0.823529412,563.2941176
{' Egg'},{' & Cheese Sandwiches'},0.823529412,563.2941176
{' Egg'},"{'Club Delight Sausage', ' & Cheese Sandwiches'}",0.823529412,563.2941176
{' High'},{'Protein Bar'},1,532
{' White Chocolate'},{'Protein Bar'},1,532
"{' High', ' White Chocolate'}",{'Protein Bar'},1,532
{'Ginger Root Beer'},{' Naturally Flavored Zero Calorie Soda'},1,532
{'Ginger Root Beer'},"{' Naturally Flavored Zero Calorie Soda', ' Caffeine Free'}",1,532
"{' Caffeine Free', 'Ginger Root Beer'}",{' Naturally Flavored Zero Calorie Soda'},1,532
{'Deli Fresh Honey Smoked Turkey Breast'},{' 98% Fat Free'},1,532
{'Deli Fresh Honey Smoked Turkey Breast'},"{' Gluten Free', ' 98% Fat Free'}",1,532
"{' Gluten Free', 'Deli Fresh Honey Smoked Turkey Breast'}",{' 98% Fat Free'},1,532
{'Crispy Wheat'},{' Crackers'},1,532
{' Crackers'},{'Crispy Wheat'},1,532
{' 98% Fat Free'},{'Deli Fresh Honey Smoked Turkey Breast'},0.833333333,532
{' 98% Fat Free'},"{' Gluten Free', 'Deli Fresh Honey Smoked Turkey Breast'}",0.833333333,532
"{' Gluten Free', ' 98% Fat Free'}",{'Deli Fresh Honey Smoked Turkey Breast'},0.833333333,532
{' Naturally Flavored Zero Calorie Soda'},{'Ginger Root Beer'},0.611111111,532
{' Naturally Flavored Zero Calorie Soda'},"{' Caffeine Free', 'Ginger Root Beer'}",0.611111111,532
"{' Naturally Flavored Zero Calorie Soda', ' Caffeine Free'}",{'Ginger Root Beer'},0.611111111,532
{'Protein Bar'},{' High'},0.555555556,532
{'Protein Bar'},{' White Chocolate'},0.555555556,532
{'Protein Bar'},"{' High', ' White Chocolate'}",0.555555556,532
{'Ginger Root Beer'},{' Caffeine Free'},1,504
"{' Naturally Flavored Zero Calorie Soda', 'Ginger Root Beer'}",{' Caffeine Free'},1,504
{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins'},"{' White', 'Select-A-Size Paper Towels'}",1,504
"{' Citrus', ' Organic Raw'}",{'Kombucha'},1,504
"{' Citrus', 'Kombucha'}",{' Organic Raw'},1,504
{' Naturally Flavored Zero Calorie Soda'},{' Caffeine Free'},1,504
{' Organic Raw'},{'Kombucha'},1,504
{'Kombucha'},{' Organic Raw'},1,504
{' Caffeine Free'},{' Naturally Flavored Zero Calorie Soda'},0.947368421,504
"{' White', 'Select-A-Size Paper Towels'}",{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins'},0.789473684,504
{' Organic Raw'},"{' Citrus', 'Kombucha'}",0.789473684,504
{'Kombucha'},"{' Citrus', ' Organic Raw'}",0.789473684,504
{' Caffeine Free'},{'Ginger Root Beer'},0.578947368,504
{' Caffeine Free'},"{' Naturally Flavored Zero Calorie Soda', 'Ginger Root Beer'}",0.578947368,504
{'Deli Fresh Honey Ham'},{' 97% Fat Free'},1,478.8
{'Deli Fresh Honey Ham'},"{' Gluten Free', ' 97% Fat Free'}",1,478.8
"{' Gluten Free', 'Deli Fresh Honey Ham'}",{' 97% Fat Free'},1,478.8
{' 97% Fat Free'},{'Deli Fresh Honey Ham'},0.95,478.8
{' 97% Fat Free'},"{' Gluten Free', 'Deli Fresh Honey Ham'}",0.95,478.8
"{' Gluten Free', ' 97% Fat Free'}",{'Deli Fresh Honey Ham'},0.95,478.8
{' Citrus'},{' Organic Raw'},0.9375,472.5
{' Citrus'},{'Kombucha'},0.9375,472.5
{' Citrus'},"{' Organic Raw', 'Kombucha'}",0.9375,472.5
{' Organic Raw'},{' Citrus'},0.789473684,472.5
{'Kombucha'},{' Citrus'},0.789473684,472.5
"{' Organic Raw', 'Kombucha'}",{' Citrus'},0.789473684,472.5
{' Clasico'},{'Tortilla Chips'},1,435.2727273
{' Jalapeno Lime'},{'Tortilla Chips'},1,435.2727273
"{' Jalapeno Lime', ' Clasico'}",{'Tortilla Chips'},1,435.2727273
{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins'},{'Select-A-Size Paper Towels'},1,435.2727273
"{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins', ' White'}",{'Select-A-Size Paper Towels'},1,435.2727273
{'Select-A-Size Paper Towels'},{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins'},0.681818182,435.2727273
{'Select-A-Size Paper Towels'},"{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins', ' White'}",0.681818182,435.2727273
{'Tortilla Chips'},{' Clasico'},0.5,435.2727273
{'Tortilla Chips'},{' Jalapeno Lime'},0.5,435.2727273
{'Tortilla Chips'},"{' Jalapeno Lime', ' Clasico'}",0.5,435.2727273
{' Americano'},{'Prosciutto'},1,416.3478261
{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins'},{' White'},1,416.3478261
"{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins', 'Select-A-Size Paper Towels'}",{' White'},1,416.3478261
{' Deliciously Hydrating Watermelon Water'},{'Cold-pressed'},1,416.3478261
{'Cold-pressed'},{' Deliciously Hydrating Watermelon Water'},1,416.3478261
{' White'},{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins'},0.652173913,416.3478261
{' White'},"{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins', 'Select-A-Size Paper Towels'}",0.652173913,416.3478261
{'Prosciutto'},{' Americano'},0.434782609,416.3478261
{' Grade A'},{'Cage Free Brown Eggs-Large'},1,399
{'Cage Free Brown Eggs-Large'},{' Grade A'},1,399
{' Hope'},{'Hummus'},1,383.04
{' Original Recipe'},{'Hummus'},1,383.04
"{' Original Recipe', ' Hope'}",{'Hummus'},1,383.04
{'Hummus'},{' Hope'},0.56,383.04
{'Hummus'},{' Original Recipe'},0.56,383.04
{'Hummus'},"{' Original Recipe', ' Hope'}",0.56,383.04
{'Macrobar Prolonged Powder Banana + Almond Butter'},{'Peanut Butter Chocolate Chip Macrobar'},0.909090909,378.4980237
"{'Sweet Rejuvenation Cashew Butter Macrobar', 'Macrobar Prolonged Powder Banana + Almond Butter'}",{'Peanut Butter Chocolate Chip Macrobar'},0.909090909,378.4980237
{'Peanut Butter Chocolate Chip Macrobar'},{'Macrobar Prolonged Powder Banana + Almond Butter'},0.434782609,378.4980237
{'Peanut Butter Chocolate Chip Macrobar'},"{'Sweet Rejuvenation Cashew Butter Macrobar', 'Macrobar Prolonged Powder Banana + Almond Butter'}",0.434782609,378.4980237
{'Select-A-Size Paper Towels'},{' White'},0.863636364,359.5731225
{' White'},{'Select-A-Size Paper Towels'},0.826086957,359.5731225
{'Sweet Rejuvenation Cashew Butter Macrobar'},{'Peanut Butter Chocolate Chip Macrobar'},0.846153846,352.2943144
{'Peanut Butter Chocolate Chip Macrobar'},{'Sweet Rejuvenation Cashew Butter Macrobar'},0.47826087,352.2943144
{'Juice Beverage'},{' Cold Pressed'},1,342
{' Cold Pressed'},{'Juice Beverage'},1,342
{' Cold Pressed'},{' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'},1,342
{' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'},{' Cold Pressed'},1,342
{'Juice Beverage'},{' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'},1,342
{' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'},{'Juice Beverage'},1,342
{'Juice Beverage'},"{' Cold Pressed', ' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'}",1,342
{' Cold Pressed'},"{'Juice Beverage', ' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'}",1,342
{' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'},"{'Juice Beverage', ' Cold Pressed'}",1,342
"{'Juice Beverage', ' Cold Pressed'}",{' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'},1,342
"{'Juice Beverage', ' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'}",{' Cold Pressed'},1,342
"{' Cold Pressed', ' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'}",{'Juice Beverage'},1,342
"{""Organic Lori's Lemon Tea""}",{'Organic Peach Oo La Long Tea'},0.666666667,336
{'Organic Peach Oo La Long Tea'},"{""Organic Lori's Lemon Tea""}",0.526315789,336
"{'Tortillas', ' Organic'}",{' Corn'},0.944444444,334.962963
{' Corn'},"{'Tortillas', ' Organic'}",0.62962963,334.962963
{' Puffed'},{'Crackers'},1,330.2068966
{' Whole Peeled'},{'Tomatoes'},1,330.2068966
{'Tomatoes'},{' Whole Peeled'},0.586206897,330.2068966
{'Crackers'},{' Puffed'},0.379310345,330.2068966
{'Peanut Butter Protein Replenishment Macrobar'},{'Peanut Butter Chocolate Chip Macrobar'},0.769230769,320.2675585
{'Peanut Butter Chocolate Chip Macrobar'},{'Peanut Butter Protein Replenishment Macrobar'},0.434782609,320.2675585
{' Italian (Flat)'},"{'Parsley', ' New England Grown'}",1,299.25
"{'Parsley', ' New England Grown'}",{' Italian (Flat)'},1,299.25
{' Jersey Sweet Onion'},{'Dressing'},1,299.25
{'Dressing'},{' Jersey Sweet Onion'},1,299.25
{' Jersey Sweet Onion'},{' Calorie Free'},1,299.25
{' Calorie Free'},{' Jersey Sweet Onion'},1,299.25
{' Calorie Free'},{'Dressing'},1,299.25
{'Dressing'},{' Calorie Free'},1,299.25
{' Jersey Sweet Onion'},"{' Calorie Free', 'Dressing'}",1,299.25
{' Calorie Free'},"{' Jersey Sweet Onion', 'Dressing'}",1,299.25
{'Dressing'},"{' Jersey Sweet Onion', ' Calorie Free'}",1,299.25
"{' Jersey Sweet Onion', ' Calorie Free'}",{'Dressing'},1,299.25
"{' Jersey Sweet Onion', 'Dressing'}",{' Calorie Free'},1,299.25
"{' Calorie Free', 'Dressing'}",{' Jersey Sweet Onion'},1,299.25
{'Mayonnaise'},{' Classic'},0.666666667,290.1818182
{' Classic'},{'Mayonnaise'},0.545454545,290.1818182
{'Almond Milk Blueberry Yogurt'},{'Almond Milk Peach Yogurt'},0.588235294,281.6470588
{'Almond Milk Peach Yogurt'},{'Almond Milk Blueberry Yogurt'},0.5,281.6470588
{' Italian (Flat)'},{' New England Grown'},1,273.6
"{'Parsley', ' Italian (Flat)'}",{' New England Grown'},1,273.6
{' New England Grown'},{' Italian (Flat)'},0.914285714,273.6
{' New England Grown'},"{'Parsley', ' Italian (Flat)'}",0.914285714,273.6
{'Yotoddler Organic Pear Spinach Mango Yogurt'},{'Organic Whole Milk Strawberry Beet Berry Yogurt Pouch'},0.6,273.6
{'Organic Whole Milk Strawberry Beet Berry Yogurt Pouch'},{'Yotoddler Organic Pear Spinach Mango Yogurt'},0.571428571,273.6
{' Lemon'},{'Disinfecting Wipes'},0.652173913,271.5311909
{'Disinfecting Wipes'},{' Lemon'},0.652173913,271.5311909
{' Lowfat'},"{' Strawberry', 'Yogurt'}",0.896551724,268.2931034
"{' Strawberry', 'Yogurt'}",{' Lowfat'},0.8125,268.2931034
{' Brown Rice'},{'Tortillas'},1,239.4
{' Wheat Free'},{'Tortillas'},1,239.4
{' Sprouted Corn'},{'Tortillas'},1,239.4
"{' Sprouted Corn', ' Wheat Free'}",{'Tortillas'},1,239.4
"{' Organic', ' Corn'}",{'Tortillas'},1,239.4
{'Tortillas'},"{' Organic', ' Corn'}",0.425,239.4
{'Tortillas'},{' Wheat Free'},0.325,239.4
{'Tortillas'},{' Sprouted Corn'},0.325,239.4
{'Tortillas'},"{' Sprouted Corn', ' Wheat Free'}",0.325,239.4
{'Tortillas'},{' Brown Rice'},0.25,239.4
{' Reduced Fat'},{' 2% Milkfat'},1,228
"{'Milk', ' Reduced Fat'}",{' 2% Milkfat'},1,228
{'Organic Milk Reduced Fat'},{' 2% Milkfat'},1,228
"{' Strained Low-Fat', 'Bag of Organic Bananas'}",{' Coconut'},1,228
"{' Coconut', 'Bag of Organic Bananas'}",{' Strained Low-Fat'},1,228
"{' Strained Low-Fat', 'Bag of Organic Bananas'}","{' Coconut', 'Yogurt'}",1,228
"{' Coconut', 'Bag of Organic Bananas'}","{' Strained Low-Fat', 'Yogurt'}",1,228
"{' Strained Low-Fat', 'Bag of Organic Bananas', 'Yogurt'}",{' Coconut'},1,228
"{' Coconut', 'Bag of Organic Bananas', 'Yogurt'}",{' Strained Low-Fat'},1,228
{' Strained Low-Fat'},{' Coconut'},1,228
{' Coconut'},{' Strained Low-Fat'},1,228
{' Strained Low-Fat'},"{' Coconut', 'Yogurt'}",1,228
{' Coconut'},"{' Strained Low-Fat', 'Yogurt'}",1,228
"{' Strained Low-Fat', 'Yogurt'}",{' Coconut'},1,228
"{' Coconut', 'Yogurt'}",{' Strained Low-Fat'},1,228
{' 2% Milkfat'},{'Organic Milk Reduced Fat'},0.619047619,228
{' 2% Milkfat'},{' Reduced Fat'},0.30952381,228
{' 2% Milkfat'},"{'Milk', ' Reduced Fat'}",0.30952381,228
{' Strained Low-Fat'},"{' Coconut', 'Bag of Organic Bananas'}",0.261904762,228
{' Coconut'},"{' Strained Low-Fat', 'Bag of Organic Bananas'}",0.261904762,228
{' Strained Low-Fat'},"{' Coconut', 'Bag of Organic Bananas', 'Yogurt'}",0.261904762,228
{' Coconut'},"{' Strained Low-Fat', 'Bag of Organic Bananas', 'Yogurt'}",0.261904762,228
"{' Strained Low-Fat', 'Yogurt'}","{' Coconut', 'Bag of Organic Bananas'}",0.261904762,228
"{' Coconut', 'Yogurt'}","{' Strained Low-Fat', 'Bag of Organic Bananas'}",0.261904762,228
{'Organic Butterhead (Boston'},{' Bibb) Lettuce'},1,222.6976744
{'Organic Butterhead (Boston'},"{' Bibb) Lettuce', ' Butter'}",1,222.6976744
"{'Organic Butterhead (Boston', ' Butter'}",{' Bibb) Lettuce'},1,222.6976744
{' Bibb) Lettuce'},{'Organic Butterhead (Boston'},0.953488372,222.6976744
{' Bibb) Lettuce'},"{'Organic Butterhead (Boston', ' Butter'}",0.953488372,222.6976744
"{' Bibb) Lettuce', ' Butter'}",{'Organic Butterhead (Boston'},0.953488372,222.6976744
{'Organic Butterhead (Boston'},{' Butter'},1,208.173913
"{'Organic Butterhead (Boston', ' Bibb) Lettuce'}",{' Butter'},1,208.173913
{' Bibb) Lettuce'},{' Butter'},1,208.173913
{' Butter'},{' Bibb) Lettuce'},0.934782609,208.173913
{' Butter'},{'Organic Butterhead (Boston'},0.891304348,208.173913
{' Butter'},"{'Organic Butterhead (Boston', ' Bibb) Lettuce'}",0.891304348,208.173913
{'Blueberry on the Bottom Nonfat Greek Yogurt'},{'Peach on the Bottom Nonfat Greek Yogurt'},0.652173913,208.173913
{'Peach on the Bottom Nonfat Greek Yogurt'},{'Blueberry on the Bottom Nonfat Greek Yogurt'},0.5,208.173913
{' Country Buttermilk'},{'Bread'},1,187.7647059
"{' 98% Fat Free', 'Deli Fresh Honey Smoked Turkey Breast'}",{' Gluten Free'},1,187.7647059
{'Deli Fresh Honey Smoked Turkey Breast'},{' Gluten Free'},1,187.7647059
{' 98% Fat Free'},{' Gluten Free'},1,187.7647059
"{'Deli Fresh Honey Ham', ' 97% Fat Free'}",{' Gluten Free'},1,187.7647059
{'Deli Fresh Honey Ham'},{' Gluten Free'},1,187.7647059
{' 97% Fat Free'},{' Gluten Free'},1,187.7647059
{' Gluten Free'},{' 97% Fat Free'},0.392156863,187.7647059
{' Gluten Free'},"{'Deli Fresh Honey Ham', ' 97% Fat Free'}",0.37254902,187.7647059
{' Gluten Free'},{'Deli Fresh Honey Ham'},0.37254902,187.7647059
{' Gluten Free'},{' 98% Fat Free'},0.352941176,187.7647059
{' Gluten Free'},"{' 98% Fat Free', 'Deli Fresh Honey Smoked Turkey Breast'}",0.294117647,187.7647059
{' Gluten Free'},{'Deli Fresh Honey Smoked Turkey Breast'},0.294117647,187.7647059
{'Bread'},{' Country Buttermilk'},0.254901961,187.7647059
{' Italian (Flat)'},{'Parsley'},1,184.1538462
"{' Italian (Flat)', ' New England Grown'}",{'Parsley'},1,184.1538462
{'Parsley'},{' Italian (Flat)'},0.615384615,184.1538462
{'Parsley'},"{' Italian (Flat)', ' New England Grown'}",0.615384615,184.1538462
"{'Super Spinach! Baby Spinach', 'Bag of Organic Bananas'}",{' Baby Bok Choy'},1,180.6792453
"{' Baby Bok Choy', 'Bag of Organic Bananas'}",{'Super Spinach! Baby Spinach'},1,180.6792453
"{'Super Spinach! Baby Spinach', 'Organic Zucchini'}",{' Baby Bok Choy'},1,180.6792453
"{'Organic Zucchini', ' Baby Bok Choy'}",{'Super Spinach! Baby Spinach'},1,180.6792453
{'Super Spinach! Baby Spinach'},{' Baby Bok Choy'},1,180.6792453
{' Baby Bok Choy'},{'Super Spinach! Baby Spinach'},1,180.6792453
"{'Super Spinach! Baby Spinach', 'Bag of Organic Bananas'}",{' Sweet Baby Kale'},1,180.6792453
"{' Sweet Baby Kale', 'Bag of Organic Bananas'}",{'Super Spinach! Baby Spinach'},1,180.6792453
"{' Baby Bok Choy', 'Bag of Organic Bananas'}",{' Sweet Baby Kale'},1,180.6792453
"{' Sweet Baby Kale', 'Bag of Organic Bananas'}",{' Baby Bok Choy'},1,180.6792453
"{'Super Spinach! Baby Spinach', 'Bag of Organic Bananas'}","{' Baby Bok Choy', ' Sweet Baby Kale'}",1,180.6792453
"{' Baby Bok Choy', 'Bag of Organic Bananas'}","{'Super Spinach! Baby Spinach', ' Sweet Baby Kale'}",1,180.6792453
"{' Sweet Baby Kale', 'Bag of Organic Bananas'}","{'Super Spinach! Baby Spinach', ' Baby Bok Choy'}",1,180.6792453
"{'Super Spinach! Baby Spinach', ' Baby Bok Choy', 'Bag of Organic Bananas'}",{' Sweet Baby Kale'},1,180.6792453
"{'Super Spinach! Baby Spinach', ' Sweet Baby Kale', 'Bag of Organic Bananas'}",{' Baby Bok Choy'},1,180.6792453
"{' Baby Bok Choy', ' Sweet Baby Kale', 'Bag of Organic Bananas'}",{'Super Spinach! Baby Spinach'},1,180.6792453
"{'Super Spinach! Baby Spinach', 'Organic Zucchini'}",{' Sweet Baby Kale'},1,180.6792453
"{'Organic Zucchini', ' Sweet Baby Kale'}",{'Super Spinach! Baby Spinach'},1,180.6792453
"{'Organic Zucchini', ' Baby Bok Choy'}",{' Sweet Baby Kale'},1,180.6792453
"{'Organic Zucchini', ' Sweet Baby Kale'}",{' Baby Bok Choy'},1,180.6792453
"{'Super Spinach! Baby Spinach', 'Organic Zucchini'}","{' Baby Bok Choy', ' Sweet Baby Kale'}",1,180.6792453
"{'Organic Zucchini', ' Baby Bok Choy'}","{'Super Spinach! Baby Spinach', ' Sweet Baby Kale'}",1,180.6792453
"{'Organic Zucchini', ' Sweet Baby Kale'}","{'Super Spinach! Baby Spinach', ' Baby Bok Choy'}",1,180.6792453
"{'Super Spinach! Baby Spinach', 'Organic Zucchini', ' Baby Bok Choy'}",{' Sweet Baby Kale'},1,180.6792453
"{'Super Spinach! Baby Spinach', 'Organic Zucchini', ' Sweet Baby Kale'}",{' Baby Bok Choy'},1,180.6792453
"{'Organic Zucchini', ' Baby Bok Choy', ' Sweet Baby Kale'}",{'Super Spinach! Baby Spinach'},1,180.6792453
{' Baby Bok Choy'},{' Sweet Baby Kale'},1,180.6792453
{' Sweet Baby Kale'},{' Baby Bok Choy'},1,180.6792453
{'Super Spinach! Baby Spinach'},{' Sweet Baby Kale'},1,180.6792453
{' Sweet Baby Kale'},{'Super Spinach! Baby Spinach'},1,180.6792453
