Antecedent,Consequent,Confidence,Lift
{' Wheat Free'},{' Sprouted Corn'},1,886.2457912
{' Sprouted Corn'},"{'Tortillas', ' Wheat Free'}",1,886.2457912
{' Wheat Free'},"{'Tortillas', ' Sprouted Corn'}",1,886.2457912
"{'Tortillas', ' Sprouted Corn'}",{' Wheat Free'},1,886.2457912
"{'Tortillas', ' Wheat Free'}",{' Sprouted Corn'},1,886.2457912
{'Happy Baby Spinach'},{' and Pear Baby Food'},1,868.6963696
{' and Pear Baby Food'},{'Happy Baby Spinach'},1,868.6963696
{'Happy Baby Spinach'},"{' Mango', ' and Pear Baby Food'}",1,868.6963696
{' and Pear Baby Food'},"{'Happy Baby Spinach', ' Mango'}",1,868.6963696
"{'Happy Baby Spinach', ' Mango'}",{' and Pear Baby Food'},1,868.6963696
"{' Mango', ' and Pear Baby Food'}",{'Happy Baby Spinach'},1,868.6963696
{'Happy Baby Spinach'},{' Mango'},1,860.1797386
{' and Pear Baby Food'},{' Mango'},1,860.1797386
"{'Happy Baby Spinach', ' and Pear Baby Food'}",{' Mango'},1,860.1797386
{' Mango'},{'Happy Baby Spinach'},0.990196078,860.1797386
{' Mango'},{' and Pear Baby Food'},0.990196078,860.1797386
{' Mango'},"{'Happy Baby Spinach', ' and Pear Baby Food'}",0.990196078,860.1797386
{'Wild Non-Pareil Capers'},{' Sunkissed in the Mediterranean'},1,846.3504823
{' Sunkissed in the Mediterranean'},{'Wild Non-Pareil Capers'},1,846.3504823
"{' Organic', ' Kalamata'}","{'Olives', ' Pitted'}",1,809.8923077
"{'Olives', ' Pitted'}","{' Organic', ' Kalamata'}",1,809.8923077
"{' Kalamata', ' Pitted'}","{' Organic', 'Olives'}",1,807.4079755
"{' Organic', 'Olives'}","{' Kalamata', ' Pitted'}",0.996932515,807.4079755
"{'Olives', ' Pitted'}",{' Kalamata'},1,804.9388379
"{' Organic', 'Olives', ' Pitted'}",{' Kalamata'},1,804.9388379
{' Kalamata'},"{'Olives', ' Pitted'}",0.993883792,804.9388379
{' Kalamata'},"{' Organic', 'Olives', ' Pitted'}",0.993883792,804.9388379
"{' Organic', 'Olives'}",{' Kalamata'},0.996932515,802.4697004
{' Kalamata'},"{' Organic', 'Olives'}",0.993883792,802.4697004
{' Roja'},"{' Hot', 'Salsa'}",1,788.0688623
"{' Hot', 'Salsa'}",{' Roja'},0.973053892,788.0688623
{'Country Stand Juice'},{' Medium Pulp'},1,769.6345029
{' Medium Pulp'},{'Country Stand Juice'},1,769.6345029
"{'Olives', ' Kalamata'}","{' Organic', ' Pitted'}",0.993883792,760.4800068
{' Kalamata'},"{' Organic', ' Pitted'}",0.993883792,760.4800068
"{' Organic', ' Pitted'}","{'Olives', ' Kalamata'}",0.944767442,760.4800068
"{' Organic', ' Pitted'}",{' Kalamata'},0.944767442,760.4800068
{' Deliciously Hydrating Watermelon Water'},{'Cold-pressed'},1,739.3679775
{'Cold-pressed'},{' Deliciously Hydrating Watermelon Water'},1,739.3679775
"{' Organic', 'Olives', ' Kalamata'}",{' Pitted'},1,735.2374302
"{' Organic', ' Kalamata'}",{' Pitted'},1,735.2374302
{' Pitted'},"{' Organic', 'Olives', ' Kalamata'}",0.907821229,735.2374302
{' Pitted'},"{' Organic', ' Kalamata'}",0.907821229,735.2374302
"{' Organic', 'Olives'}",{' Pitted'},0.996932515,732.9821006
{' Pitted'},"{' Organic', 'Olives'}",0.907821229,732.9821006
{'Deli Fresh Honey Ham'},"{' Gluten Free', ' 97% Fat Free'}",1,731.1527778
"{' Gluten Free', ' 97% Fat Free'}",{'Deli Fresh Honey Ham'},0.802777778,731.1527778
{' Kalamata'},{' Pitted'},0.993883792,730.7405652
"{'Olives', ' Kalamata'}",{' Pitted'},0.993883792,730.7405652
{' Pitted'},{' Kalamata'},0.907821229,730.7405652
{' Pitted'},"{'Olives', ' Kalamata'}",0.907821229,730.7405652
{'Deli Fresh Honey Ham'},{' 97% Fat Free'},1,707.5672043
"{' Gluten Free', 'Deli Fresh Honey Ham'}",{' 97% Fat Free'},1,707.5672043
{' 97% Fat Free'},{'Deli Fresh Honey Ham'},0.77688172,707.5672043
{' 97% Fat Free'},"{' Gluten Free', 'Deli Fresh Honey Ham'}",0.77688172,707.5672043
{' No Sugar'},{'Uncured'},1,658.0375
{'Uncured'},{' No Sugar'},1,658.0375
{' No Sugar'},{' Hickory Smoked Bacon'},1,658.0375
{' Hickory Smoked Bacon'},{' No Sugar'},1,658.0375
{'Uncured'},{' Hickory Smoked Bacon'},1,658.0375
{' Hickory Smoked Bacon'},{'Uncured'},1,658.0375
{' No Sugar'},"{'Uncured', ' Hickory Smoked Bacon'}",1,658.0375
{'Uncured'},"{' No Sugar', ' Hickory Smoked Bacon'}",1,658.0375
{' Hickory Smoked Bacon'},"{' No Sugar', 'Uncured'}",1,658.0375
"{' No Sugar', 'Uncured'}",{' Hickory Smoked Bacon'},1,658.0375
"{' No Sugar', ' Hickory Smoked Bacon'}",{'Uncured'},1,658.0375
"{'Uncured', ' Hickory Smoked Bacon'}",{' No Sugar'},1,658.0375
{' Peas and Broccoli Puree Stage 1'},{'Organic Pears'},1,648.3128079
{'Organic Pears'},{' Peas and Broccoli Puree Stage 1'},0.899014778,648.3128079
{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins'},"{' White', 'Select-A-Size Paper Towels'}",1,645.1348039
"{' White', 'Select-A-Size Paper Towels'}",{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins'},0.769607843,645.1348039
{' Chocolate Chip Walnut'},{'Cookies'},1,628.1980907
{'Cookies'},{' Chocolate Chip Walnut'},0.787589499,628.1980907
{' Jalapeno Lime'},{' Clasico'},1,622.2576832
{' Jalapeno Lime'},"{'Tortilla Chips', ' Clasico'}",1,622.2576832
"{'Tortilla Chips', ' Jalapeno Lime'}",{' Clasico'},1,622.2576832
{' Clasico'},{' Jalapeno Lime'},0.874704492,622.2576832
{' Clasico'},"{'Tortilla Chips', ' Jalapeno Lime'}",0.874704492,622.2576832
"{'Tortilla Chips', ' Clasico'}",{' Jalapeno Lime'},0.874704492,622.2576832
"{' Kalamata', ' Pitted'}",{'Olives'},1,620.7900943
"{' Organic', ' Kalamata', ' Pitted'}",{'Olives'},1,620.7900943
{' Kalamata'},{'Olives'},1,620.7900943
"{' Organic', ' Kalamata'}",{'Olives'},1,620.7900943
{'Olives'},{' Kalamata'},0.771226415,620.7900943
{'Olives'},"{' Kalamata', ' Pitted'}",0.766509434,620.7900943
{'Olives'},"{' Organic', ' Kalamata', ' Pitted'}",0.766509434,620.7900943
{'Olives'},"{' Organic', ' Kalamata'}",0.766509434,620.7900943
{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins'},{'Select-A-Size Paper Towels'},1,616.4285714
"{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins', ' White'}",{'Select-A-Size Paper Towels'},1,616.4285714
{'Select-A-Size Paper Towels'},{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins'},0.735362998,616.4285714
{'Select-A-Size Paper Towels'},"{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins', ' White'}",0.735362998,616.4285714
{'Baked Rice and Corn Puffs'},{' Aged White Cheddar'},1,607.886836
{' Aged White Cheddar'},{'Baked Rice and Corn Puffs'},0.893764434,607.886836
{'Ginger Root Beer'},{' Naturally Flavored Zero Calorie Soda'},1,594.1647856
{'Ginger Root Beer'},"{' Naturally Flavored Zero Calorie Soda', ' Caffeine Free'}",1,594.1647856
"{' Caffeine Free', 'Ginger Root Beer'}",{' Naturally Flavored Zero Calorie Soda'},1,594.1647856
{' Naturally Flavored Zero Calorie Soda'},{'Ginger Root Beer'},0.735891648,594.1647856
{' Naturally Flavored Zero Calorie Soda'},"{' Caffeine Free', 'Ginger Root Beer'}",0.735891648,594.1647856
"{' Naturally Flavored Zero Calorie Soda', ' Caffeine Free'}",{'Ginger Root Beer'},0.735891648,594.1647856
{' Roja'},{' Hot'},1,590.1681614
"{' Roja', 'Salsa'}",{' Hot'},1,590.1681614
{' Hot'},{' Roja'},0.728699552,590.1681614
{' Hot'},"{' Roja', 'Salsa'}",0.728699552,590.1681614
{' Toffee & Almonds in Milk Chocolate'},{'Bar'},1,588.8478747
{'Bar'},{' Toffee & Almonds in Milk Chocolate'},1,588.8478747
"{' Organic', ' Pitted'}",{'Olives'},0.944767442,586.5022694
{'Olives'},"{' Organic', ' Pitted'}",0.766509434,586.5022694
{'Muffins'},{' Flax'},1,583.6252772
{' Flax'},{'Muffins'},1,583.6252772
{' Pitted'},{'Olives'},0.907821229,563.5664264
{'Olives'},{' Pitted'},0.766509434,563.5664264
"{' Party Size', 'Pita Chips'}",{' Simply Naked'},1,548.3645833
{' Simply Naked'},"{' Party Size', 'Pita Chips'}",0.679166667,548.3645833
"{' Roja', ' Hot'}",{'Salsa'},1,540.4825462
{' Roja'},{'Salsa'},1,540.4825462
{'Salsa'},"{' Roja', ' Hot'}",0.667351129,540.4825462
{'Salsa'},{' Roja'},0.667351129,540.4825462
{'Bathroom Tissue Softness & Strength'},{' Double Rolls'},1,536.0794297
"{' Citrus', 'Kombucha'}",{' Organic Raw'},1,536.0794297
{' Organic Raw'},"{' Citrus', 'Kombucha'}",0.765784114,536.0794297
{' Double Rolls'},{'Bathroom Tissue Softness & Strength'},0.568228106,536.0794297
"{' Party Size', ' Simply Naked'}",{'Pita Chips'},1,534.9898374
{' Simply Naked'},{'Pita Chips'},1,534.9898374
{'Pita Chips'},{' Simply Naked'},0.975609756,534.9898374
{'Pita Chips'},"{' Party Size', ' Simply Naked'}",0.662601626,534.9898374
{' Organic Raw'},{' Citrus'},0.765784114,533.2430306
"{' Organic Raw', 'Kombucha'}",{' Citrus'},0.765784114,533.2430306
{' Citrus'},{' Organic Raw'},0.994708995,533.2430306
{' Citrus'},"{' Organic Raw', 'Kombucha'}",0.994708995,533.2430306
{' Hope'},"{' Original Recipe', 'Hummus'}",1,513.0896686
"{' Original Recipe', 'Hummus'}",{' Hope'},1,513.0896686
{' Hope'},{' Original Recipe'},1,512.0914397
"{' Hope', 'Hummus'}",{' Original Recipe'},1,512.0914397
{' Original Recipe'},{' Hope'},0.998054475,512.0914397
{' Original Recipe'},"{' Hope', 'Hummus'}",0.998054475,512.0914397
{' Party Size'},{' Simply Naked'},0.913165266,500.7474907
{' Party Size'},"{'Pita Chips', ' Simply Naked'}",0.913165266,500.7474907
{' Simply Naked'},{' Party Size'},0.679166667,500.7474907
"{'Pita Chips', ' Simply Naked'}",{' Party Size'},0.679166667,500.7474907
"{' Citrus', ' Organic Raw'}",{'Kombucha'},1,497.5708885
{' Organic Raw'},{'Kombucha'},1,497.5708885
{'Kombucha'},{' Organic Raw'},0.928166352,497.5708885
{'Kombucha'},"{' Citrus', ' Organic Raw'}",0.710775047,497.5708885
{' Citrus'},{'Kombucha'},0.994708995,494.9382383
{'Kombucha'},{' Citrus'},0.710775047,494.9382383
{' Party Size'},{'Pita Chips'},0.913165266,488.5341372
{'Pita Chips'},{' Party Size'},0.662601626,488.5341372
{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins'},{' White'},1,482.0787546
"{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins', 'Select-A-Size Paper Towels'}",{' White'},1,482.0787546
{' White'},{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins'},0.575091575,482.0787546
{' White'},"{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins', 'Select-A-Size Paper Towels'}",0.575091575,482.0787546
{'Ginger Root Beer'},{' Caffeine Free'},1,477.7041742
"{' Naturally Flavored Zero Calorie Soda', 'Ginger Root Beer'}",{' Caffeine Free'},1,477.7041742
{' Naturally Flavored Zero Calorie Soda'},{' Caffeine Free'},1,477.7041742
{' Caffeine Free'},{' Naturally Flavored Zero Calorie Soda'},0.80399274,477.7041742
{' Caffeine Free'},{'Ginger Root Beer'},0.591651543,477.7041742
{' Caffeine Free'},"{' Naturally Flavored Zero Calorie Soda', 'Ginger Root Beer'}",0.591651543,477.7041742
{'Select-A-Size Paper Towels'},{' White'},0.955503513,460.6279435
{' White'},{'Select-A-Size Paper Towels'},0.747252747,460.6279435
{'Crispy Wheat'},{' Crackers'},1,427.2970779
{' Crackers'},{'Crispy Wheat'},1,427.2970779
{' Hot'},{'Salsa'},0.748878924,404.7559875
{'Salsa'},{' Hot'},0.685831622,404.7559875
{' Whole Peeled'},{'Tomatoes'},1,401.8549618
{'Tomatoes'},{' Whole Peeled'},0.740458015,401.8549618
{' Italian (Flat)'},"{'Parsley', ' New England Grown'}",1,389.9481481
"{'Parsley', ' New England Grown'}",{' Italian (Flat)'},0.998518519,389.9481481
{' Reduced Fat'},"{'Milk', ' 2% Milkfat'}",0.969899666,386.22109
"{'Milk', ' 2% Milkfat'}",{' Reduced Fat'},0.877458396,386.22109
{' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'},"{'Juice Beverage', ' Cold Pressed'}",1,375.4850214
"{'Juice Beverage', ' Cold Pressed'}",{' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'},1,375.4850214
{'Almondmilk Creamer'},{' Vanilla'},1,374.9501425
{' Vanilla'},{'Almondmilk Creamer'},0.666666667,374.9501425
{' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'},{'Juice Beverage'},1,373.3546099
"{' Cold Pressed', ' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'}",{'Juice Beverage'},1,373.3546099
{'Juice Beverage'},{' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'},0.994326241,373.3546099
{'Juice Beverage'},"{' Cold Pressed', ' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'}",0.994326241,373.3546099
{' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'},{' Cold Pressed'},1,372.825779
"{'Juice Beverage', ' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'}",{' Cold Pressed'},1,372.825779
{' Cold Pressed'},{' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'},0.992917847,372.825779
{' Cold Pressed'},"{'Juice Beverage', ' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'}",0.992917847,372.825779
{'Juice Beverage'},{' Cold Pressed'},0.994326241,370.7104555
{' Cold Pressed'},{'Juice Beverage'},0.992917847,370.7104555
{' Italian (Flat)'},{' New England Grown'},1,366.5947075
"{'Parsley', ' Italian (Flat)'}",{' New England Grown'},1,366.5947075
{' New England Grown'},{' Italian (Flat)'},0.938718663,366.5947075
{' New England Grown'},"{'Parsley', ' Italian (Flat)'}",0.938718663,366.5947075
{'Hummus'},{' Hope'},0.70467033,361.5590659
{'Hummus'},"{' Original Recipe', ' Hope'}",0.70467033,361.5590659
{' Hope'},{'Hummus'},1,361.5590659
"{' Original Recipe', ' Hope'}",{'Hummus'},1,361.5590659
{' Original Recipe'},{'Hummus'},0.998054475,360.8556436
{'Hummus'},{' Original Recipe'},0.70467033,360.8556436
{' Jersey Sweet Onion'},{' Calorie Free'},1,359.0927694
{' Calorie Free'},{' Jersey Sweet Onion'},1,359.0927694
{' Jersey Sweet Onion'},"{' Calorie Free', 'Dressing'}",1,359.0927694
{' Calorie Free'},"{' Jersey Sweet Onion', 'Dressing'}",1,359.0927694
"{' Jersey Sweet Onion', 'Dressing'}",{' Calorie Free'},1,359.0927694
"{' Calorie Free', 'Dressing'}",{' Jersey Sweet Onion'},1,359.0927694
{' Jersey Sweet Onion'},{'Dressing'},1,358.1156463
{' Calorie Free'},{'Dressing'},1,358.1156463
"{' Jersey Sweet Onion', ' Calorie Free'}",{'Dressing'},1,358.1156463
{'Dressing'},{' Jersey Sweet Onion'},0.997278912,358.1156463
{'Dressing'},{' Calorie Free'},0.997278912,358.1156463
{'Dressing'},"{' Jersey Sweet Onion', ' Calorie Free'}",0.997278912,358.1156463
{' Americano'},{'Prosciutto'},1,350.4860186
{'Prosciutto'},{' Americano'},0.491344874,350.4860186
{'  Apricot & Banana Stage 2 Baby Food'},{'Peach'},1,290.8453039
{'Peach'},{'  Apricot & Banana Stage 2 Baby Food'},0.434254144,290.8453039
"{'Tortillas', ' Organic'}",{' Corn'},0.956181534,279.9569771
{' Corn'},"{'Tortillas', ' Organic'}",0.679644049,279.9569771
"{' Jalapeno Lime', ' Clasico'}",{'Tortilla Chips'},1,273.8969823
{' Jalapeno Lime'},{'Tortilla Chips'},1,273.8969823
{' Clasico'},{'Tortilla Chips'},1,273.8969823
{'Tortilla Chips'},{' Clasico'},0.440166493,273.8969823
{'Tortilla Chips'},"{' Jalapeno Lime', ' Clasico'}",0.385015609,273.8969823
{'Tortilla Chips'},{' Jalapeno Lime'},0.385015609,273.8969823
"{'Cage Free Brown Eggs-Large', 'Banana'}",{' Grade A'},1,260.0938735
{'Cage Free Brown Eggs-Large'},{' Grade A'},1,260.0938735
{' Grade A'},{'Cage Free Brown Eggs-Large'},0.996047431,260.0938735
{' Grade A'},"{'Cage Free Brown Eggs-Large', 'Banana'}",0.315217391,260.0938735
"{' Grade A', 'Banana'}",{'Cage Free Brown Eggs-Large'},0.99376947,259.4990388
{'Cage Free Brown Eggs-Large'},"{' Grade A', 'Banana'}",0.316468254,259.4990388
"{' Strawberry', 'Yogurt'}",{' Lowfat'},0.863317757,257.3478861
{' Lowfat'},"{' Strawberry', 'Yogurt'}",0.836919592,257.3478861
{' Strained Low-Fat'},"{' Coconut', 'Yogurt'}",1,252.1216475
"{' Coconut', 'Yogurt'}",{' Strained Low-Fat'},1,252.1216475
{'Organic Butterhead (Boston'},{' Bibb) Lettuce'},1,250.9199237
{'Organic Butterhead (Boston'},"{' Bibb) Lettuce', ' Butter'}",1,250.9199237
"{'Organic Butterhead (Boston', ' Butter'}",{' Bibb) Lettuce'},1,250.9199237
{' Bibb) Lettuce'},{'Organic Butterhead (Boston'},0.965681602,250.9199237
{' Bibb) Lettuce'},"{'Organic Butterhead (Boston', ' Butter'}",0.965681602,250.9199237
"{' Bibb) Lettuce', ' Butter'}",{'Organic Butterhead (Boston'},0.965681602,250.9199237
{' Strained Low-Fat'},{' Coconut'},1,247.3825188
"{' Strained Low-Fat', 'Yogurt'}",{' Coconut'},1,247.3825188
{' Coconut'},{' Strained Low-Fat'},0.981203008,247.3825188
{' Coconut'},"{' Strained Low-Fat', 'Yogurt'}",0.981203008,247.3825188
{'Organic Butterhead (Boston'},{' Butter'},1,241.2603116
"{'Organic Butterhead (Boston', ' Bibb) Lettuce'}",{' Butter'},1,241.2603116
{' Bibb) Lettuce'},{' Butter'},1,241.2603116
{' Butter'},{' Bibb) Lettuce'},0.961503208,241.2603116
{' Butter'},{'Organic Butterhead (Boston'},0.928505958,241.2603116
{' Butter'},"{'Organic Butterhead (Boston', ' Bibb) Lettuce'}",0.928505958,241.2603116
{' Italian (Flat)'},{'Parsley'},1,236.2791741
"{' Italian (Flat)', ' New England Grown'}",{'Parsley'},1,236.2791741
{'Parsley'},{' Italian (Flat)'},0.60502693,236.2791741
{'Parsley'},"{' Italian (Flat)', ' New England Grown'}",0.60502693,236.2791741
"{'Deli Fresh Honey Ham', ' 97% Fat Free'}",{' Gluten Free'},1,223.8222789
{'Deli Fresh Honey Ham'},{' Gluten Free'},1,223.8222789
{' Gluten Free'},"{'Deli Fresh Honey Ham', ' 97% Fat Free'}",0.245748299,223.8222789
{' Gluten Free'},{'Deli Fresh Honey Ham'},0.245748299,223.8222789
{' New England Grown'},{'Parsley'},0.940111421,222.1287501
{'Parsley'},{' New England Grown'},0.605924596,222.1287501
{' 98% Fat Free'},{' Gluten Free'},0.990228013,221.6350905
{' Gluten Free'},{' 98% Fat Free'},0.258503401,221.6350905
{' 97% Fat Free'},{' Gluten Free'},0.967741935,216.6022054
{' Gluten Free'},{' 97% Fat Free'},0.306122449,216.6022054
"{' Organic', 'Yogurt'}",{' Lowfat'},0.698360656,208.1755379
{' Lowfat'},"{' Organic', 'Yogurt'}",0.241223103,208.1755379
{' Wheat Free'},{'Tortillas'},1,199.8595292
"{' Sprouted Corn', ' Wheat Free'}",{'Tortillas'},1,199.8595292
{' Sprouted Corn'},{'Tortillas'},1,199.8595292
{'Tortillas'},{' Wheat Free'},0.225512528,199.8595292
{'Tortillas'},"{' Sprouted Corn', ' Wheat Free'}",0.225512528,199.8595292
{'Tortillas'},{' Sprouted Corn'},0.225512528,199.8595292
"{' Organic', ' Corn'}",{'Tortillas'},0.985483871,196.9583425
{'Tortillas'},"{' Organic', ' Corn'}",0.463933181,196.9583425
{' Brown Rice'},{'Tortillas'},0.977886978,195.440031
{'Tortillas'},{' Brown Rice'},0.302201974,195.440031
"{' 2% Milkfat', 'Bag of Organic Bananas'}",{'Organic Milk Reduced Fat'},0.824207493,194.2200315
{'Organic Milk Reduced Fat'},"{' 2% Milkfat', 'Bag of Organic Bananas'}",0.256042972,194.2200315
"{'Super Spinach! Baby Spinach', 'Banana'}",{' Baby Bok Choy'},1,192.8315018
"{' Baby Bok Choy', 'Banana'}",{'Super Spinach! Baby Spinach'},1,192.8315018
{'Super Spinach! Baby Spinach'},{' Baby Bok Choy'},1,192.8315018
{' Baby Bok Choy'},{'Super Spinach! Baby Spinach'},1,192.8315018
"{'Super Spinach! Baby Spinach', 'Banana'}",{' Sweet Baby Kale'},1,192.8315018
"{' Sweet Baby Kale', 'Banana'}",{'Super Spinach! Baby Spinach'},1,192.8315018
"{' Baby Bok Choy', 'Banana'}",{' Sweet Baby Kale'},1,192.8315018
"{' Sweet Baby Kale', 'Banana'}",{' Baby Bok Choy'},1,192.8315018
"{'Super Spinach! Baby Spinach', 'Banana'}","{' Baby Bok Choy', ' Sweet Baby Kale'}",1,192.8315018
"{' Baby Bok Choy', 'Banana'}","{'Super Spinach! Baby Spinach', ' Sweet Baby Kale'}",1,192.8315018
"{' Sweet Baby Kale', 'Banana'}","{'Super Spinach! Baby Spinach', ' Baby Bok Choy'}",1,192.8315018
"{'Super Spinach! Baby Spinach', ' Baby Bok Choy', 'Banana'}",{' Sweet Baby Kale'},1,192.8315018
"{'Super Spinach! Baby Spinach', ' Sweet Baby Kale', 'Banana'}",{' Baby Bok Choy'},1,192.8315018
"{' Baby Bok Choy', ' Sweet Baby Kale', 'Banana'}",{'Super Spinach! Baby Spinach'},1,192.8315018
{' Baby Bok Choy'},{' Sweet Baby Kale'},1,192.8315018
{' Sweet Baby Kale'},{' Baby Bok Choy'},1,192.8315018
{'Super Spinach! Baby Spinach'},{' Sweet Baby Kale'},1,192.8315018
{' Sweet Baby Kale'},{'Super Spinach! Baby Spinach'},1,192.8315018
{'Super Spinach! Baby Spinach'},"{' Baby Bok Choy', ' Sweet Baby Kale'}",1,192.8315018
{' Baby Bok Choy'},"{'Super Spinach! Baby Spinach', ' Sweet Baby Kale'}",1,192.8315018
{' Sweet Baby Kale'},"{'Super Spinach! Baby Spinach', ' Baby Bok Choy'}",1,192.8315018
"{'Super Spinach! Baby Spinach', ' Baby Bok Choy'}",{' Sweet Baby Kale'},1,192.8315018
"{'Super Spinach! Baby Spinach', ' Sweet Baby Kale'}",{' Baby Bok Choy'},1,192.8315018
"{' Baby Bok Choy', ' Sweet Baby Kale'}",{'Super Spinach! Baby Spinach'},1,192.8315018
{'Super Spinach! Baby Spinach'},"{' Baby Bok Choy', 'Banana'}",0.232234432,192.8315018
{' Baby Bok Choy'},"{'Super Spinach! Baby Spinach', 'Banana'}",0.232234432,192.8315018
{'Super Spinach! Baby Spinach'},"{' Sweet Baby Kale', 'Banana'}",0.232234432,192.8315018
{' Sweet Baby Kale'},"{'Super Spinach! Baby Spinach', 'Banana'}",0.232234432,192.8315018
{' Baby Bok Choy'},"{' Sweet Baby Kale', 'Banana'}",0.232234432,192.8315018
{' Sweet Baby Kale'},"{' Baby Bok Choy', 'Banana'}",0.232234432,192.8315018
{'Super Spinach! Baby Spinach'},"{' Baby Bok Choy', ' Sweet Baby Kale', 'Banana'}",0.232234432,192.8315018
{' Baby Bok Choy'},"{'Super Spinach! Baby Spinach', ' Sweet Baby Kale', 'Banana'}",0.232234432,192.8315018
{' Sweet Baby Kale'},"{'Super Spinach! Baby Spinach', ' Baby Bok Choy', 'Banana'}",0.232234432,192.8315018
"{'Super Spinach! Baby Spinach', ' Baby Bok Choy'}","{' Sweet Baby Kale', 'Banana'}",0.232234432,192.8315018
"{'Super Spinach! Baby Spinach', ' Sweet Baby Kale'}","{' Baby Bok Choy', 'Banana'}",0.232234432,192.8315018
"{' Baby Bok Choy', ' Sweet Baby Kale'}","{'Super Spinach! Baby Spinach', 'Banana'}",0.232234432,192.8315018
{' Country Buttermilk'},{'Bread'},1,153.3886946
{'Bread'},{' Country Buttermilk'},0.321678322,153.3886946
"{'Organic Milk Reduced Fat', 'Bag of Organic Bananas'}",{' 2% Milkfat'},1,151.7964245
{'Organic Milk Reduced Fat'},{' 2% Milkfat'},1,151.7964245
{' 2% Milkfat'},{'Organic Milk Reduced Fat'},0.644175317,151.7964245
{' 2% Milkfat'},"{'Organic Milk Reduced Fat', 'Bag of Organic Bananas'}",0.164936563,151.7964245
"{'Milk', ' Reduced Fat'}",{' 2% Milkfat'},0.99827883,151.5351569
{' 2% Milkfat'},"{'Milk', ' Reduced Fat'}",0.334486736,151.5351569
{' Reduced Fat'},{' 2% Milkfat'},0.969899666,147.2273013
{' 2% Milkfat'},{' Reduced Fat'},0.334486736,147.2273013
{' Corn'},{'Tortillas'},0.684093437,136.7225923
{'Tortillas'},{' Corn'},0.466970387,136.7225923
{' No Salt Added'},{'Organic Tomato Paste'},0.901685393,133.3354611
{'Organic Tomato Paste'},{' No Salt Added'},0.180337079,133.3354611
