Antecedent,Consequent,Confidence,Lift
{' 97% Fat Free'},"{' Gluten Free', 'Deli Fresh Honey Ham'}",0.73364486,689.2990654
"{' Organic', ' Kalamata'}","{'Olives', ' Pitted'}",1,657.0601336
"{'Olives', ' Pitted'}","{' Organic', ' Kalamata'}",1,657.0601336
"{'Olives', ' Pitted'}",{' Kalamata'},1,655.6
"{' Organic', 'Olives', ' Pitted'}",{' Kalamata'},1,655.6
{' Kalamata'},"{'Olives', ' Pitted'}",0.997777778,655.6
{' Kalamata'},"{' Organic', 'Olives', ' Pitted'}",0.997777778,655.6
"{' Kalamata', ' Pitted'}","{' Organic', 'Olives'}",1,649.8237885
"{' Organic', 'Olives'}","{' Kalamata', ' Pitted'}",0.988986784,649.8237885
{' Kalamata'},"{' Organic', 'Olives'}",0.997777778,648.3797357
"{' Organic', 'Olives'}",{' Kalamata'},0.988986784,648.3797357
{' Super Premium'},{'Ice Cream'},1,641.3478261
{'Ice Cream'},{' Super Premium'},0.645652174,641.3478261
"{' Citrus', 'Kombucha'}",{' Organic Raw'},1,608.2886598
{' Jalapeno Lime'},{' Clasico'},1,608.2886598
{' Jalapeno Lime'},"{'Tortilla Chips', ' Clasico'}",1,608.2886598
"{'Tortilla Chips', ' Jalapeno Lime'}",{' Clasico'},1,608.2886598
{' Clasico'},{' Jalapeno Lime'},0.853608247,608.2886598
{' Clasico'},"{'Tortilla Chips', ' Jalapeno Lime'}",0.853608247,608.2886598
"{'Tortilla Chips', ' Clasico'}",{' Jalapeno Lime'},0.853608247,608.2886598
{' Organic Raw'},"{' Citrus', 'Kombucha'}",0.779381443,608.2886598
"{'Olives', ' Kalamata'}","{' Organic', ' Pitted'}",0.997777778,598.301626
{' Kalamata'},"{' Organic', ' Pitted'}",0.997777778,598.301626
"{' Organic', ' Pitted'}","{'Olives', ' Kalamata'}",0.912601626,598.301626
"{' Organic', ' Pitted'}",{' Kalamata'},0.912601626,598.301626
{' Citrus'},"{' Organic Raw', 'Kombucha'}",0.976744186,595.3699789
"{' Organic Raw', 'Kombucha'}",{' Citrus'},0.780991736,595.3699789
"{' Party Size', 'Pita Chips'}",{' Simply Naked'},1,594.7983871
{' Simply Naked'},"{' Party Size', 'Pita Chips'}",0.622983871,594.7983871
{' Citrus'},{' Organic Raw'},0.976744186,594.1424119
{' Organic Raw'},{' Citrus'},0.779381443,594.1424119
"{' Organic', 'Olives', ' Kalamata'}",{' Pitted'},1,592.4096386
"{' Organic', ' Kalamata'}",{' Pitted'},1,592.4096386
{' Pitted'},"{' Organic', 'Olives', ' Kalamata'}",0.901606426,592.4096386
{' Pitted'},"{' Organic', ' Kalamata'}",0.901606426,592.4096386
{' Kalamata'},{' Pitted'},0.997777778,591.0931727
"{'Olives', ' Kalamata'}",{' Pitted'},0.997777778,591.0931727
{' Pitted'},{' Kalamata'},0.901606426,591.0931727
{' Pitted'},"{'Olives', ' Kalamata'}",0.901606426,591.0931727
"{' Organic', 'Olives'}",{' Pitted'},0.988986784,585.8853033
{' Pitted'},"{' Organic', 'Olives'}",0.901606426,585.8853033
{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins'},"{' White', 'Select-A-Size Paper Towels'}",1,584.1980198
"{' White', 'Select-A-Size Paper Towels'}",{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins'},0.788118812,584.1980198
"{' Party Size', ' Simply Naked'}",{'Pita Chips'},1,578.4705882
{' Simply Naked'},{'Pita Chips'},1,578.4705882
{'Pita Chips'},{' Simply Naked'},0.97254902,578.4705882
{'Pita Chips'},"{' Party Size', ' Simply Naked'}",0.605882353,578.4705882
{' Roja'},{' Hot'},1,571.744186
"{' Roja', 'Salsa'}",{' Hot'},1,571.744186
{' Hot'},{' Roja'},0.751937984,571.744186
{' Hot'},"{' Roja', 'Salsa'}",0.751937984,571.744186
"{' Citrus', ' Organic Raw'}",{'Kombucha'},1,569.5366795
{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins'},{'Select-A-Size Paper Towels'},1,569.5366795
"{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins', ' White'}",{'Select-A-Size Paper Towels'},1,569.5366795
{'Select-A-Size Paper Towels'},{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins'},0.768339768,569.5366795
{'Select-A-Size Paper Towels'},"{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins', ' White'}",0.768339768,569.5366795
{'Kombucha'},"{' Citrus', ' Organic Raw'}",0.72972973,569.5366795
{' Organic Raw'},{'Kombucha'},0.997938144,568.3623771
{'Kombucha'},{' Organic Raw'},0.934362934,568.3623771
{' Peas and Broccoli Puree Stage 1'},{'Organic Pears'},1,559.8102467
{'Organic Pears'},{' Peas and Broccoli Puree Stage 1'},0.895635674,559.8102467
{' Citrus'},{'Kombucha'},0.976744186,556.2916405
{'Kombucha'},{' Citrus'},0.72972973,556.2916405
{' No Sugar'},{'Uncured'},1,555.5932203
{'Uncured'},{' No Sugar'},1,555.5932203
{' No Sugar'},{' Hickory Smoked Bacon'},1,555.5932203
{' Hickory Smoked Bacon'},{' No Sugar'},1,555.5932203
{'Uncured'},{' Hickory Smoked Bacon'},1,555.5932203
{' Hickory Smoked Bacon'},{'Uncured'},1,555.5932203
{' No Sugar'},"{'Uncured', ' Hickory Smoked Bacon'}",1,555.5932203
{'Uncured'},"{' No Sugar', ' Hickory Smoked Bacon'}",1,555.5932203
{' Hickory Smoked Bacon'},"{' No Sugar', 'Uncured'}",1,555.5932203
"{' No Sugar', 'Uncured'}",{' Hickory Smoked Bacon'},1,555.5932203
"{' No Sugar', ' Hickory Smoked Bacon'}",{'Uncured'},1,555.5932203
"{'Uncured', ' Hickory Smoked Bacon'}",{' No Sugar'},1,555.5932203
{' Party Size'},{' Simply Naked'},0.927927928,551.9300349
{' Party Size'},"{'Pita Chips', ' Simply Naked'}",0.927927928,551.9300349
{' Simply Naked'},{' Party Size'},0.622983871,551.9300349
"{'Pita Chips', ' Simply Naked'}",{' Party Size'},0.622983871,551.9300349
{'Muffins'},{' Flax'},1,538.3576642
{' Flax'},{'Muffins'},1,538.3576642
{' Party Size'},{'Pita Chips'},0.927927928,536.7790143
{'Pita Chips'},{' Party Size'},0.605882353,536.7790143
{'Ginger Root Beer'},{' Naturally Flavored Zero Calorie Soda'},1,523.0851064
{'Ginger Root Beer'},"{' Naturally Flavored Zero Calorie Soda', ' Caffeine Free'}",1,523.0851064
"{' Caffeine Free', 'Ginger Root Beer'}",{' Naturally Flavored Zero Calorie Soda'},1,523.0851064
{' Naturally Flavored Zero Calorie Soda'},{'Ginger Root Beer'},0.744680851,523.0851064
{' Naturally Flavored Zero Calorie Soda'},"{' Caffeine Free', 'Ginger Root Beer'}",0.744680851,523.0851064
"{' Naturally Flavored Zero Calorie Soda', ' Caffeine Free'}",{'Ginger Root Beer'},0.744680851,523.0851064
"{' Kalamata', ' Pitted'}",{'Olives'},1,501.7346939
"{' Organic', ' Kalamata', ' Pitted'}",{'Olives'},1,501.7346939
{' Kalamata'},{'Olives'},1,501.7346939
"{' Organic', ' Kalamata'}",{'Olives'},1,501.7346939
{'Olives'},{' Kalamata'},0.765306122,501.7346939
{'Olives'},"{' Kalamata', ' Pitted'}",0.763605442,501.7346939
{'Olives'},"{' Organic', ' Kalamata', ' Pitted'}",0.763605442,501.7346939
{'Olives'},"{' Organic', ' Kalamata'}",0.763605442,501.7346939
"{' Roja', ' Hot'}",{'Salsa'},1,495
{' Roja'},{'Salsa'},1,495
{'Salsa'},"{' Roja', ' Hot'}",0.651006711,495
{'Salsa'},{' Roja'},0.651006711,495
{' Hope'},"{' Original Recipe', 'Hummus'}",1,490.0664452
"{' Original Recipe', 'Hummus'}",{' Hope'},1,490.0664452
{'Bathroom Tissue Softness & Strength'},{' Double Rolls'},1,486.8316832
{' Hope'},{' Original Recipe'},1,486.8316832
"{' Hope', 'Hummus'}",{' Original Recipe'},1,486.8316832
{' Original Recipe'},{' Hope'},0.99339934,486.8316832
{' Original Recipe'},"{' Hope', 'Hummus'}",0.99339934,486.8316832
{' Double Rolls'},{'Bathroom Tissue Softness & Strength'},0.521452145,486.8316832
"{' Organic', ' Pitted'}",{'Olives'},0.912601626,457.8838975
{'Olives'},"{' Organic', ' Pitted'}",0.763605442,457.8838975
{'Ginger Root Beer'},{' Caffeine Free'},1,455.9814529
"{' Naturally Flavored Zero Calorie Soda', 'Ginger Root Beer'}",{' Caffeine Free'},1,455.9814529
{' Naturally Flavored Zero Calorie Soda'},{' Caffeine Free'},1,455.9814529
{' Caffeine Free'},{' Naturally Flavored Zero Calorie Soda'},0.871715611,455.9814529
{' Caffeine Free'},{'Ginger Root Beer'},0.649149923,455.9814529
{' Caffeine Free'},"{' Naturally Flavored Zero Calorie Soda', 'Ginger Root Beer'}",0.649149923,455.9814529
{' Pitted'},{'Olives'},0.901606426,452.367224
{'Olives'},{' Pitted'},0.763605442,452.367224
{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins'},{' White'},1,411.4644351
"{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins', 'Select-A-Size Paper Towels'}",{' White'},1,411.4644351
{' White'},{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins'},0.555090656,411.4644351
{' White'},"{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins', 'Select-A-Size Paper Towels'}",0.555090656,411.4644351
{'Select-A-Size Paper Towels'},{' White'},0.974903475,401.1381076
{' White'},{'Select-A-Size Paper Towels'},0.70432357,401.1381076
{' Reduced Fat'},"{'Milk', ' 2% Milkfat'}",0.977511244,400.5352324
"{'Milk', ' 2% Milkfat'}",{' Reduced Fat'},0.905555556,400.5352324
{' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'},"{'Juice Beverage', ' Cold Pressed'}",1,391.2732095
"{'Juice Beverage', ' Cold Pressed'}",{' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'},1,391.2732095
{' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'},{' Cold Pressed'},1,390.2380952
"{'Juice Beverage', ' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'}",{' Cold Pressed'},1,390.2380952
{' Cold Pressed'},{' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'},0.997354497,390.2380952
{' Cold Pressed'},"{'Juice Beverage', ' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'}",0.997354497,390.2380952
{' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'},{'Juice Beverage'},1,388.1842105
"{' Cold Pressed', ' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'}",{'Juice Beverage'},1,388.1842105
{'Juice Beverage'},{' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'},0.992105263,388.1842105
{'Juice Beverage'},"{' Cold Pressed', ' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'}",0.992105263,388.1842105
{' Cold Pressed'},{'Juice Beverage'},0.997354497,387.1572682
{'Juice Beverage'},{' Cold Pressed'},0.992105263,387.1572682
{'Almondmilk Creamer'},{' Vanilla'},1,384.140625
{' Vanilla'},{'Almondmilk Creamer'},0.638020833,384.140625
{' Hot'},{'Salsa'},0.771317829,381.8023256
{'Salsa'},{' Hot'},0.667785235,381.8023256
{' Hope'},{'Hummus'},1,367.8553616
"{' Original Recipe', ' Hope'}",{'Hummus'},1,367.8553616
{'Hummus'},{' Hope'},0.750623441,367.8553616
{'Hummus'},"{' Original Recipe', ' Hope'}",0.750623441,367.8553616
{'Crispy Wheat'},{' Crackers'},1,366.0297767
{' Crackers'},{'Crispy Wheat'},1,366.0297767
{' Original Recipe'},{'Hummus'},0.99339934,365.4272734
{'Hummus'},{' Original Recipe'},0.750623441,365.4272734
{' Italian (Flat)'},"{'Parsley', ' New England Grown'}",1,338.3256881
"{'Parsley', ' New England Grown'}",{' Italian (Flat)'},0.997706422,338.3256881
{' Italian (Flat)'},{' New England Grown'},1,320.673913
"{'Parsley', ' Italian (Flat)'}",{' New England Grown'},1,320.673913
{' New England Grown'},{' Italian (Flat)'},0.945652174,320.673913
{' New England Grown'},"{'Parsley', ' Italian (Flat)'}",0.945652174,320.673913
{' Whole Peeled'},{'Tomatoes'},1,319.631636
{'Tomatoes'},{' Whole Peeled'},0.794149512,319.631636
{' Americano'},{'Prosciutto'},1,307.632951
{'Prosciutto'},{' Americano'},0.478623566,307.632951
{'Sweeet Potato'},{' Apple'},1,299.5126904
"{'Sweeet Potato', ' Carrot & Cinnamon Organic Superfoods'}",{' Apple'},1,299.5126904
{' Carrot & Cinnamon Organic Superfoods'},{' Apple'},1,299.5126904
{' Apple'},{'Sweeet Potato'},0.353299492,299.5126904
{' Apple'},"{'Sweeet Potato', ' Carrot & Cinnamon Organic Superfoods'}",0.353299492,299.5126904
{' Apple'},{' Carrot & Cinnamon Organic Superfoods'},0.353299492,299.5126904
{' Jersey Sweet Onion'},{' Calorie Free'},1,280.7040913
{' Calorie Free'},{' Jersey Sweet Onion'},1,280.7040913
{' Jersey Sweet Onion'},"{' Calorie Free', 'Dressing'}",1,280.7040913
{' Calorie Free'},"{' Jersey Sweet Onion', 'Dressing'}",1,280.7040913
"{' Jersey Sweet Onion', 'Dressing'}",{' Calorie Free'},1,280.7040913
"{' Calorie Free', 'Dressing'}",{' Jersey Sweet Onion'},1,280.7040913
{' Jersey Sweet Onion'},{'Dressing'},1,279.375
{' Calorie Free'},{'Dressing'},1,279.375
"{' Jersey Sweet Onion', ' Calorie Free'}",{'Dressing'},1,279.375
{'Dressing'},{' Jersey Sweet Onion'},0.995265152,279.375
{'Dressing'},{' Calorie Free'},0.995265152,279.375
{'Dressing'},"{' Jersey Sweet Onion', ' Calorie Free'}",0.995265152,279.375
"{'Tortilla Chips', ' Red Hot Blues'}",{' Corn'},1,264.8294434
{' Red Hot Blues'},{' Corn'},1,264.8294434
{' Corn'},"{'Tortilla Chips', ' Red Hot Blues'}",0.288150808,264.8294434
{' Corn'},{' Red Hot Blues'},0.288150808,264.8294434
{' Strained Low-Fat'},"{' Coconut', 'Yogurt'}",1,263.881932
"{' Coconut', 'Yogurt'}",{' Strained Low-Fat'},1,263.881932
{'  Apricot & Banana Stage 2 Baby Food'},{'Peach'},1,263.4107143
{'Peach'},{'  Apricot & Banana Stage 2 Baby Food'},0.46875,263.4107143
{' Strained Low-Fat'},{' Coconut'},1,260.1587302
"{' Strained Low-Fat', 'Yogurt'}",{' Coconut'},1,260.1587302
{' Coconut'},{' Strained Low-Fat'},0.985890653,260.1587302
{' Coconut'},"{' Strained Low-Fat', 'Yogurt'}",0.985890653,260.1587302
"{'Tortillas', ' Organic'}",{' Corn'},0.964689266,255.4781213
{' Corn'},"{'Tortillas', ' Organic'}",0.613105925,255.4781213
"{' Strawberry', 'Yogurt'}",{' Lowfat'},0.895941727,246.3380507
{' Lowfat'},"{' Strawberry', 'Yogurt'}",0.802423113,246.3380507
{' Red Hot Blues'},{'Tortilla Chips'},1,223.8391502
"{' Red Hot Blues', ' Corn'}",{'Tortilla Chips'},1,223.8391502
"{' Mexican Kitchen Style', ' Salted'}",{'Tortilla Chips'},1,223.8391502
{' Mexican Kitchen Style'},{'Tortilla Chips'},1,223.8391502
"{' Jalapeno Lime', ' Clasico'}",{'Tortilla Chips'},1,223.8391502
{' Jalapeno Lime'},{'Tortilla Chips'},1,223.8391502
{' Clasico'},{'Tortilla Chips'},1,223.8391502
{'Tortilla Chips'},{' Clasico'},0.367981791,223.8391502
{'Tortilla Chips'},"{' Jalapeno Lime', ' Clasico'}",0.314112291,223.8391502
{'Tortilla Chips'},{' Jalapeno Lime'},0.314112291,223.8391502
{'Tortilla Chips'},"{' Mexican Kitchen Style', ' Salted'}",0.311836115,223.8391502
{'Tortilla Chips'},{' Mexican Kitchen Style'},0.311836115,223.8391502
{'Tortilla Chips'},{' Red Hot Blues'},0.243550835,223.8391502
{'Tortilla Chips'},"{' Red Hot Blues', ' Corn'}",0.243550835,223.8391502
{' Salted'},{'Tortilla Chips'},0.992753623,222.2171274
{'Tortilla Chips'},{' Salted'},0.311836115,222.2171274
"{'Deli Fresh Honey Ham', ' 97% Fat Free'}",{' Gluten Free'},1,216.1318681
{'Deli Fresh Honey Ham'},{' Gluten Free'},1,216.1318681
{' Gluten Free'},"{'Deli Fresh Honey Ham', ' 97% Fat Free'}",0.23003663,216.1318681
{' Gluten Free'},{'Deli Fresh Honey Ham'},0.23003663,216.1318681
{' 98% Fat Free'},{' Gluten Free'},0.987745098,213.4831933
{' Gluten Free'},{' 98% Fat Free'},0.295238095,213.4831933
{' Italian (Flat)'},{'Parsley'},1,209.9786477
"{' Italian (Flat)', ' New England Grown'}",{'Parsley'},1,209.9786477
{'Parsley'},{' Italian (Flat)'},0.619217082,209.9786477
{'Parsley'},"{' Italian (Flat)', ' New England Grown'}",0.619217082,209.9786477
{'Organic Butterhead (Boston'},{' Bibb) Lettuce'},1,208.3474576
{'Organic Butterhead (Boston'},"{' Bibb) Lettuce', ' Butter'}",1,208.3474576
"{'Organic Butterhead (Boston', ' Butter'}",{' Bibb) Lettuce'},1,208.3474576
{' Bibb) Lettuce'},{'Organic Butterhead (Boston'},0.951977401,208.3474576
{' Bibb) Lettuce'},"{'Organic Butterhead (Boston', ' Butter'}",0.951977401,208.3474576
"{' Bibb) Lettuce', ' Butter'}",{'Organic Butterhead (Boston'},0.951977401,208.3474576
"{' Grade A', 'Banana'}",{'Cage Free Brown Eggs-Large'},1,207.9069767
{'Cage Free Brown Eggs-Large'},"{' Grade A', 'Banana'}",0.307963354,207.9069767
"{'Cage Free Brown Eggs-Large', 'Banana'}",{' Grade A'},1,207.7605634
{'Cage Free Brown Eggs-Large'},{' Grade A'},1,207.7605634
{' Grade A'},{'Cage Free Brown Eggs-Large'},0.999295775,207.7605634
{' Grade A'},"{'Cage Free Brown Eggs-Large', 'Banana'}",0.307746479,207.7605634
{' 97% Fat Free'},{' Gluten Free'},0.955607477,206.5372291
{' Gluten Free'},{' 97% Fat Free'},0.2996337,206.5372291
{'Organic Butterhead (Boston'},{' Butter'},1,201.2414734
"{'Organic Butterhead (Boston', ' Bibb) Lettuce'}",{' Butter'},1,201.2414734
{' Bibb) Lettuce'},{' Butter'},1,201.2414734
{' Butter'},{' Bibb) Lettuce'},0.965893588,201.2414734
{' Butter'},{'Organic Butterhead (Boston'},0.919508868,201.2414734
{' Butter'},"{'Organic Butterhead (Boston', ' Bibb) Lettuce'}",0.919508868,201.2414734
"{' Organic', 'Yogurt'}",{' Lowfat'},0.731012658,200.9910107
{' Lowfat'},"{' Organic', 'Yogurt'}",0.21528425,200.9910107
{' New England Grown'},{'Parsley'},0.947826087,199.02324
{'Parsley'},{' New England Grown'},0.620640569,199.02324
"{' 2% Milkfat', 'Organic Strawberries'}",{'Organic Milk Reduced Fat'},0.804347826,197.9138412
{'Organic Milk Reduced Fat'},"{' 2% Milkfat', 'Organic Strawberries'}",0.246872394,197.9138412
"{' 2% Milkfat', 'Bag of Organic Bananas'}",{'Organic Milk Reduced Fat'},0.781609195,192.3188864
{'Organic Milk Reduced Fat'},"{' 2% Milkfat', 'Bag of Organic Bananas'}",0.283569641,192.3188864
{' Wheat Free'},{'Tortillas'},1,191.6959064
"{' Sprouted Corn', ' Wheat Free'}",{'Tortillas'},1,191.6959064
{' Sprouted Corn'},{'Tortillas'},1,191.6959064
{'Tortillas'},{' Wheat Free'},0.237816764,191.6959064
{'Tortillas'},"{' Sprouted Corn', ' Wheat Free'}",0.237816764,191.6959064
{'Tortillas'},{' Sprouted Corn'},0.237816764,191.6959064
{' Brown Rice'},{'Tortillas'},0.978632479,187.5998401
{'Tortillas'},{' Brown Rice'},0.297595841,187.5998401
"{' Organic', ' Corn'}",{'Tortillas'},0.975714286,187.0404344
{'Tortillas'},"{' Organic', ' Corn'}",0.443794672,187.0404344
"{'Super Spinach! Baby Spinach', 'Banana'}",{' Baby Bok Choy'},1,172.3247664
"{' Baby Bok Choy', 'Banana'}",{'Super Spinach! Baby Spinach'},1,172.3247664
{'Super Spinach! Baby Spinach'},{' Baby Bok Choy'},1,172.3247664
{' Baby Bok Choy'},{'Super Spinach! Baby Spinach'},1,172.3247664
"{'Super Spinach! Baby Spinach', 'Banana'}",{' Sweet Baby Kale'},1,172.3247664
"{' Sweet Baby Kale', 'Banana'}",{'Super Spinach! Baby Spinach'},1,172.3247664
"{' Baby Bok Choy', 'Banana'}",{' Sweet Baby Kale'},1,172.3247664
"{' Sweet Baby Kale', 'Banana'}",{' Baby Bok Choy'},1,172.3247664
"{'Super Spinach! Baby Spinach', 'Banana'}","{' Baby Bok Choy', ' Sweet Baby Kale'}",1,172.3247664
"{' Baby Bok Choy', 'Banana'}","{'Super Spinach! Baby Spinach', ' Sweet Baby Kale'}",1,172.3247664
"{' Sweet Baby Kale', 'Banana'}","{'Super Spinach! Baby Spinach', ' Baby Bok Choy'}",1,172.3247664
"{'Super Spinach! Baby Spinach', ' Baby Bok Choy', 'Banana'}",{' Sweet Baby Kale'},1,172.3247664
