Antecedent,Consequent,Confidence,Lift
{'Wild Non-Pareil Capers'},{' Sunkissed in the Mediterranean'},1,915.6839827
{' Sunkissed in the Mediterranean'},{'Wild Non-Pareil Capers'},1,915.6839827
"{' Organic', ' Pitted'}","{'Olives', ' Kalamata'}",0.927038627,907.8240343
"{' Organic', ' Pitted'}",{' Kalamata'},0.927038627,907.8240343
"{'Olives', ' Kalamata'}","{' Organic', ' Pitted'}",1,907.8240343
{' Kalamata'},"{' Organic', ' Pitted'}",1,907.8240343
{' Kalamata'},{' Pitted'},1,874.0619835
"{'Olives', ' Kalamata'}",{' Pitted'},1,874.0619835
"{' Organic', 'Olives', ' Kalamata'}",{' Pitted'},1,874.0619835
"{' Organic', ' Kalamata'}",{' Pitted'},1,874.0619835
{' Pitted'},{' Kalamata'},0.892561983,874.0619835
{' Pitted'},"{'Olives', ' Kalamata'}",0.892561983,874.0619835
{' Pitted'},"{' Organic', 'Olives', ' Kalamata'}",0.892561983,874.0619835
{' Pitted'},"{' Organic', ' Kalamata'}",0.892561983,874.0619835
"{' Organic', 'Olives'}",{' Pitted'},0.990825688,866.0430662
{' Pitted'},"{' Organic', 'Olives'}",0.892561983,866.0430662
{'Country Stand Juice'},{' Medium Pulp'},1,849.4899598
{' Medium Pulp'},{'Country Stand Juice'},1,849.4899598
{' Deliciously Hydrating Watermelon Water'},{'Cold-pressed'},1,842.7211155
{'Cold-pressed'},{' Deliciously Hydrating Watermelon Water'},1,842.7211155
"{' Kalamata', ' Pitted'}",{'Olives'},1,826.2617188
"{' Organic', ' Kalamata', ' Pitted'}",{'Olives'},1,826.2617188
{' Kalamata'},{'Olives'},1,826.2617188
"{' Organic', ' Kalamata'}",{'Olives'},1,826.2617188
{'Olives'},"{' Kalamata', ' Pitted'}",0.84375,826.2617188
{'Olives'},"{' Organic', ' Kalamata', ' Pitted'}",0.84375,826.2617188
{'Olives'},{' Kalamata'},0.84375,826.2617188
{'Olives'},"{' Organic', ' Kalamata'}",0.84375,826.2617188
{' Roja'},"{' Hot', 'Salsa'}",1,807.3396947
"{' Hot', 'Salsa'}",{' Roja'},0.969465649,807.3396947
{' No Sugar'},{'Uncured'},1,789.2649254
{'Uncured'},{' No Sugar'},1,789.2649254
{' No Sugar'},{' Hickory Smoked Bacon'},1,789.2649254
{' Hickory Smoked Bacon'},{' No Sugar'},1,789.2649254
{'Uncured'},{' Hickory Smoked Bacon'},1,789.2649254
{' Hickory Smoked Bacon'},{'Uncured'},1,789.2649254
{' No Sugar'},"{'Uncured', ' Hickory Smoked Bacon'}",1,789.2649254
{'Uncured'},"{' No Sugar', ' Hickory Smoked Bacon'}",1,789.2649254
{' Hickory Smoked Bacon'},"{' No Sugar', 'Uncured'}",1,789.2649254
"{' No Sugar', 'Uncured'}",{' Hickory Smoked Bacon'},1,789.2649254
"{' No Sugar', ' Hickory Smoked Bacon'}",{'Uncured'},1,789.2649254
"{'Uncured', ' Hickory Smoked Bacon'}",{' No Sugar'},1,789.2649254
{'Ginger Root Beer'},{' Naturally Flavored Zero Calorie Soda'},1,786.330855
{'Ginger Root Beer'},"{' Naturally Flavored Zero Calorie Soda', ' Caffeine Free'}",1,786.330855
"{' Caffeine Free', 'Ginger Root Beer'}",{' Naturally Flavored Zero Calorie Soda'},1,786.330855
{' Naturally Flavored Zero Calorie Soda'},{'Ginger Root Beer'},0.799256506,786.330855
{' Naturally Flavored Zero Calorie Soda'},"{' Caffeine Free', 'Ginger Root Beer'}",0.799256506,786.330855
"{' Naturally Flavored Zero Calorie Soda', ' Caffeine Free'}",{'Ginger Root Beer'},0.799256506,786.330855
"{' Organic', ' Pitted'}",{'Olives'},0.927038627,765.976529
{'Olives'},"{' Organic', ' Pitted'}",0.84375,765.976529
{' Pitted'},{'Olives'},0.892561983,737.4897986
{'Olives'},{' Pitted'},0.84375,737.4897986
{'Deli Fresh Honey Ham'},"{' Gluten Free', ' 97% Fat Free'}",1,709.8087248
"{' Gluten Free', ' 97% Fat Free'}",{'Deli Fresh Honey Ham'},0.802013423,709.8087248
{' Chocolate Chip Walnut'},{'Cookies'},1,705.0766667
{'Cookies'},{' Chocolate Chip Walnut'},0.783333333,705.0766667
{'Deli Fresh Honey Ham'},{' 97% Fat Free'},1,689
"{' Gluten Free', 'Deli Fresh Honey Ham'}",{' 97% Fat Free'},1,689
{' 97% Fat Free'},{'Deli Fresh Honey Ham'},0.778501629,689
{' 97% Fat Free'},"{' Gluten Free', 'Deli Fresh Honey Ham'}",0.778501629,689
{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins'},"{' White', 'Select-A-Size Paper Towels'}",1,677.9583333
"{' White', 'Select-A-Size Paper Towels'}",{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins'},0.746794872,677.9583333
{' Roja'},{' Hot'},1,650.84
"{' Roja', 'Salsa'}",{' Hot'},1,650.84
{' Hot'},{' Roja'},0.781538462,650.84
{' Hot'},"{' Roja', 'Salsa'}",0.781538462,650.84
{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins'},{'Select-A-Size Paper Towels'},1,648.8435583
"{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins', ' White'}",{'Select-A-Size Paper Towels'},1,648.8435583
{'Select-A-Size Paper Towels'},{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins'},0.714723926,648.8435583
{'Select-A-Size Paper Towels'},"{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins', ' White'}",0.714723926,648.8435583
{' Toffee & Almonds in Milk Chocolate'},{'Bar'},1,639.0422961
{'Bar'},{' Toffee & Almonds in Milk Chocolate'},1,639.0422961
{'Happy Baby Spinach'},{' and Pear Baby Food'},1,616.6851312
{' and Pear Baby Food'},{'Happy Baby Spinach'},1,616.6851312
{'Happy Baby Spinach'},"{' Mango', ' and Pear Baby Food'}",1,616.6851312
{' and Pear Baby Food'},"{'Happy Baby Spinach', ' Mango'}",1,616.6851312
"{'Happy Baby Spinach', ' Mango'}",{' and Pear Baby Food'},1,616.6851312
"{' Mango', ' and Pear Baby Food'}",{'Happy Baby Spinach'},1,616.6851312
{'Muffins'},{' Flax'},1,613.1101449
{' Flax'},{'Muffins'},1,613.1101449
{'Happy Baby Spinach'},{' Mango'},1,594.1657303
{' and Pear Baby Food'},{' Mango'},1,594.1657303
"{'Happy Baby Spinach', ' and Pear Baby Food'}",{' Mango'},1,594.1657303
{' Mango'},{'Happy Baby Spinach'},0.963483146,594.1657303
{' Mango'},{' and Pear Baby Food'},0.963483146,594.1657303
{' Mango'},"{'Happy Baby Spinach', ' and Pear Baby Food'}",0.963483146,594.1657303
"{' Naturally Flavored Zero Calorie Soda', 'Ginger Root Beer'}",{' Caffeine Free'},1,564.0613333
{'Ginger Root Beer'},{' Caffeine Free'},1,564.0613333
{' Naturally Flavored Zero Calorie Soda'},{' Caffeine Free'},1,564.0613333
{' Caffeine Free'},{' Naturally Flavored Zero Calorie Soda'},0.717333333,564.0613333
{' Caffeine Free'},"{' Naturally Flavored Zero Calorie Soda', 'Ginger Root Beer'}",0.573333333,564.0613333
{' Caffeine Free'},{'Ginger Root Beer'},0.573333333,564.0613333
"{' Roja', ' Hot'}",{'Salsa'},1,561.0689655
{' Roja'},{'Salsa'},1,561.0689655
{' Jalapeno Lime'},{' Clasico'},1,561.0689655
{' Jalapeno Lime'},"{'Tortilla Chips', ' Clasico'}",1,561.0689655
"{'Tortilla Chips', ' Jalapeno Lime'}",{' Clasico'},1,561.0689655
{' Clasico'},{' Jalapeno Lime'},0.846153846,561.0689655
{' Clasico'},"{'Tortilla Chips', ' Jalapeno Lime'}",0.846153846,561.0689655
"{'Tortilla Chips', ' Clasico'}",{' Jalapeno Lime'},0.846153846,561.0689655
{'Salsa'},"{' Roja', ' Hot'}",0.673740053,561.0689655
{'Salsa'},{' Roja'},0.673740053,561.0689655
{' Peas and Broccoli Puree Stage 1'},{'Organic Pears'},1,523.5717822
{'Organic Pears'},{' Peas and Broccoli Puree Stage 1'},0.923267327,523.5717822
{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins'},{' White'},1,517.1711491
"{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins', 'Select-A-Size Paper Towels'}",{' White'},1,517.1711491
{' White'},{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins'},0.569682152,517.1711491
{' White'},"{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins', 'Select-A-Size Paper Towels'}",0.569682152,517.1711491
{' Whole Peeled'},{'Tomatoes'},1,513.4053398
{'Tomatoes'},{' Whole Peeled'},0.822815534,513.4053398
{'Select-A-Size Paper Towels'},{' White'},0.957055215,494.9613452
{' White'},{'Select-A-Size Paper Towels'},0.762836186,494.9613452
{'Baked Rice and Corn Puffs'},{' Aged White Cheddar'},1,488.5057737
{' Hope'},"{' Original Recipe', 'Hummus'}",1,488.5057737
"{' Original Recipe', 'Hummus'}",{' Hope'},1,488.5057737
{' Aged White Cheddar'},{'Baked Rice and Corn Puffs'},0.898383372,488.5057737
{' Hope'},{' Original Recipe'},1,487.3801843
"{' Hope', 'Hummus'}",{' Original Recipe'},1,487.3801843
{' Original Recipe'},{' Hope'},0.997695853,487.3801843
{' Original Recipe'},"{' Hope', 'Hummus'}",0.997695853,487.3801843
{' Hot'},{'Salsa'},0.806153846,452.3079045
{'Salsa'},{' Hot'},0.694960212,452.3079045
{' Jersey Sweet Onion'},{' Calorie Free'},1,443.4444444
{' Calorie Free'},{' Jersey Sweet Onion'},1,443.4444444
{' Jersey Sweet Onion'},"{' Calorie Free', 'Dressing'}",1,443.4444444
{' Calorie Free'},"{' Jersey Sweet Onion', 'Dressing'}",1,443.4444444
"{' Jersey Sweet Onion', 'Dressing'}",{' Calorie Free'},1,443.4444444
"{' Calorie Free', 'Dressing'}",{' Jersey Sweet Onion'},1,443.4444444
{' Jersey Sweet Onion'},{'Dressing'},1,442.5167364
{' Calorie Free'},{'Dressing'},1,442.5167364
"{' Jersey Sweet Onion', ' Calorie Free'}",{'Dressing'},1,442.5167364
{'Dressing'},{' Jersey Sweet Onion'},0.99790795,442.5167364
{'Dressing'},{' Calorie Free'},0.99790795,442.5167364
{'Dressing'},"{' Jersey Sweet Onion', ' Calorie Free'}",0.99790795,442.5167364
"{' Party Size', 'Pita Chips'}",{' Simply Naked'},1,423.046
{' Simply Naked'},"{' Party Size', 'Pita Chips'}",0.64,423.046
"{' Party Size', ' Simply Naked'}",{'Pita Chips'},1,411.5233463
{' Simply Naked'},{'Pita Chips'},1,411.5233463
{'Pita Chips'},{' Simply Naked'},0.972762646,411.5233463
{'Pita Chips'},"{' Party Size', ' Simply Naked'}",0.622568093,411.5233463
{' Italian (Flat)'},"{'Parsley', ' New England Grown'}",1,407.5587669
"{'Parsley', ' New England Grown'}",{' Italian (Flat)'},1,407.5587669
"{' Citrus', 'Kombucha'}",{' Organic Raw'},1,405.9942418
{' Organic Raw'},"{' Citrus', 'Kombucha'}",0.829174664,405.9942418
{' Citrus'},{' Organic Raw'},0.997690531,405.0566108
{' Citrus'},"{' Organic Raw', 'Kombucha'}",0.997690531,405.0566108
{' Organic Raw'},{' Citrus'},0.829174664,405.0566108
"{' Organic Raw', 'Kombucha'}",{' Citrus'},0.829174664,405.0566108
"{'Organic Raw Kombucha Gingerade', 'Kombucha'}",{' Organic Raw'},0.98989899,401.8932899
{' Organic Raw'},"{'Organic Raw Kombucha Gingerade', 'Kombucha'}",0.376199616,401.8932899
{' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'},"{'Juice Beverage', ' Cold Pressed'}",1,400.6117424
"{'Juice Beverage', ' Cold Pressed'}",{' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'},1,400.6117424
{' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'},{'Juice Beverage'},1,399.8544423
"{' Cold Pressed', ' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'}",{'Juice Beverage'},1,399.8544423
{'Juice Beverage'},{' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'},0.998109641,399.8544423
{'Juice Beverage'},"{' Cold Pressed', ' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'}",0.998109641,399.8544423
{'Crispy Wheat'},{' Crackers'},1,399.1
{' Crackers'},{'Crispy Wheat'},1,399.1
{' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'},{' Cold Pressed'},1,398.3483992
"{'Juice Beverage', ' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'}",{' Cold Pressed'},1,398.3483992
{' Cold Pressed'},{' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'},0.994350282,398.3483992
{' Cold Pressed'},"{'Juice Beverage', ' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'}",0.994350282,398.3483992
{'Juice Beverage'},{' Cold Pressed'},0.998109641,397.5953777
{' Cold Pressed'},{'Juice Beverage'},0.994350282,397.5953777
{' Americano'},{'Prosciutto'},1,396.1104869
{'Prosciutto'},{' Americano'},0.451310861,396.1104869
"{' Citrus', ' Organic Raw'}",{'Kombucha'},1,389.5451197
{' Italian (Flat)'},{' New England Grown'},1,389.5451197
"{'Parsley', ' Italian (Flat)'}",{' New England Grown'},1,389.5451197
"{'Organic Raw Kombucha Gingerade', ' Organic Raw'}",{'Kombucha'},1,389.5451197
{' Organic Raw'},{'Kombucha'},1,389.5451197
{'Kombucha'},{' Organic Raw'},0.959484346,389.5451197
{' New England Grown'},{' Italian (Flat)'},0.955801105,389.5451197
{' New England Grown'},"{'Parsley', ' Italian (Flat)'}",0.955801105,389.5451197
{'Kombucha'},"{' Citrus', ' Organic Raw'}",0.79558011,389.5451197
{'Kombucha'},"{'Organic Raw Kombucha Gingerade', ' Organic Raw'}",0.360957643,389.5451197
{' Citrus'},{'Kombucha'},0.997690531,388.6454774
{'Kombucha'},{' Citrus'},0.79558011,388.6454774
{' Party Size'},{' Simply Naked'},0.886426593,374.9992244
{' Party Size'},"{'Pita Chips', ' Simply Naked'}",0.886426593,374.9992244
{' Simply Naked'},{' Party Size'},0.64,374.9992244
"{'Pita Chips', ' Simply Naked'}",{' Party Size'},0.64,374.9992244
{' Party Size'},{'Pita Chips'},0.886426593,364.7852377
{'Pita Chips'},{' Party Size'},0.622568093,364.7852377
{'Almondmilk Creamer'},{' Vanilla'},1,330.5046875
{' Vanilla'},{'Almondmilk Creamer'},0.7109375,330.5046875
"{' Original Recipe', ' Hope'}",{'Hummus'},1,324.9201229
{' Hope'},{'Hummus'},1,324.9201229
{'Cage Free Brown Eggs-Large'},{' Grade A'},1,324.9201229
{' Grade A'},{'Cage Free Brown Eggs-Large'},0.995391705,324.9201229
{'Hummus'},"{' Original Recipe', ' Hope'}",0.665130568,324.9201229
{'Hummus'},{' Hope'},0.665130568,324.9201229
{' Original Recipe'},{'Hummus'},0.997695853,324.171459
{'Hummus'},{' Original Recipe'},0.665130568,324.171459
"{'Tortillas', ' Organic'}",{' Corn'},0.963855422,315.1121953
{' Corn'},"{'Tortillas', ' Organic'}",0.618238022,315.1121953
{'Sweeet Potato'},{' Apple'},1,312.9038462
"{'Sweeet Potato', ' Carrot & Cinnamon Organic Superfoods'}",{' Apple'},1,312.9038462
{' Carrot & Cinnamon Organic Superfoods'},{' Apple'},1,312.9038462
{' Apple'},{'Sweeet Potato'},0.323964497,312.9038462
{' Apple'},"{'Sweeet Potato', ' Carrot & Cinnamon Organic Superfoods'}",0.323964497,312.9038462
{' Apple'},{' Carrot & Cinnamon Organic Superfoods'},0.323964497,312.9038462
"{' Organic', ' Strawberry', 'Yogurt'}",{' Lowfat'},0.934579439,274.1817569
"{' Organic', ' Strawberry', 'Yogurt'}",{' Lowfat'},0.934579439,274.1817569
{' Lowfat'},"{' Organic', ' Strawberry', 'Yogurt'}",0.138696255,274.1817569
{' Lowfat'},"{' Organic', ' Strawberry', 'Yogurt'}",0.138696255,274.1817569
{'Organic Butterhead (Boston'},{' Bibb) Lettuce'},1,272.9329032
{'Organic Butterhead (Boston'},"{' Bibb) Lettuce', ' Butter'}",1,272.9329032
"{'Organic Butterhead (Boston', ' Butter'}",{' Bibb) Lettuce'},1,272.9329032
{' Bibb) Lettuce'},{'Organic Butterhead (Boston'},0.953548387,272.9329032
{' Bibb) Lettuce'},"{'Organic Butterhead (Boston', ' Butter'}",0.953548387,272.9329032
"{' Bibb) Lettuce', ' Butter'}",{'Organic Butterhead (Boston'},0.953548387,272.9329032
{' Reduced Fat'},"{'Milk', ' 2% Milkfat'}",0.983727811,270.586551
"{'Milk', ' 2% Milkfat'}",{' Reduced Fat'},0.864759428,270.586551
{' Lowfat'},"{' Strawberry', 'Yogurt'}",0.818307906,265.070357
"{' Strawberry', 'Yogurt'}",{' Lowfat'},0.903522205,265.070357
{'Organic Butterhead (Boston'},{' Butter'},1,265.066416
"{'Organic Butterhead (Boston', ' Bibb) Lettuce'}",{' Butter'},1,265.066416
{' Bibb) Lettuce'},{' Butter'},1,265.066416
{' Butter'},{' Bibb) Lettuce'},0.971177945,265.066416
{' Butter'},{'Organic Butterhead (Boston'},0.926065163,265.066416
{' Butter'},"{'Organic Butterhead (Boston', ' Bibb) Lettuce'}",0.926065163,265.066416
"{' Italian (Flat)', ' New England Grown'}",{'Parsley'},1,259.8562654
{' Italian (Flat)'},{'Parsley'},1,259.8562654
{'Parsley'},"{' Italian (Flat)', ' New England Grown'}",0.637592138,259.8562654
{'Parsley'},{' Italian (Flat)'},0.637592138,259.8562654
"{' Jalapeno Lime', ' Clasico'}",{'Tortilla Chips'},1,257.6406821
{' Jalapeno Lime'},{'Tortilla Chips'},1,257.6406821
{' Clasico'},{'Tortilla Chips'},1,257.6406821
{'Tortilla Chips'},{' Clasico'},0.459196102,257.6406821
{'Tortilla Chips'},"{' Jalapeno Lime', ' Clasico'}",0.388550548,257.6406821
{'Tortilla Chips'},{' Jalapeno Lime'},0.388550548,257.6406821
{' New England Grown'},{'Parsley'},0.955801105,248.3709056
{'Parsley'},{' New England Grown'},0.637592138,248.3709056
{' Brown Rice'},{'Tortillas'},0.983673469,248.2930349
{'Tortillas'},{' Brown Rice'},0.287589499,248.2930349
"{' Organic', ' Corn'}",{'Tortillas'},0.975609756,246.2576401
{'Tortillas'},"{' Organic', ' Corn'}",0.477326969,246.2576401
{'  Apricot & Banana Stage 2 Baby Food'},{'Peach'},1,236.0747768
{'Peach'},{'  Apricot & Banana Stage 2 Baby Food'},0.420758929,236.0747768
"{'Deli Fresh Honey Ham', ' 97% Fat Free'}",{' Gluten Free'},1,229.1690141
{'Deli Fresh Honey Ham'},{' Gluten Free'},1,229.1690141
{' Gluten Free'},"{'Deli Fresh Honey Ham', ' 97% Fat Free'}",0.258938245,229.1690141
{' Gluten Free'},{'Deli Fresh Honey Ham'},0.258938245,229.1690141
{' 98% Fat Free'},{' Gluten Free'},0.982683983,225.2007195
{' Gluten Free'},{' 98% Fat Free'},0.245937161,225.2007195
{' 97% Fat Free'},{' Gluten Free'},0.970684039,222.4507042
{' Gluten Free'},{' 97% Fat Free'},0.322860238,222.4507042
"{'Super Spinach! Baby Spinach', 'Banana'}",{' Baby Bok Choy'},1,209.2215628
"{' Baby Bok Choy', 'Banana'}",{'Super Spinach! Baby Spinach'},1,209.2215628
{'Super Spinach! Baby Spinach'},{' Baby Bok Choy'},1,209.2215628
{' Baby Bok Choy'},{'Super Spinach! Baby Spinach'},1,209.2215628
"{'Super Spinach! Baby Spinach', 'Banana'}",{' Sweet Baby Kale'},1,209.2215628
"{' Sweet Baby Kale', 'Banana'}",{'Super Spinach! Baby Spinach'},1,209.2215628
"{' Baby Bok Choy', 'Banana'}",{' Sweet Baby Kale'},1,209.2215628
"{' Sweet Baby Kale', 'Banana'}",{' Baby Bok Choy'},1,209.2215628
"{'Super Spinach! Baby Spinach', 'Banana'}","{' Baby Bok Choy', ' Sweet Baby Kale'}",1,209.2215628
"{' Baby Bok Choy', 'Banana'}","{'Super Spinach! Baby Spinach', ' Sweet Baby Kale'}",1,209.2215628
"{' Sweet Baby Kale', 'Banana'}","{'Super Spinach! Baby Spinach', ' Baby Bok Choy'}",1,209.2215628
"{'Super Spinach! Baby Spinach', ' Baby Bok Choy', 'Banana'}",{' Sweet Baby Kale'},1,209.2215628
"{'Super Spinach! Baby Spinach', ' Sweet Baby Kale', 'Banana'}",{' Baby Bok Choy'},1,209.2215628
"{' Baby Bok Choy', ' Sweet Baby Kale', 'Banana'}",{'Super Spinach! Baby Spinach'},1,209.2215628
{' Baby Bok Choy'},{' Sweet Baby Kale'},1,209.2215628
{' Sweet Baby Kale'},{' Baby Bok Choy'},1,209.2215628
{'Super Spinach! Baby Spinach'},{' Sweet Baby Kale'},1,209.2215628
{' Sweet Baby Kale'},{'Super Spinach! Baby Spinach'},1,209.2215628
{'Super Spinach! Baby Spinach'},"{' Baby Bok Choy', ' Sweet Baby Kale'}",1,209.2215628
{' Baby Bok Choy'},"{'Super Spinach! Baby Spinach', ' Sweet Baby Kale'}",1,209.2215628
{' Sweet Baby Kale'},"{'Super Spinach! Baby Spinach', ' Baby Bok Choy'}",1,209.2215628
"{'Super Spinach! Baby Spinach', ' Baby Bok Choy'}",{' Sweet Baby Kale'},1,209.2215628
"{'Super Spinach! Baby Spinach', ' Sweet Baby Kale'}",{' Baby Bok Choy'},1,209.2215628
"{' Baby Bok Choy', ' Sweet Baby Kale'}",{'Super Spinach! Baby Spinach'},1,209.2215628
{'Super Spinach! Baby Spinach'},"{' Baby Bok Choy', 'Banana'}",0.263105836,209.2215628
{' Baby Bok Choy'},"{'Super Spinach! Baby Spinach', 'Banana'}",0.263105836,209.2215628
{'Super Spinach! Baby Spinach'},"{' Sweet Baby Kale', 'Banana'}",0.263105836,209.2215628
{' Sweet Baby Kale'},"{'Super Spinach! Baby Spinach', 'Banana'}",0.263105836,209.2215628
{' Baby Bok Choy'},"{' Sweet Baby Kale', 'Banana'}",0.263105836,209.2215628
{' Sweet Baby Kale'},"{' Baby Bok Choy', 'Banana'}",0.263105836,209.2215628
{'Super Spinach! Baby Spinach'},"{' Baby Bok Choy', ' Sweet Baby Kale', 'Banana'}",0.263105836,209.2215628
{' Baby Bok Choy'},"{'Super Spinach! Baby Spinach', ' Sweet Baby Kale', 'Banana'}",0.263105836,209.2215628
{' Sweet Baby Kale'},"{'Super Spinach! Baby Spinach', ' Baby Bok Choy', 'Banana'}",0.263105836,209.2215628
"{'Super Spinach! Baby Spinach', ' Baby Bok Choy'}","{' Sweet Baby Kale', 'Banana'}",0.263105836,209.2215628
"{'Super Spinach! Baby Spinach', ' Sweet Baby Kale'}","{' Baby Bok Choy', 'Banana'}",0.263105836,209.2215628
"{' Baby Bok Choy', ' Sweet Baby Kale'}","{'Super Spinach! Baby Spinach', 'Banana'}",0.263105836,209.2215628
{' Mini & Mobile'},{'Natural Artesian Water'},1,209.0148221
{'Natural Artesian Water'},{' Mini & Mobile'},0.25,209.0148221
{' Unsweet'},{'Water'},1,206.162768
{'Water'},{' Unsweet'},0.23294347,206.162768
"{' Organic', 'Yogurt'}",{' Lowfat'},0.702702703,206.1550399
{' Lowfat'},"{' Organic', 'Yogurt'}",0.252427184,206.1550399
"{'Nonfat Icelandic Style Strawberry Yogurt', ' Coconut'}",{' Strained Low-Fat'},1,204.5676983
"{' Strained Low-Fat', 'Nonfat Icelandic Style Strawberry Yogurt'}","{' Coconut', 'Yogurt'}",1,204.5676983
"{'Nonfat Icelandic Style Strawberry Yogurt', ' Coconut'}","{' Strained Low-Fat', 'Yogurt'}",1,204.5676983
"{'Nonfat Icelandic Style Strawberry Yogurt', 'Yogurt', ' Coconut'}",{' Strained Low-Fat'},1,204.5676983
"{' Strained Low-Fat', 'Banana'}","{' Coconut', 'Yogurt'}",1,204.5676983
"{' Coconut', 'Yogurt', 'Banana'}",{' Strained Low-Fat'},1,204.5676983
"{'Non Fat Raspberry Yogurt', ' Coconut'}",{' Strained Low-Fat'},1,204.5676983
"{' Strained Low-Fat', 'Non Fat Raspberry Yogurt'}","{' Coconut', 'Yogurt'}",1,204.5676983
"{'Non Fat Raspberry Yogurt', ' Coconut'}","{' Strained Low-Fat', 'Yogurt'}",1,204.5676983
"{'Non Fat Raspberry Yogurt', 'Yogurt', ' Coconut'}",{' Strained Low-Fat'},1,204.5676983
"{'Vanilla Skyr Nonfat Yogurt', ' Coconut'}",{' Strained Low-Fat'},1,204.5676983
"{' Strained Low-Fat', 'Vanilla Skyr Nonfat Yogurt'}","{' Coconut', 'Yogurt'}",1,204.5676983
"{'Vanilla Skyr Nonfat Yogurt', ' Coconut'}","{' Strained Low-Fat', 'Yogurt'}",1,204.5676983
"{'Vanilla Skyr Nonfat Yogurt', 'Yogurt', ' Coconut'}",{' Strained Low-Fat'},1,204.5676983
"{' Coconut', 'Icelandic Style Skyr Blueberry Non-fat Yogurt'}",{' Strained Low-Fat'},1,204.5676983
"{' Strained Low-Fat', 'Icelandic Style Skyr Blueberry Non-fat Yogurt'}","{' Coconut', 'Yogurt'}",1,204.5676983
"{' Coconut', 'Icelandic Style Skyr Blueberry Non-fat Yogurt'}","{' Strained Low-Fat', 'Yogurt'}",1,204.5676983
"{' Coconut', 'Icelandic Style Skyr Blueberry Non-fat Yogurt', 'Yogurt'}",{' Strained Low-Fat'},1,204.5676983
