Antecedent,Consequent,Confidence,Lift
"{' Naturally Flavored Zero Calorie Soda', ' Caffeine Free'}",{'Ginger Root Beer'},0.750830565,596.3953488
"{'Olives', ' Kalamata'}","{' Organic', ' Pitted'}",0.996563574,592.3778476
{' Kalamata'},"{' Organic', ' Pitted'}",0.996563574,592.3778476
"{' Organic', ' Pitted'}","{'Olives', ' Kalamata'}",0.960264901,592.3778476
"{' Organic', ' Pitted'}",{' Kalamata'},0.960264901,592.3778476
"{' Citrus', 'Kombucha'}",{' Organic Raw'},1,586.6503268
{' Organic Raw'},"{' Citrus', 'Kombucha'}",0.764705882,586.6503268
"{' Organic', 'Olives', ' Kalamata'}",{' Pitted'},1,582.8409091
"{' Organic', ' Kalamata'}",{' Pitted'},1,582.8409091
{' Pitted'},"{' Organic', 'Olives', ' Kalamata'}",0.941558442,582.8409091
{' Pitted'},"{' Organic', ' Kalamata'}",0.941558442,582.8409091
{' Kalamata'},{' Pitted'},0.996563574,580.8380194
"{'Olives', ' Kalamata'}",{' Pitted'},0.996563574,580.8380194
"{' Organic', 'Olives'}",{' Pitted'},0.996563574,580.8380194
{' Pitted'},{' Kalamata'},0.941558442,580.8380194
{' Pitted'},"{'Olives', ' Kalamata'}",0.941558442,580.8380194
{' Pitted'},"{' Organic', 'Olives'}",0.941558442,580.8380194
{' Citrus'},{' Organic Raw'},0.983193277,576.7906574
{' Citrus'},"{' Organic Raw', 'Kombucha'}",0.983193277,576.7906574
{' Organic Raw'},{' Citrus'},0.764705882,576.7906574
"{' Organic Raw', 'Kombucha'}",{' Citrus'},0.764705882,576.7906574
{' Simply Naked'},{'Pita Chips'},1,569.8888889
{'Pita Chips'},{' Simply Naked'},0.965079365,569.8888889
{'Muffins'},{' Flax'},1,562.7429467
{' Flax'},{'Muffins'},1,562.7429467
"{' Citrus', ' Organic Raw'}",{'Kombucha'},1,550.6595092
{' Organic Raw'},{'Kombucha'},1,550.6595092
{'Kombucha'},{' Organic Raw'},0.938650307,550.6595092
{'Kombucha'},"{' Citrus', ' Organic Raw'}",0.717791411,550.6595092
{' Citrus'},{'Kombucha'},0.983193277,541.4047275
{'Kombucha'},{' Citrus'},0.717791411,541.4047275
{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins'},"{' White', 'Select-A-Size Paper Towels'}",1,534.2708333
"{' White', 'Select-A-Size Paper Towels'}",{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins'},0.75297619,534.2708333
{' Roja'},{' Hot'},1,517.3342939
"{' Roja', 'Salsa'}",{' Hot'},1,517.3342939
{' Hot'},{' Roja'},0.731988473,517.3342939
{' Hot'},"{' Roja', 'Salsa'}",0.731988473,517.3342939
{' Hope'},"{' Original Recipe', 'Hummus'}",1,515.8477011
"{' Original Recipe', 'Hummus'}",{' Hope'},1,515.8477011
{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins'},{'Select-A-Size Paper Towels'},1,514.3696275
"{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins', ' White'}",{'Select-A-Size Paper Towels'},1,514.3696275
{'Select-A-Size Paper Towels'},{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins'},0.724928367,514.3696275
{'Select-A-Size Paper Towels'},"{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins', ' White'}",0.724928367,514.3696275
{' Hope'},{' Original Recipe'},1,512.9
"{' Hope', 'Hummus'}",{' Original Recipe'},1,512.9
{' Original Recipe'},{' Hope'},0.994285714,512.9
{' Original Recipe'},"{' Hope', 'Hummus'}",0.994285714,512.9
"{' Kalamata', ' Pitted'}",{'Olives'},1,500.0417827
"{' Organic', ' Kalamata', ' Pitted'}",{'Olives'},1,500.0417827
{' Kalamata'},{'Olives'},1,500.0417827
"{' Organic', ' Kalamata'}",{'Olives'},1,500.0417827
{'Olives'},{' Kalamata'},0.810584958,500.0417827
{'Olives'},"{' Kalamata', ' Pitted'}",0.807799443,500.0417827
{'Olives'},"{' Organic', ' Kalamata', ' Pitted'}",0.807799443,500.0417827
{'Olives'},"{' Organic', ' Kalamata'}",0.807799443,500.0417827
{'Ginger Root Beer'},{' Caffeine Free'},1,498.6527778
"{' Naturally Flavored Zero Calorie Soda', 'Ginger Root Beer'}",{' Caffeine Free'},1,498.6527778
{' Naturally Flavored Zero Calorie Soda'},{' Caffeine Free'},1,498.6527778
{' Caffeine Free'},{' Naturally Flavored Zero Calorie Soda'},0.836111111,498.6527778
{' Caffeine Free'},{'Ginger Root Beer'},0.627777778,498.6527778
{' Caffeine Free'},"{' Naturally Flavored Zero Calorie Soda', 'Ginger Root Beer'}",0.627777778,498.6527778
"{' Organic', ' Pitted'}",{'Olives'},0.960264901,480.1725728
{'Olives'},"{' Organic', ' Pitted'}",0.807799443,480.1725728
{' Pitted'},{'Olives'},0.941558442,470.8185617
{'Olives'},{' Pitted'},0.807799443,470.8185617
"{' Roja', ' Hot'}",{'Salsa'},1,465.0647668
{' Roja'},{'Salsa'},1,465.0647668
{'Salsa'},"{' Roja', ' Hot'}",0.658031088,465.0647668
{'Salsa'},{' Roja'},0.658031088,465.0647668
{' Peas and Broccoli Puree Stage 1'},{'Organic Pears'},1,445.4466501
{'Organic Pears'},{' Peas and Broccoli Puree Stage 1'},0.930521092,445.4466501
{' No Sugar'},{'Uncured'},1,444.3440594
{'Uncured'},{' No Sugar'},1,444.3440594
{' No Sugar'},{' Hickory Smoked Bacon'},1,444.3440594
{' Hickory Smoked Bacon'},{' No Sugar'},1,444.3440594
{'Uncured'},{' Hickory Smoked Bacon'},1,444.3440594
{' Hickory Smoked Bacon'},{'Uncured'},1,444.3440594
{' No Sugar'},"{'Uncured', ' Hickory Smoked Bacon'}",1,444.3440594
{'Uncured'},"{' No Sugar', ' Hickory Smoked Bacon'}",1,444.3440594
{' Hickory Smoked Bacon'},"{' No Sugar', 'Uncured'}",1,444.3440594
"{' No Sugar', 'Uncured'}",{' Hickory Smoked Bacon'},1,444.3440594
"{' No Sugar', ' Hickory Smoked Bacon'}",{'Uncured'},1,444.3440594
"{'Uncured', ' Hickory Smoked Bacon'}",{' No Sugar'},1,444.3440594
{' Reduced Fat'},"{'Milk', ' 2% Milkfat'}",0.992063492,414.1634367
"{'Milk', ' 2% Milkfat'}",{' Reduced Fat'},0.872093023,414.1634367
{'Bathroom Tissue Softness & Strength'},{' Double Rolls'},1,398.037694
{' Double Rolls'},{'Bathroom Tissue Softness & Strength'},0.521064302,398.037694
{'Almondmilk Creamer'},{' Vanilla'},1,373.9895833
{' Vanilla'},{'Almondmilk Creamer'},0.635416667,373.9895833
{' Hope'},{'Hummus'},1,372.4377593
"{' Original Recipe', ' Hope'}",{'Hummus'},1,372.4377593
{'Hummus'},{' Hope'},0.721991701,372.4377593
{'Hummus'},"{' Original Recipe', ' Hope'}",0.721991701,372.4377593
{' Original Recipe'},{'Hummus'},0.994285714,370.3095436
{'Hummus'},{' Original Recipe'},0.721991701,370.3095436
{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins'},{' White'},1,364.8678862
"{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins', 'Select-A-Size Paper Towels'}",{' White'},1,364.8678862
{' White'},{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins'},0.514227642,364.8678862
{' White'},"{' 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins', 'Select-A-Size Paper Towels'}",0.514227642,364.8678862
{'Crispy Wheat'},{' Crackers'},1,361.1971831
{' Crackers'},{'Crispy Wheat'},1,361.1971831
{' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'},"{'Juice Beverage', ' Cold Pressed'}",1,351.3013699
"{'Juice Beverage', ' Cold Pressed'}",{' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'},1,351.3013699
{'Select-A-Size Paper Towels'},{' White'},0.962750716,351.2768188
{' White'},{'Select-A-Size Paper Towels'},0.682926829,351.2768188
{' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'},{' Cold Pressed'},1,349.2509728
"{'Juice Beverage', ' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'}",{' Cold Pressed'},1,349.2509728
{' Cold Pressed'},{' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'},0.994163424,349.2509728
{' Cold Pressed'},"{'Juice Beverage', ' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'}",0.994163424,349.2509728
{' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'},{'Juice Beverage'},1,347.2243714
"{' Cold Pressed', ' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'}",{'Juice Beverage'},1,347.2243714
{'Juice Beverage'},{' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'},0.988394584,347.2243714
{'Juice Beverage'},"{' Cold Pressed', ' Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon'}",0.988394584,347.2243714
{' Cold Pressed'},{'Juice Beverage'},0.994163424,345.19777
{'Juice Beverage'},{' Cold Pressed'},0.988394584,345.19777
{' Hot'},{'Salsa'},0.734870317,341.7622926
{'Salsa'},{' Hot'},0.660621762,341.7622926
{' Americano'},{'Prosciutto'},1,311.6579861
{'Prosciutto'},{' Americano'},0.467013889,311.6579861
{' Italian (Flat)'},"{'Parsley', ' New England Grown'}",1,308.9759036
"{'Parsley', ' New England Grown'}",{' Italian (Flat)'},1,308.9759036
{' Kale & Avocados Organic Baby Food'},{'Apples'},1,296.2293729
"{'Parsley', ' Italian (Flat)'}",{' New England Grown'},1,296.2293729
{' Italian (Flat)'},{' New England Grown'},1,296.2293729
{' New England Grown'},"{'Parsley', ' Italian (Flat)'}",0.958745875,296.2293729
{' New England Grown'},{' Italian (Flat)'},0.958745875,296.2293729
{'Apples'},{' Kale & Avocados Organic Baby Food'},0.301980198,296.2293729
{' Whole Peeled'},{'Tomatoes'},1,290.9481361
{'Tomatoes'},{' Whole Peeled'},0.805510535,290.9481361
"{'Tortillas', ' Organic'}",{' Corn'},0.932668329,279.5124459
{' Corn'},"{'Tortillas', ' Organic'}",0.624373957,279.5124459
{'Sweeet Potato'},{' Apple'},1,278.3178295
"{'Sweeet Potato', ' Carrot & Cinnamon Organic Superfoods'}",{' Apple'},1,278.3178295
{' Carrot & Cinnamon Organic Superfoods'},{' Apple'},1,278.3178295
{' Apple'},{'Sweeet Potato'},0.417054264,278.3178295
{' Apple'},"{'Sweeet Potato', ' Carrot & Cinnamon Organic Superfoods'}",0.417054264,278.3178295
{' Apple'},{' Carrot & Cinnamon Organic Superfoods'},0.417054264,278.3178295
"{' Mexican Kitchen Style', ' Salted'}",{'Tortilla Chips'},1,253.9108911
{' Mexican Kitchen Style'},{'Tortilla Chips'},1,253.9108911
"{' Jalapeno Lime', ' Clasico'}",{'Tortilla Chips'},1,253.9108911
{' Jalapeno Lime'},{'Tortilla Chips'},1,253.9108911
{' Clasico'},{'Tortilla Chips'},1,253.9108911
{'Tortilla Chips'},{' Clasico'},0.394625177,253.9108911
{'Tortilla Chips'},"{' Jalapeno Lime', ' Clasico'}",0.343705799,253.9108911
{'Tortilla Chips'},{' Jalapeno Lime'},0.343705799,253.9108911
{'Tortilla Chips'},"{' Mexican Kitchen Style', ' Salted'}",0.30834512,253.9108911
{'Tortilla Chips'},{' Mexican Kitchen Style'},0.30834512,253.9108911
"{' Strained Low-Fat', 'Banana'}","{' Coconut', 'Yogurt'}",1,253.5522599
"{' Coconut', 'Yogurt', 'Banana'}",{' Strained Low-Fat'},1,253.5522599
{' Strained Low-Fat'},"{' Coconut', 'Yogurt'}",1,253.5522599
"{' Coconut', 'Yogurt'}",{' Strained Low-Fat'},1,253.5522599
{' Strained Low-Fat'},"{' Coconut', 'Yogurt', 'Banana'}",0.259887006,253.5522599
"{' Coconut', 'Yogurt'}","{' Strained Low-Fat', 'Banana'}",0.259887006,253.5522599
{' Salted'},{'Tortilla Chips'},0.986425339,250.4641369
{'Tortilla Chips'},{' Salted'},0.30834512,250.4641369
"{' Strained Low-Fat', 'Banana'}",{' Coconut'},1,250.3695955
"{' Strained Low-Fat', 'Yogurt', 'Banana'}",{' Coconut'},1,250.3695955
{' Strained Low-Fat'},{' Coconut'},1,250.3695955
"{' Strained Low-Fat', 'Yogurt'}",{' Coconut'},1,250.3695955
{' Coconut'},{' Strained Low-Fat'},0.987447699,250.3695955
{' Coconut'},"{' Strained Low-Fat', 'Yogurt'}",0.987447699,250.3695955
{' Coconut'},"{' Strained Low-Fat', 'Banana'}",0.256624826,250.3695955
{' Coconut'},"{' Strained Low-Fat', 'Yogurt', 'Banana'}",0.256624826,250.3695955
{'  Apricot & Banana Stage 2 Baby Food'},{'Peach'},1,249.6731572
{'Peach'},{'  Apricot & Banana Stage 2 Baby Food'},0.484005563,249.6731572
"{' Coconut', 'Banana'}",{' Strained Low-Fat'},0.983957219,249.4845766
"{' Coconut', 'Banana'}","{' Strained Low-Fat', 'Yogurt'}",0.983957219,249.4845766
{' Strained Low-Fat'},"{' Coconut', 'Banana'}",0.259887006,249.4845766
"{' Strained Low-Fat', 'Yogurt'}","{' Coconut', 'Banana'}",0.259887006,249.4845766
"{' Jersey Sweet Onion', 'Banana'}",{' Calorie Free'},1,247.948895
"{' Calorie Free', 'Banana'}",{' Jersey Sweet Onion'},1,247.948895
"{' Jersey Sweet Onion', 'Banana'}","{' Calorie Free', 'Dressing'}",1,247.948895
"{' Calorie Free', 'Banana'}","{' Jersey Sweet Onion', 'Dressing'}",1,247.948895
"{' Jersey Sweet Onion', 'Dressing', 'Banana'}",{' Calorie Free'},1,247.948895
"{' Calorie Free', 'Dressing', 'Banana'}",{' Jersey Sweet Onion'},1,247.948895
{' Jersey Sweet Onion'},{' Calorie Free'},1,247.948895
{' Calorie Free'},{' Jersey Sweet Onion'},1,247.948895
{' Jersey Sweet Onion'},"{' Calorie Free', 'Dressing'}",1,247.948895
{' Calorie Free'},"{' Jersey Sweet Onion', 'Dressing'}",1,247.948895
"{' Jersey Sweet Onion', 'Dressing'}",{' Calorie Free'},1,247.948895
"{' Calorie Free', 'Dressing'}",{' Jersey Sweet Onion'},1,247.948895
{' Jersey Sweet Onion'},"{' Calorie Free', 'Banana'}",0.285911602,247.948895
{' Calorie Free'},"{' Jersey Sweet Onion', 'Banana'}",0.285911602,247.948895
{' Jersey Sweet Onion'},"{' Calorie Free', 'Dressing', 'Banana'}",0.285911602,247.948895
{' Calorie Free'},"{' Jersey Sweet Onion', 'Dressing', 'Banana'}",0.285911602,247.948895
"{' Jersey Sweet Onion', 'Dressing'}","{' Calorie Free', 'Banana'}",0.285911602,247.948895
"{' Calorie Free', 'Dressing'}","{' Jersey Sweet Onion', 'Banana'}",0.285911602,247.948895
"{'Dressing', 'Banana'}",{' Jersey Sweet Onion'},0.995192308,246.756833
"{'Dressing', 'Banana'}",{' Calorie Free'},0.995192308,246.756833
"{'Dressing', 'Banana'}","{' Jersey Sweet Onion', ' Calorie Free'}",0.995192308,246.756833
{' Jersey Sweet Onion'},"{'Dressing', 'Banana'}",0.285911602,246.756833
{' Calorie Free'},"{'Dressing', 'Banana'}",0.285911602,246.756833
"{' Jersey Sweet Onion', ' Calorie Free'}","{'Dressing', 'Banana'}",0.285911602,246.756833
"{' Jersey Sweet Onion', 'Banana'}",{'Dressing'},1,246.5865385
{' Jersey Sweet Onion'},{'Dressing'},1,246.5865385
"{' Calorie Free', 'Banana'}",{'Dressing'},1,246.5865385
"{' Jersey Sweet Onion', ' Calorie Free', 'Banana'}",{'Dressing'},1,246.5865385
{' Calorie Free'},{'Dressing'},1,246.5865385
"{' Jersey Sweet Onion', ' Calorie Free'}",{'Dressing'},1,246.5865385
{'Dressing'},{' Jersey Sweet Onion'},0.994505495,246.5865385
{'Dressing'},{' Calorie Free'},0.994505495,246.5865385
{'Dressing'},"{' Jersey Sweet Onion', ' Calorie Free'}",0.994505495,246.5865385
{'Dressing'},"{' Jersey Sweet Onion', 'Banana'}",0.284340659,246.5865385
{'Dressing'},"{' Calorie Free', 'Banana'}",0.284340659,246.5865385
{'Dressing'},"{' Jersey Sweet Onion', ' Calorie Free', 'Banana'}",0.284340659,246.5865385
"{' Strawberry', 'Yogurt'}",{' Lowfat'},0.919642857,225.224676
{' Lowfat'},"{' Strawberry', 'Yogurt'}",0.843110505,225.224676
"{' 2% Milkfat', 'Bag of Organic Bananas'}",{'Organic Milk Reduced Fat'},0.820627803,219.21875
{'Organic Milk Reduced Fat'},"{' 2% Milkfat', 'Bag of Organic Bananas'}",0.272321429,219.21875
"{'Deli Fresh Honey Ham', ' 97% Fat Free'}",{' Gluten Free'},1,205.8658257
{'Deli Fresh Honey Ham'},{' Gluten Free'},1,205.8658257
{' Gluten Free'},"{'Deli Fresh Honey Ham', ' 97% Fat Free'}",0.225917431,205.8658257
{' Gluten Free'},{'Deli Fresh Honey Ham'},0.225917431,205.8658257
{' Wheat Free'},{'Tortillas'},1,204.9257991
"{' Sprouted Corn', ' Wheat Free'}",{'Tortillas'},1,204.9257991
{' Sprouted Corn'},{'Tortillas'},1,204.9257991
{'Tortillas'},{' Wheat Free'},0.248858447,204.9257991
{'Tortillas'},"{' Sprouted Corn', ' Wheat Free'}",0.248858447,204.9257991
{'Tortillas'},{' Sprouted Corn'},0.248858447,204.9257991
{' 98% Fat Free'},{' Gluten Free'},0.990909091,203.9943182
{' Gluten Free'},{' 98% Fat Free'},0.25,203.9943182
{' 97% Fat Free'},{' Gluten Free'},0.988372093,203.472037
{' Gluten Free'},{' 97% Fat Free'},0.292431193,203.472037
"{' Organic', ' Corn'}",{'Tortillas'},0.979057592,200.6341593
{'Tortillas'},"{' Organic', ' Corn'}",0.426940639,200.6341593
{' Italian (Flat)'},{'Parsley'},1,196.8366228
"{' Italian (Flat)', ' New England Grown'}",{'Parsley'},1,196.8366228
{'Parsley'},{' Italian (Flat)'},0.637061404,196.8366228
{'Parsley'},"{' Italian (Flat)', ' New England Grown'}",0.637061404,196.8366228
{' Brown Rice'},{'Tortillas'},0.954225352,195.5453928
{'Tortillas'},{' Brown Rice'},0.309360731,195.5453928
"{'Organic Butterhead (Boston', 'Banana'}",{' Bibb) Lettuce'},1,193.8606911
"{'Organic Butterhead (Boston', 'Banana'}","{' Bibb) Lettuce', ' Butter'}",1,193.8606911
"{'Banana', 'Organic Butterhead (Boston', ' Butter'}",{' Bibb) Lettuce'},1,193.8606911
{'Organic Butterhead (Boston'},{' Bibb) Lettuce'},1,193.8606911
{'Organic Butterhead (Boston'},"{' Bibb) Lettuce', ' Butter'}",1,193.8606911
"{'Organic Butterhead (Boston', ' Butter'}",{' Bibb) Lettuce'},1,193.8606911
"{' Grade A', 'Banana'}",{'Cage Free Brown Eggs-Large'},1,193.8606911
{' Bibb) Lettuce'},{'Organic Butterhead (Boston'},0.950323974,193.8606911
{' Bibb) Lettuce'},"{'Organic Butterhead (Boston', ' Butter'}",0.950323974,193.8606911
"{' Bibb) Lettuce', ' Butter'}",{'Organic Butterhead (Boston'},0.950323974,193.8606911
{'Cage Free Brown Eggs-Large'},"{' Grade A', 'Banana'}",0.311015119,193.8606911
{' Bibb) Lettuce'},"{'Organic Butterhead (Boston', 'Banana'}",0.194384449,193.8606911
{' Bibb) Lettuce'},"{'Banana', 'Organic Butterhead (Boston', ' Butter'}",0.194384449,193.8606911
"{' Bibb) Lettuce', ' Butter'}","{'Organic Butterhead (Boston', 'Banana'}",0.194384449,193.8606911
"{'Cage Free Brown Eggs-Large', 'Banana'}",{' Grade A'},1,193.4428879
