{47626} -> {13176} (conf: 0.124, supp: 0.006, lift: 1.042, conv: 1.006)
{24852} -> {27845} (conf: 0.063, supp: 0.009, lift: 1.515, conv: 1.023)
{24852} -> {21137} (conf: 0.125, supp: 0.019, lift: 1.519, conv: 1.049)
{21137} -> {24852} (conf: 0.225, supp: 0.019, lift: 1.519, conv: 1.099)
{40706} -> {13176} (conf: 0.195, supp: 0.005, lift: 1.640, conv: 1.095)
{13176} -> {40706} (conf: 0.042, supp: 0.005, lift: 1.640, conv: 1.017)
{26209} -> {21137} (conf: 0.135, supp: 0.006, lift: 1.643, conv: 1.061)
{21137} -> {26209} (conf: 0.070, supp: 0.006, lift: 1.643, conv: 1.030)
{27966} -> {21903} (conf: 0.129, supp: 0.006, lift: 1.705, conv: 1.061)
{21903} -> {27966} (conf: 0.074, supp: 0.006, lift: 1.705, conv: 1.033)
{47766} -> {21137} (conf: 0.142, supp: 0.008, lift: 1.723, conv: 1.069)
{21137} -> {47766} (conf: 0.093, supp: 0.008, lift: 1.723, conv: 1.043)
{27845} -> {13176} (conf: 0.207, supp: 0.009, lift: 1.735, conv: 1.110)
{13176} -> {27845} (conf: 0.073, supp: 0.009, lift: 1.735, conv: 1.033)
{24964} -> {13176} (conf: 0.207, supp: 0.007, lift: 1.737, conv: 1.111)
{13176} -> {24964} (conf: 0.057, supp: 0.007, lift: 1.737, conv: 1.026)
{21903} -> {13176} (conf: 0.212, supp: 0.016, lift: 1.777, conv: 1.117)
{13176} -> {21903} (conf: 0.135, supp: 0.016, lift: 1.777, conv: 1.068)
{47626} -> {24852} (conf: 0.266, supp: 0.013, lift: 1.799, conv: 1.161)
{24852} -> {47626} (conf: 0.086, supp: 0.013, lift: 1.799, conv: 1.042)
{45007} -> {13176} (conf: 0.215, supp: 0.007, lift: 1.808, conv: 1.123)
{13176} -> {45007} (conf: 0.059, supp: 0.007, lift: 1.808, conv: 1.028)
{30489} -> {24852} (conf: 0.269, supp: 0.006, lift: 1.819, conv: 1.166)
{24852} -> {30489} (conf: 0.040, supp: 0.006, lift: 1.819, conv: 1.019)
{26209} -> {21903} (conf: 0.141, supp: 0.006, lift: 1.868, conv: 1.077)
{21903} -> {26209} (conf: 0.080, supp: 0.006, lift: 1.868, conv: 1.040)
{22935} -> {13176} (conf: 0.223, supp: 0.008, lift: 1.870, conv: 1.133)
{13176} -> {22935} (conf: 0.064, supp: 0.008, lift: 1.870, conv: 1.032)
{39275} -> {13176} (conf: 0.223, supp: 0.007, lift: 1.874, conv: 1.134)
{13176} -> {39275} (conf: 0.059, supp: 0.007, lift: 1.874, conv: 1.029)
{22935} -> {21137} (conf: 0.155, supp: 0.005, lift: 1.878, conv: 1.085)
{21137} -> {22935} (conf: 0.064, supp: 0.005, lift: 1.878, conv: 1.032)
{21903} -> {21137} (conf: 0.156, supp: 0.012, lift: 1.899, conv: 1.088)
{21137} -> {21903} (conf: 0.144, supp: 0.012, lift: 1.899, conv: 1.079)
{21137} -> {13176} (conf: 0.229, supp: 0.019, lift: 1.924, conv: 1.143)
{13176} -> {21137} (conf: 0.158, supp: 0.019, lift: 1.924, conv: 1.090)
{24852} -> {16797} (conf: 0.086, supp: 0.013, lift: 1.936, conv: 1.045)
{16797} -> {24852} (conf: 0.287, supp: 0.013, lift: 1.936, conv: 1.194)
{24964} -> {21137} (conf: 0.160, supp: 0.005, lift: 1.938, conv: 1.092)
{21137} -> {24964} (conf: 0.064, supp: 0.005, lift: 1.938, conv: 1.033)
{45007} -> {21137} (conf: 0.161, supp: 0.005, lift: 1.959, conv: 1.094)
{21137} -> {45007} (conf: 0.064, supp: 0.005, lift: 1.959, conv: 1.033)
{44359} -> {13176} (conf: 0.236, supp: 0.005, lift: 1.984, conv: 1.153)
{13176} -> {44359} (conf: 0.043, supp: 0.005, lift: 1.984, conv: 1.022)
{9076} -> {24852} (conf: 0.296, supp: 0.005, lift: 2.000, conv: 1.210)
{24852} -> {9076} (conf: 0.035, supp: 0.005, lift: 2.000, conv: 1.018)
{4605} -> {24852} (conf: 0.297, supp: 0.007, lift: 2.009, conv: 1.213)
{24852} -> {4605} (conf: 0.045, supp: 0.007, lift: 2.009, conv: 1.024)
{47626} -> {21903} (conf: 0.152, supp: 0.007, lift: 2.012, conv: 1.090)
{21903} -> {47626} (conf: 0.096, supp: 0.007, lift: 2.012, conv: 1.054)
{47209} -> {26209} (conf: 0.088, supp: 0.006, lift: 2.043, conv: 1.049)
{26209} -> {47209} (conf: 0.135, supp: 0.006, lift: 2.043, conv: 1.080)
{47766} -> {24852} (conf: 0.303, supp: 0.016, lift: 2.045, conv: 1.222)
{24852} -> {47766} (conf: 0.110, supp: 0.016, lift: 2.045, conv: 1.063)
{47209} -> {21903} (conf: 0.157, supp: 0.010, lift: 2.067, conv: 1.096)
{21903} -> {47209} (conf: 0.136, supp: 0.010, lift: 2.067, conv: 1.082)
{4920} -> {24852} (conf: 0.306, supp: 0.008, lift: 2.069, conv: 1.228)
{24852} -> {4920} (conf: 0.053, supp: 0.008, lift: 2.069, conv: 1.029)
{27845} -> {21137} (conf: 0.174, supp: 0.007, lift: 2.111, conv: 1.111)
{21137} -> {27845} (conf: 0.088, supp: 0.007, lift: 2.111, conv: 1.051)
{49683} -> {24852} (conf: 0.326, supp: 0.010, lift: 2.201, conv: 1.264)
{24852} -> {49683} (conf: 0.066, supp: 0.010, lift: 2.201, conv: 1.039)
{5876} -> {21137} (conf: 0.181, supp: 0.005, lift: 2.202, conv: 1.121)
{21137} -> {5876} (conf: 0.064, supp: 0.005, lift: 2.202, conv: 1.037)
{49683} -> {21903} (conf: 0.169, supp: 0.005, lift: 2.229, conv: 1.112)
{21903} -> {49683} (conf: 0.067, supp: 0.005, lift: 2.229, conv: 1.040)
{30391} -> {13176} (conf: 0.267, supp: 0.007, lift: 2.242, conv: 1.202)
{13176} -> {30391} (conf: 0.056, supp: 0.007, lift: 2.242, conv: 1.033)
{47766} -> {21903} (conf: 0.170, supp: 0.009, lift: 2.248, conv: 1.114)
{21903} -> {47766} (conf: 0.121, supp: 0.009, lift: 2.248, conv: 1.077)
{22935} -> {21903} (conf: 0.171, supp: 0.006, lift: 2.261, conv: 1.115)
{21903} -> {22935} (conf: 0.077, supp: 0.006, lift: 2.261, conv: 1.046)
{37646} -> {13176} (conf: 0.273, supp: 0.007, lift: 2.293, conv: 1.212)
{13176} -> {37646} (conf: 0.055, supp: 0.007, lift: 2.293, conv: 1.033)
{47209} -> {21137} (conf: 0.191, supp: 0.013, lift: 2.319, conv: 1.134)
{21137} -> {47209} (conf: 0.153, supp: 0.013, lift: 2.319, conv: 1.103)
{8277} -> {13176} (conf: 0.278, supp: 0.007, lift: 2.337, conv: 1.221)
{13176} -> {8277} (conf: 0.063, supp: 0.007, lift: 2.337, conv: 1.038)
{8277} -> {21137} (conf: 0.193, supp: 0.005, lift: 2.346, conv: 1.137)
{21137} -> {8277} (conf: 0.063, supp: 0.005, lift: 2.346, conv: 1.039)
{5876} -> {13176} (conf: 0.284, supp: 0.008, lift: 2.383, conv: 1.230)
{13176} -> {5876} (conf: 0.069, supp: 0.008, lift: 2.383, conv: 1.043)
{45066} -> {24852} (conf: 0.353, supp: 0.009, lift: 2.387, conv: 1.318)
{24852} -> {45066} (conf: 0.061, supp: 0.009, lift: 2.387, conv: 1.037)
{47209} -> {13176} (conf: 0.292, supp: 0.019, lift: 2.452, conv: 1.244)
{13176} -> {47209} (conf: 0.162, supp: 0.019, lift: 2.452, conv: 1.114)
{30391} -> {21137} (conf: 0.203, supp: 0.005, lift: 2.463, conv: 1.151)
{21137} -> {30391} (conf: 0.061, supp: 0.005, lift: 2.463, conv: 1.039)
{28204} -> {24852} (conf: 0.369, supp: 0.010, lift: 2.494, conv: 1.351)
{24852} -> {28204} (conf: 0.070, supp: 0.010, lift: 2.494, conv: 1.045)
{47209} -> {45007} (conf: 0.082, supp: 0.005, lift: 2.527, conv: 1.054)
{45007} -> {47209} (conf: 0.167, supp: 0.005, lift: 2.527, conv: 1.121)
{24964} -> {21903} (conf: 0.193, supp: 0.006, lift: 2.546, conv: 1.145)
{21903} -> {24964} (conf: 0.084, supp: 0.006, lift: 2.546, conv: 1.056)
{27966} -> {13176} (conf: 0.306, supp: 0.013, lift: 2.565, conv: 1.268)
{13176} -> {27966} (conf: 0.111, supp: 0.013, lift: 2.565, conv: 1.076)
{47209} -> {24964} (conf: 0.085, supp: 0.006, lift: 2.585, conv: 1.057)
{24964} -> {47209} (conf: 0.171, supp: 0.006, lift: 2.585, conv: 1.126)
{40706} -> {21903} (conf: 0.199, supp: 0.005, lift: 2.631, conv: 1.154)
{21903} -> {40706} (conf: 0.068, supp: 0.005, lift: 2.631, conv: 1.045)
{47209} -> {22935} (conf: 0.090, supp: 0.006, lift: 2.639, conv: 1.061)
{22935} -> {47209} (conf: 0.174, supp: 0.006, lift: 2.639, conv: 1.131)
{19057} -> {13176} (conf: 0.324, supp: 0.008, lift: 2.722, conv: 1.304)
{13176} -> {19057} (conf: 0.064, supp: 0.008, lift: 2.722, conv: 1.043)
{27966} -> {21137} (conf: 0.227, supp: 0.010, lift: 2.753, conv: 1.187)
{21137} -> {27966} (conf: 0.119, supp: 0.010, lift: 2.753, conv: 1.086)
{45007} -> {21903} (conf: 0.209, supp: 0.007, lift: 2.764, conv: 1.169)
{21903} -> {45007} (conf: 0.090, supp: 0.007, lift: 2.764, conv: 1.063)
{39275} -> {21137} (conf: 0.228, supp: 0.007, lift: 2.764, conv: 1.188)
{21137} -> {39275} (conf: 0.087, supp: 0.007, lift: 2.764, conv: 1.061)
{30391} -> {21903} (conf: 0.215, supp: 0.005, lift: 2.836, conv: 1.177)
{21903} -> {30391} (conf: 0.070, supp: 0.005, lift: 2.836, conv: 1.049)
{47766} -> {26209} (conf: 0.126, supp: 0.007, lift: 2.940, conv: 1.095)
{26209} -> {47766} (conf: 0.159, supp: 0.007, lift: 2.940, conv: 1.124)
{47209} -> {27966} (conf: 0.127, supp: 0.008, lift: 2.942, conv: 1.096)
{27966} -> {47209} (conf: 0.194, supp: 0.008, lift: 2.942, conv: 1.159)
{47766} -> {47626} (conf: 0.144, supp: 0.008, lift: 3.019, conv: 1.113)
{47626} -> {47766} (conf: 0.163, supp: 0.008, lift: 3.019, conv: 1.130)
{47209} -> {30391} (conf: 0.081, supp: 0.005, lift: 3.243, conv: 1.061)
{30391} -> {47209} (conf: 0.214, supp: 0.005, lift: 3.243, conv: 1.188)
{5876} -> {47209} (conf: 0.250, supp: 0.007, lift: 3.785, conv: 1.245)
{47209} -> {5876} (conf: 0.109, supp: 0.007, lift: 3.785, conv: 1.090)
{47626} -> {26209} (conf: 0.171, supp: 0.008, lift: 3.976, conv: 1.154)
{26209} -> {47626} (conf: 0.190, supp: 0.008, lift: 3.976, conv: 1.176)
{24964} -> {22935} (conf: 0.194, supp: 0.006, lift: 5.722, conv: 1.199)
{22935} -> {24964} (conf: 0.189, supp: 0.006, lift: 5.722, conv: 1.192)
{31717} -> {26209} (conf: 0.263, supp: 0.006, lift: 6.133, conv: 1.299)
{26209} -> {31717} (conf: 0.130, supp: 0.006, lift: 6.133, conv: 1.125)
Time:  0.7238028000000001
