{16797} -> {13176} (conf: 0.122, supp: 0.005, lift: 1.016, conv: 1.002)
{21903} -> {24852} (conf: 0.220, supp: 0.017, lift: 1.489, conv: 1.093)
{37646} -> {24852} (conf: 0.222, supp: 0.005, lift: 1.498, conv: 1.095)
{24852} -> {37646} (conf: 0.036, supp: 0.005, lift: 1.498, conv: 1.013)
{24852} -> {17794} (conf: 0.034, supp: 0.005, lift: 1.526, conv: 1.012)
{17794} -> {24852} (conf: 0.226, supp: 0.005, lift: 1.526, conv: 1.101)
{27845} -> {24852} (conf: 0.229, supp: 0.009, lift: 1.545, conv: 1.105)
{24852} -> {27845} (conf: 0.064, supp: 0.009, lift: 1.545, conv: 1.024)
{26209} -> {24852} (conf: 0.233, supp: 0.010, lift: 1.572, conv: 1.110)
{24852} -> {26209} (conf: 0.067, supp: 0.010, lift: 1.572, conv: 1.026)
{26209} -> {21137} (conf: 0.127, supp: 0.005, lift: 1.577, conv: 1.053)
{21137} -> {26209} (conf: 0.067, supp: 0.005, lift: 1.577, conv: 1.026)
{27086} -> {24852} (conf: 0.234, supp: 0.005, lift: 1.580, conv: 1.112)
{24852} -> {27086} (conf: 0.034, supp: 0.005, lift: 1.580, conv: 1.013)
{47766} -> {21137} (conf: 0.135, supp: 0.007, lift: 1.671, conv: 1.062)
{21137} -> {47766} (conf: 0.091, supp: 0.007, lift: 1.671, conv: 1.040)
{26209} -> {21903} (conf: 0.126, supp: 0.005, lift: 1.679, conv: 1.058)
{21903} -> {26209} (conf: 0.072, supp: 0.005, lift: 1.679, conv: 1.031)
{27845} -> {13176} (conf: 0.202, supp: 0.008, lift: 1.692, conv: 1.104)
{13176} -> {27845} (conf: 0.070, supp: 0.008, lift: 1.692, conv: 1.031)
{27966} -> {21903} (conf: 0.128, supp: 0.006, lift: 1.698, conv: 1.060)
{21903} -> {27966} (conf: 0.074, supp: 0.006, lift: 1.698, conv: 1.033)
{47626} -> {24852} (conf: 0.255, supp: 0.012, lift: 1.722, conv: 1.144)
{24852} -> {47626} (conf: 0.081, supp: 0.012, lift: 1.722, conv: 1.037)
{24964} -> {13176} (conf: 0.209, supp: 0.007, lift: 1.745, conv: 1.113)
{13176} -> {24964} (conf: 0.059, supp: 0.007, lift: 1.745, conv: 1.027)
{21903} -> {13176} (conf: 0.215, supp: 0.016, lift: 1.800, conv: 1.122)
{13176} -> {21903} (conf: 0.135, supp: 0.016, lift: 1.800, conv: 1.069)
{42265} -> {13176} (conf: 0.219, supp: 0.005, lift: 1.834, conv: 1.128)
{13176} -> {42265} (conf: 0.046, supp: 0.005, lift: 1.834, conv: 1.022)
{30489} -> {24852} (conf: 0.272, supp: 0.006, lift: 1.838, conv: 1.171)
{24852} -> {30489} (conf: 0.042, supp: 0.006, lift: 1.838, conv: 1.020)
{45007} -> {13176} (conf: 0.220, supp: 0.007, lift: 1.840, conv: 1.129)
{13176} -> {45007} (conf: 0.056, supp: 0.007, lift: 1.840, conv: 1.027)
{39275} -> {13176} (conf: 0.223, supp: 0.007, lift: 1.868, conv: 1.134)
{13176} -> {39275} (conf: 0.058, supp: 0.007, lift: 1.868, conv: 1.028)
{22935} -> {13176} (conf: 0.225, supp: 0.008, lift: 1.881, conv: 1.136)
{13176} -> {22935} (conf: 0.064, supp: 0.008, lift: 1.881, conv: 1.032)
{24852} -> {16797} (conf: 0.086, supp: 0.013, lift: 1.904, conv: 1.045)
{16797} -> {24852} (conf: 0.282, supp: 0.013, lift: 1.904, conv: 1.186)
{4605} -> {24852} (conf: 0.283, supp: 0.006, lift: 1.908, conv: 1.188)
{24852} -> {4605} (conf: 0.042, supp: 0.006, lift: 1.908, conv: 1.021)
{47626} -> {21903} (conf: 0.145, supp: 0.007, lift: 1.928, conv: 1.082)
{21903} -> {47626} (conf: 0.091, supp: 0.007, lift: 1.928, conv: 1.048)
{24964} -> {21137} (conf: 0.156, supp: 0.005, lift: 1.935, conv: 1.089)
{21137} -> {24964} (conf: 0.066, supp: 0.005, lift: 1.935, conv: 1.034)
{22935} -> {21137} (conf: 0.158, supp: 0.005, lift: 1.965, conv: 1.092)
{21137} -> {22935} (conf: 0.067, supp: 0.005, lift: 1.965, conv: 1.035)
{21137} -> {13176} (conf: 0.236, supp: 0.019, lift: 1.971, conv: 1.152)
{13176} -> {21137} (conf: 0.159, supp: 0.019, lift: 1.971, conv: 1.093)
{21903} -> {21137} (conf: 0.160, supp: 0.012, lift: 1.984, conv: 1.094)
{21137} -> {21903} (conf: 0.149, supp: 0.012, lift: 1.984, conv: 1.087)
{9076} -> {24852} (conf: 0.295, supp: 0.005, lift: 1.994, conv: 1.209)
{24852} -> {9076} (conf: 0.036, supp: 0.005, lift: 1.994, conv: 1.019)
{47766} -> {24852} (conf: 0.299, supp: 0.016, lift: 2.019, conv: 1.215)
{24852} -> {47766} (conf: 0.110, supp: 0.016, lift: 2.019, conv: 1.062)
{47209} -> {21903} (conf: 0.152, supp: 0.010, lift: 2.020, conv: 1.090)
{21903} -> {47209} (conf: 0.134, supp: 0.010, lift: 2.020, conv: 1.078)
{47209} -> {26209} (conf: 0.090, supp: 0.006, lift: 2.107, conv: 1.052)
{26209} -> {47209} (conf: 0.140, supp: 0.006, lift: 2.107, conv: 1.086)
{47766} -> {21903} (conf: 0.158, supp: 0.009, lift: 2.109, conv: 1.099)
{21903} -> {47766} (conf: 0.114, supp: 0.009, lift: 2.109, conv: 1.068)
{4920} -> {24852} (conf: 0.313, supp: 0.008, lift: 2.112, conv: 1.240)
{24852} -> {4920} (conf: 0.053, supp: 0.008, lift: 2.112, conv: 1.029)
{27845} -> {21137} (conf: 0.171, supp: 0.007, lift: 2.122, conv: 1.109)
{21137} -> {27845} (conf: 0.088, supp: 0.007, lift: 2.122, conv: 1.051)
{8277} -> {13176} (conf: 0.262, supp: 0.007, lift: 2.189, conv: 1.193)
{13176} -> {8277} (conf: 0.058, supp: 0.007, lift: 2.189, conv: 1.033)
{5876} -> {13176} (conf: 0.263, supp: 0.007, lift: 2.197, conv: 1.194)
{13176} -> {5876} (conf: 0.062, supp: 0.007, lift: 2.197, conv: 1.036)
{5876} -> {21137} (conf: 0.179, supp: 0.005, lift: 2.224, conv: 1.120)
{21137} -> {5876} (conf: 0.063, supp: 0.005, lift: 2.224, conv: 1.037)
{49683} -> {21903} (conf: 0.171, supp: 0.005, lift: 2.271, conv: 1.115)
{21903} -> {49683} (conf: 0.070, supp: 0.005, lift: 2.271, conv: 1.042)
{37646} -> {13176} (conf: 0.274, supp: 0.007, lift: 2.291, conv: 1.213)
{13176} -> {37646} (conf: 0.056, supp: 0.007, lift: 2.291, conv: 1.033)
{49683} -> {24852} (conf: 0.340, supp: 0.010, lift: 2.297, conv: 1.291)
{24852} -> {49683} (conf: 0.070, supp: 0.010, lift: 2.297, conv: 1.043)
{30391} -> {13176} (conf: 0.275, supp: 0.007, lift: 2.297, conv: 1.214)
{13176} -> {30391} (conf: 0.057, supp: 0.007, lift: 2.297, conv: 1.034)
{22935} -> {21903} (conf: 0.173, supp: 0.006, lift: 2.301, conv: 1.118)
{21903} -> {22935} (conf: 0.078, supp: 0.006, lift: 2.301, conv: 1.048)
{47209} -> {24964} (conf: 0.079, supp: 0.005, lift: 2.326, conv: 1.049)
{24964} -> {47209} (conf: 0.155, supp: 0.005, lift: 2.326, conv: 1.104)
{47209} -> {21137} (conf: 0.191, supp: 0.013, lift: 2.371, conv: 1.136)
{21137} -> {47209} (conf: 0.158, supp: 0.013, lift: 2.371, conv: 1.108)
{47209} -> {13176} (conf: 0.285, supp: 0.019, lift: 2.380, conv: 1.231)
{13176} -> {47209} (conf: 0.158, supp: 0.019, lift: 2.380, conv: 1.109)
{45066} -> {24852} (conf: 0.356, supp: 0.009, lift: 2.405, conv: 1.323)
{24852} -> {45066} (conf: 0.063, supp: 0.009, lift: 2.405, conv: 1.039)
{47209} -> {22935} (conf: 0.083, supp: 0.006, lift: 2.451, conv: 1.054)
{22935} -> {47209} (conf: 0.163, supp: 0.006, lift: 2.451, conv: 1.115)
{28204} -> {24852} (conf: 0.370, supp: 0.010, lift: 2.496, conv: 1.352)
{24852} -> {28204} (conf: 0.069, supp: 0.010, lift: 2.496, conv: 1.045)
{27966} -> {13176} (conf: 0.301, supp: 0.013, lift: 2.514, conv: 1.259)
{13176} -> {27966} (conf: 0.109, supp: 0.013, lift: 2.514, conv: 1.074)
{24964} -> {21903} (conf: 0.192, supp: 0.007, lift: 2.555, conv: 1.145)
{21903} -> {24964} (conf: 0.087, supp: 0.007, lift: 2.555, conv: 1.058)
{21137} -> {19057} (conf: 0.063, supp: 0.005, lift: 2.620, conv: 1.041)
{19057} -> {21137} (conf: 0.211, supp: 0.005, lift: 2.620, conv: 1.165)
{27966} -> {21137} (conf: 0.218, supp: 0.009, lift: 2.712, conv: 1.176)
{21137} -> {27966} (conf: 0.118, supp: 0.009, lift: 2.712, conv: 1.084)
{39275} -> {21137} (conf: 0.221, supp: 0.007, lift: 2.747, conv: 1.181)
{21137} -> {39275} (conf: 0.085, supp: 0.007, lift: 2.747, conv: 1.059)
{30391} -> {21903} (conf: 0.208, supp: 0.005, lift: 2.768, conv: 1.168)
{21903} -> {30391} (conf: 0.069, supp: 0.005, lift: 2.768, conv: 1.047)
{19057} -> {13176} (conf: 0.338, supp: 0.008, lift: 2.827, conv: 1.330)
{13176} -> {19057} (conf: 0.067, supp: 0.008, lift: 2.827, conv: 1.047)
{47209} -> {45007} (conf: 0.086, supp: 0.006, lift: 2.844, conv: 1.061)
{45007} -> {47209} (conf: 0.189, supp: 0.006, lift: 2.844, conv: 1.151)
{47209} -> {27966} (conf: 0.125, supp: 0.008, lift: 2.888, conv: 1.094)
{27966} -> {47209} (conf: 0.192, supp: 0.008, lift: 2.888, conv: 1.156)
{47766} -> {47626} (conf: 0.141, supp: 0.008, lift: 2.982, conv: 1.109)
{47626} -> {47766} (conf: 0.162, supp: 0.008, lift: 2.982, conv: 1.128)
{45007} -> {21903} (conf: 0.227, supp: 0.007, lift: 3.016, conv: 1.196)
{21903} -> {45007} (conf: 0.091, supp: 0.007, lift: 3.016, conv: 1.067)
{47766} -> {26209} (conf: 0.131, supp: 0.007, lift: 3.057, conv: 1.101)
{26209} -> {47766} (conf: 0.166, supp: 0.007, lift: 3.057, conv: 1.134)
{47626} -> {24964} (conf: 0.106, supp: 0.005, lift: 3.115, conv: 1.081)
{24964} -> {47626} (conf: 0.147, supp: 0.005, lift: 3.115, conv: 1.117)
{49683} -> {47766} (conf: 0.170, supp: 0.005, lift: 3.125, conv: 1.139)
{47766} -> {49683} (conf: 0.096, supp: 0.005, lift: 3.125, conv: 1.072)
{47209} -> {30391} (conf: 0.079, supp: 0.005, lift: 3.166, conv: 1.059)
{30391} -> {47209} (conf: 0.211, supp: 0.005, lift: 3.166, conv: 1.183)
{5876} -> {47209} (conf: 0.259, supp: 0.007, lift: 3.895, conv: 1.260)
{47209} -> {5876} (conf: 0.110, supp: 0.007, lift: 3.895, conv: 1.092)
{47626} -> {26209} (conf: 0.178, supp: 0.008, lift: 4.161, conv: 1.165)
{26209} -> {47626} (conf: 0.196, supp: 0.008, lift: 4.161, conv: 1.186)
{24964} -> {22935} (conf: 0.186, supp: 0.006, lift: 5.484, conv: 1.187)
{22935} -> {24964} (conf: 0.187, supp: 0.006, lift: 5.484, conv: 1.188)
{31717} -> {26209} (conf: 0.275, supp: 0.006, lift: 6.425, conv: 1.320)
{26209} -> {31717} (conf: 0.137, supp: 0.006, lift: 6.425, conv: 1.134)
Time:  0.3694454
