{24852} -> {22935} (conf: 0.034, supp: 0.005, lift: 0.980, conv: 0.999)
{21903} -> {47626} (conf: 0.100, supp: 0.008, lift: 2.076, conv: 1.058)
{27845} -> {21137} (conf: 0.174, supp: 0.007, lift: 2.120, conv: 1.111)
{21137} -> {27845} (conf: 0.090, supp: 0.007, lift: 2.120, conv: 1.053)
{47209} -> {21903} (conf: 0.160, supp: 0.010, lift: 2.127, conv: 1.101)
{21903} -> {47209} (conf: 0.139, supp: 0.010, lift: 2.127, conv: 1.086)
{47209} -> {26209} (conf: 0.094, supp: 0.006, lift: 2.147, conv: 1.055)
{26209} -> {47209} (conf: 0.140, supp: 0.006, lift: 2.147, conv: 1.087)
{5876} -> {13176} (conf: 0.253, supp: 0.007, lift: 2.152, conv: 1.182)
{13176} -> {5876} (conf: 0.059, supp: 0.007, lift: 2.152, conv: 1.033)
{49683} -> {21903} (conf: 0.168, supp: 0.005, lift: 2.235, conv: 1.112)
{21903} -> {49683} (conf: 0.066, supp: 0.005, lift: 2.235, conv: 1.039)
{37646} -> {13176} (conf: 0.265, supp: 0.006, lift: 2.252, conv: 1.201)
{13176} -> {37646} (conf: 0.051, supp: 0.006, lift: 2.252, conv: 1.030)
{49683} -> {24852} (conf: 0.333, supp: 0.010, lift: 2.252, conv: 1.277)
{24852} -> {49683} (conf: 0.067, supp: 0.010, lift: 2.252, conv: 1.040)
{30391} -> {13176} (conf: 0.265, supp: 0.007, lift: 2.253, conv: 1.201)
{13176} -> {30391} (conf: 0.057, supp: 0.007, lift: 2.253, conv: 1.034)
{8277} -> {13176} (conf: 0.273, supp: 0.007, lift: 2.316, conv: 1.213)
{13176} -> {8277} (conf: 0.061, supp: 0.007, lift: 2.316, conv: 1.037)
{22935} -> {21903} (conf: 0.174, supp: 0.006, lift: 2.319, conv: 1.120)
{21903} -> {22935} (conf: 0.081, supp: 0.006, lift: 2.319, conv: 1.050)
{8277} -> {21137} (conf: 0.192, supp: 0.005, lift: 2.341, conv: 1.136)
{21137} -> {8277} (conf: 0.061, supp: 0.005, lift: 2.341, conv: 1.037)
{47209} -> {21137} (conf: 0.193, supp: 0.013, lift: 2.353, conv: 1.137)
{21137} -> {47209} (conf: 0.154, supp: 0.013, lift: 2.353, conv: 1.104)
{47766} -> {21903} (conf: 0.177, supp: 0.010, lift: 2.357, conv: 1.124)
{21903} -> {47766} (conf: 0.128, supp: 0.010, lift: 2.357, conv: 1.085)
{47209} -> {45007} (conf: 0.078, supp: 0.005, lift: 2.381, conv: 1.049)
{45007} -> {47209} (conf: 0.156, supp: 0.005, lift: 2.381, conv: 1.107)
{45066} -> {24852} (conf: 0.364, supp: 0.009, lift: 2.466, conv: 1.340)
{24852} -> {45066} (conf: 0.062, supp: 0.009, lift: 2.466, conv: 1.039)
{47209} -> {24964} (conf: 0.085, supp: 0.006, lift: 2.476, conv: 1.055)
{24964} -> {47209} (conf: 0.162, supp: 0.006, lift: 2.476, conv: 1.115)
{47209} -> {13176} (conf: 0.292, supp: 0.019, lift: 2.477, conv: 1.246)
{13176} -> {47209} (conf: 0.162, supp: 0.019, lift: 2.477, conv: 1.115)
{30391} -> {21137} (conf: 0.204, supp: 0.005, lift: 2.487, conv: 1.153)
{21137} -> {30391} (conf: 0.063, supp: 0.005, lift: 2.487, conv: 1.040)
{27966} -> {13176} (conf: 0.294, supp: 0.012, lift: 2.496, conv: 1.249)
{13176} -> {27966} (conf: 0.105, supp: 0.012, lift: 2.496, conv: 1.070)
{40706} -> {21903} (conf: 0.193, supp: 0.005, lift: 2.562, conv: 1.146)
{21903} -> {40706} (conf: 0.067, supp: 0.005, lift: 2.562, conv: 1.044)
{45007} -> {21903} (conf: 0.193, supp: 0.006, lift: 2.571, conv: 1.147)
{21903} -> {45007} (conf: 0.084, supp: 0.006, lift: 2.571, conv: 1.056)
{28204} -> {24852} (conf: 0.380, supp: 0.011, lift: 2.576, conv: 1.375)
{24852} -> {28204} (conf: 0.071, supp: 0.011, lift: 2.576, conv: 1.047)
{24964} -> {21903} (conf: 0.201, supp: 0.007, lift: 2.667, conv: 1.157)
{21903} -> {24964} (conf: 0.091, supp: 0.007, lift: 2.667, conv: 1.063)
{19057} -> {13176} (conf: 0.316, supp: 0.007, lift: 2.688, conv: 1.291)
{13176} -> {19057} (conf: 0.063, supp: 0.007, lift: 2.688, conv: 1.042)
{47209} -> {22935} (conf: 0.095, supp: 0.006, lift: 2.709, conv: 1.066)
{22935} -> {47209} (conf: 0.177, supp: 0.006, lift: 2.709, conv: 1.136)
{47209} -> {27966} (conf: 0.117, supp: 0.008, lift: 2.780, conv: 1.085)
{27966} -> {47209} (conf: 0.182, supp: 0.008, lift: 2.780, conv: 1.142)
{39275} -> {21137} (conf: 0.234, supp: 0.007, lift: 2.859, conv: 1.199)
{21137} -> {39275} (conf: 0.089, supp: 0.007, lift: 2.859, conv: 1.064)
{47766} -> {26209} (conf: 0.126, supp: 0.007, lift: 2.884, conv: 1.094)
{26209} -> {47766} (conf: 0.157, supp: 0.007, lift: 2.884, conv: 1.122)
{47766} -> {47626} (conf: 0.143, supp: 0.008, lift: 2.959, conv: 1.111)
{47626} -> {47766} (conf: 0.161, supp: 0.008, lift: 2.959, conv: 1.127)
{27966} -> {21137} (conf: 0.245, supp: 0.010, lift: 2.988, conv: 1.216)
{21137} -> {27966} (conf: 0.125, supp: 0.010, lift: 2.988, conv: 1.095)
{47209} -> {30391} (conf: 0.084, supp: 0.005, lift: 3.293, conv: 1.064)
{30391} -> {47209} (conf: 0.215, supp: 0.005, lift: 3.293, conv: 1.191)
{5876} -> {47209} (conf: 0.239, supp: 0.007, lift: 3.664, conv: 1.229)
{47209} -> {5876} (conf: 0.100, supp: 0.007, lift: 3.664, conv: 1.081)
{47626} -> {26209} (conf: 0.179, supp: 0.009, lift: 4.085, conv: 1.164)
{26209} -> {47626} (conf: 0.198, supp: 0.009, lift: 4.085, conv: 1.186)
{24964} -> {22935} (conf: 0.199, supp: 0.007, lift: 5.710, conv: 1.205)
{22935} -> {24964} (conf: 0.195, supp: 0.007, lift: 5.710, conv: 1.200)
{31717} -> {26209} (conf: 0.253, supp: 0.005, lift: 5.793, conv: 1.281)
{26209} -> {31717} (conf: 0.124, supp: 0.005, lift: 5.793, conv: 1.117)
Time:  3.417491
