item: ('21267',) , 0.005
item: ('16953',) , 0.006
item: ('31683',) , 0.006
item: ('40310',) , 0.006
item: ('24852', '24964') , 0.006
item: ('24852', '30489') , 0.006
item: ('13176', '26209') , 0.006
item: ('45',) , 0.006
item: ('41290',) , 0.006
item: ('33787',) , 0.006
item: ('21903', '26209') , 0.006
item: ('24852', '45007') , 0.006
item: ('14678',) , 0.006
item: ('35108',) , 0.006
item: ('38159',) , 0.006
item: ('23375',) , 0.006
item: ('39812',) , 0.006
item: ('48364',) , 0.006
item: ('47734',) , 0.006
item: ('26620',) , 0.006
item: ('23165',) , 0.006
item: ('28289',) , 0.006
item: ('35939',) , 0.006
item: ('44910',) , 0.006
item: ('33120',) , 0.006
item: ('38456',) , 0.006
item: ('44422',) , 0.006
item: ('21903', '24964') , 0.006
item: ('4957',) , 0.006
item: ('8859',) , 0.006
item: ('26940',) , 0.006
item: ('44683',) , 0.006
item: ('22935', '24964') , 0.006
item: ('17600',) , 0.006
item: ('13176', '37646') , 0.007
item: ('46969',) , 0.007
item: ('26165',) , 0.007
item: ('47672',) , 0.007
item: ('4605', '24852') , 0.007
item: ('13176', '30391') , 0.007
item: ('2078',) , 0.007
item: ('39408',) , 0.007
item: ('1940',) , 0.007
item: ('37067',) , 0.007
item: ('29447',) , 0.007
item: ('23734',) , 0.007
item: ('47766', '26209') , 0.007
item: ('7948',) , 0.007
item: ('6046',) , 0.007
item: ('21903', '45007') , 0.007
item: ('13176', '24964') , 0.007
item: ('30450',) , 0.007
item: ('47766', '13176') , 0.007
item: ('38383',) , 0.007
item: ('21288',) , 0.007
item: ('29987',) , 0.007
item: ('30776',) , 0.007
item: ('43772',) , 0.007
item: ('38777',) , 0.007
item: ('13176', '45007') , 0.007
item: ('39275', '13176') , 0.007
item: ('11182',) , 0.007
item: ('18523',) , 0.007
item: ('39275', '21137') , 0.007
item: ('5876', '47209') , 0.007
item: ('24852', '27966') , 0.007
item: ('24830',) , 0.007
item: ('18531',) , 0.007
item: ('27845', '21137') , 0.007
item: ('47626', '21903') , 0.007
item: ('46802',) , 0.007
item: ('890',) , 0.007
item: ('43768',) , 0.007
item: ('31553',) , 0.007
item: ('25146',) , 0.007
item: ('18362',) , 0.007
item: ('260',) , 0.007
item: ('13176', '8277') , 0.007
item: ('36695',) , 0.008
item: ('13870',) , 0.008
item: ('13176', '22935') , 0.008
item: ('13176', '19057') , 0.008
item: ('47766', '21137') , 0.008
item: ('10246',) , 0.008
item: ('47766', '47626') , 0.008
item: ('24852', '4920') , 0.008
item: ('2295',) , 0.008
item: ('41844',) , 0.008
item: ('20842',) , 0.008
item: ('5212',) , 0.008
item: ('42701',) , 0.008
item: ('32655',) , 0.008
item: ('47626', '26209') , 0.008
item: ('39475',) , 0.008
item: ('38293',) , 0.008
item: ('5876', '13176') , 0.008
item: ('14992',) , 0.008
item: ('36011',) , 0.008
item: ('25659',) , 0.008
item: ('11777',) , 0.008
item: ('5025',) , 0.008
item: ('32689',) , 0.008
item: ('47209', '27966') , 0.008
item: ('22963',) , 0.008
item: ('8021',) , 0.008
item: ('1463',) , 0.008
item: ('43295',) , 0.008
item: ('43789',) , 0.009
item: ('28849',) , 0.009
item: ('21405',) , 0.009
item: ('27845', '13176') , 0.009
item: ('46676',) , 0.009
item: ('19348',) , 0.009
item: ('31343',) , 0.009
item: ('16185',) , 0.009
item: ('42768',) , 0.009
item: ('8193',) , 0.009
item: ('24852', '45066') , 0.009
item: ('14947',) , 0.009
item: ('47766', '21903') , 0.009
item: ('42585',) , 0.009
item: ('432',) , 0.009
item: ('42828',) , 0.009
item: ('24852', '27845') , 0.009
item: ('17948',) , 0.009
item: ('33754',) , 0.009
item: ('6184',) , 0.009
item: ('24852', '26209') , 0.010
item: ('26369',) , 0.010
item: ('19678',) , 0.010
item: ('40604',) , 0.010
item: ('24852', '49683') , 0.010
item: ('27966', '21137') , 0.010
item: ('37687',) , 0.010
item: ('21709',) , 0.010
item: ('5479',) , 0.010
item: ('24489',) , 0.010
item: ('16759',) , 0.010
item: ('21903', '47209') , 0.010
item: ('24852', '28204') , 0.010
item: ('24852', '47209') , 0.010
item: ('7781',) , 0.011
item: ('30233',) , 0.011
item: ('34243',) , 0.011
item: ('42736',) , 0.011
item: ('33000',) , 0.011
item: ('38689',) , 0.011
item: ('9387',) , 0.011
item: ('20995',) , 0.011
item: ('4799',) , 0.011
item: ('41220',) , 0.011
item: ('196',) , 0.011
item: ('41787',) , 0.011
item: ('47144',) , 0.011
item: ('46906',) , 0.011
item: ('23909',) , 0.011
item: ('4210',) , 0.012
item: ('34358',) , 0.012
item: ('21903', '21137') , 0.012
item: ('15290',) , 0.012
item: ('3957',) , 0.012
item: ('43122',) , 0.012
item: ('27156',) , 0.012
item: ('9839',) , 0.012
item: ('18465',) , 0.012
item: ('11520',) , 0.012
item: ('28199',) , 0.013
item: ('20114',) , 0.013
item: ('47209', '21137') , 0.013
item: ('24852', '16797') , 0.013
item: ('24852', '47626') , 0.013
item: ('27344',) , 0.013
item: ('29487',) , 0.013
item: ('44142',) , 0.013
item: ('13176', '27966') , 0.013
item: ('8174',) , 0.013
item: ('27521',) , 0.013
item: ('8424',) , 0.013
item: ('33198',) , 0.014
item: ('28842',) , 0.014
item: ('35221',) , 0.014
item: ('33731',) , 0.014
item: ('5785',) , 0.015
item: ('24838',) , 0.015
item: ('39928',) , 0.015
item: ('5450',) , 0.015
item: ('12341',) , 0.016
item: ('25890',) , 0.016
item: ('22825',) , 0.016
item: ('21903', '13176') , 0.016
item: ('31506',) , 0.016
item: ('24852', '47766') , 0.016
item: ('34969',) , 0.016
item: ('21938',) , 0.017
item: ('24852', '21903') , 0.017
item: ('43961',) , 0.017
item: ('46667',) , 0.017
item: ('19660',) , 0.017
item: ('9076',) , 0.018
item: ('35951',) , 0.018
item: ('48679',) , 0.018
item: ('24184',) , 0.018
item: ('34126',) , 0.018
item: ('43352',) , 0.018
item: ('39877',) , 0.018
item: ('24852', '21137') , 0.019
item: ('5077',) , 0.019
item: ('22035',) , 0.019
item: ('10749',) , 0.019
item: ('13176', '21137') , 0.019
item: ('13176', '47209') , 0.019
item: ('26604',) , 0.019
item: ('41950',) , 0.020
item: ('8518',) , 0.020
item: ('46979',) , 0.020
item: ('28985',) , 0.021
item: ('31717',) , 0.021
item: ('27104',) , 0.021
item: ('27086',) , 0.022
item: ('44359',) , 0.022
item: ('21616',) , 0.022
item: ('30489',) , 0.022
item: ('4605',) , 0.022
item: ('17794',) , 0.023
item: ('19057',) , 0.023
item: ('37646',) , 0.024
item: ('44632',) , 0.024
item: ('42265',) , 0.024
item: ('49235',) , 0.024
item: ('30391',) , 0.025
item: ('45066',) , 0.025
item: ('4920',) , 0.026
item: ('40706',) , 0.026
item: ('8277',) , 0.027
item: ('28204',) , 0.028
item: ('5876',) , 0.029
item: ('49683',) , 0.030
item: ('39275',) , 0.032
item: ('45007',) , 0.033
item: ('24964',) , 0.033
item: ('22935',) , 0.034
item: ('27845',) , 0.042
item: ('26209',) , 0.043
item: ('27966',) , 0.043
item: ('16797',) , 0.044
item: ('47626',) , 0.048
item: ('47766',) , 0.054
item: ('47209',) , 0.066
item: ('21903',) , 0.076
item: ('21137',) , 0.082
item: ('13176',) , 0.119
item: ('24852',) , 0.148

------------------------ RULES:
Rule: ('24852',) ==> ('9076',) , 0.035
Rule: ('24852',) ==> ('37646',) , 0.036
Rule: ('24852',) ==> ('44632',) , 0.036
Rule: ('24852',) ==> ('42265',) , 0.037
Rule: ('24852',) ==> ('40706',) , 0.039
Rule: ('24852',) ==> ('8277',) , 0.039
Rule: ('24852',) ==> ('39275',) , 0.039
Rule: ('24852',) ==> ('24964',) , 0.040
Rule: ('24852',) ==> ('30489',) , 0.040
Rule: ('24852',) ==> ('45007',) , 0.041
Rule: ('13176',) ==> ('40706',) , 0.042
Rule: ('13176',) ==> ('44359',) , 0.043
Rule: ('24852',) ==> ('4605',) , 0.045
Rule: ('13176',) ==> ('16797',) , 0.046
Rule: ('24852',) ==> ('27966',) , 0.049
Rule: ('13176',) ==> ('47626',) , 0.050
Rule: ('13176',) ==> ('26209',) , 0.050
Rule: ('24852',) ==> ('4920',) , 0.053
Rule: ('13176',) ==> ('37646',) , 0.055
Rule: ('13176',) ==> ('30391',) , 0.056
Rule: ('13176',) ==> ('24964',) , 0.057
Rule: ('13176',) ==> ('47766',) , 0.058
Rule: ('13176',) ==> ('45007',) , 0.059
Rule: ('13176',) ==> ('39275',) , 0.059
Rule: ('24852',) ==> ('45066',) , 0.061
Rule: ('21137',) ==> ('30391',) , 0.061
Rule: ('13176',) ==> ('8277',) , 0.063
Rule: ('21137',) ==> ('8277',) , 0.063
Rule: ('24852',) ==> ('27845',) , 0.063
Rule: ('13176',) ==> ('22935',) , 0.064
Rule: ('21137',) ==> ('5876',) , 0.064
Rule: ('21137',) ==> ('45007',) , 0.064
Rule: ('21137',) ==> ('22935',) , 0.064
Rule: ('13176',) ==> ('19057',) , 0.064
Rule: ('21137',) ==> ('24964',) , 0.064
Rule: ('24852',) ==> ('26209',) , 0.064
Rule: ('24852',) ==> ('49683',) , 0.066
Rule: ('21903',) ==> ('49683',) , 0.067
Rule: ('21903',) ==> ('40706',) , 0.068
Rule: ('13176',) ==> ('5876',) , 0.069
Rule: ('24852',) ==> ('28204',) , 0.070
Rule: ('21903',) ==> ('30391',) , 0.070
Rule: ('24852',) ==> ('47209',) , 0.070
Rule: ('21137',) ==> ('26209',) , 0.070
Rule: ('13176',) ==> ('27845',) , 0.073
Rule: ('21903',) ==> ('27966',) , 0.074
Rule: ('21903',) ==> ('22935',) , 0.077
Rule: ('21903',) ==> ('26209',) , 0.080
Rule: ('47209',) ==> ('30391',) , 0.081
Rule: ('47209',) ==> ('45007',) , 0.082
Rule: ('21903',) ==> ('24964',) , 0.084
Rule: ('47209',) ==> ('24964',) , 0.085
Rule: ('24852',) ==> ('16797',) , 0.086
Rule: ('24852',) ==> ('47626',) , 0.086
Rule: ('21137',) ==> ('39275',) , 0.087
Rule: ('47209',) ==> ('26209',) , 0.088
Rule: ('21137',) ==> ('27845',) , 0.088
Rule: ('47209',) ==> ('22935',) , 0.090
Rule: ('21903',) ==> ('45007',) , 0.090
Rule: ('21137',) ==> ('47766',) , 0.093
Rule: ('21903',) ==> ('47626',) , 0.096
Rule: ('47209',) ==> ('5876',) , 0.109
Rule: ('24852',) ==> ('47766',) , 0.110
Rule: ('13176',) ==> ('27966',) , 0.111
Rule: ('24852',) ==> ('21903',) , 0.113
Rule: ('21137',) ==> ('27966',) , 0.119
Rule: ('21903',) ==> ('47766',) , 0.121
Rule: ('47626',) ==> ('13176',) , 0.124
Rule: ('16797',) ==> ('13176',) , 0.125
Rule: ('24852',) ==> ('21137',) , 0.125
Rule: ('47766',) ==> ('26209',) , 0.126
Rule: ('47209',) ==> ('27966',) , 0.127
Rule: ('47766',) ==> ('13176',) , 0.127
Rule: ('27966',) ==> ('21903',) , 0.129
Rule: ('26209',) ==> ('31717',) , 0.130
Rule: ('13176',) ==> ('21903',) , 0.135
Rule: ('26209',) ==> ('47209',) , 0.135
Rule: ('26209',) ==> ('21137',) , 0.135
Rule: ('21903',) ==> ('47209',) , 0.136
Rule: ('26209',) ==> ('13176',) , 0.140
Rule: ('26209',) ==> ('21903',) , 0.141
Rule: ('47766',) ==> ('21137',) , 0.142
Rule: ('21137',) ==> ('21903',) , 0.144
Rule: ('47766',) ==> ('47626',) , 0.144
Rule: ('47626',) ==> ('21903',) , 0.152
Rule: ('21137',) ==> ('47209',) , 0.153
Rule: ('22935',) ==> ('21137',) , 0.155
Rule: ('21903',) ==> ('21137',) , 0.156
Rule: ('47209',) ==> ('21903',) , 0.157
Rule: ('47209',) ==> ('24852',) , 0.158
Rule: ('13176',) ==> ('21137',) , 0.158
Rule: ('26209',) ==> ('47766',) , 0.159
Rule: ('24964',) ==> ('21137',) , 0.160
Rule: ('45007',) ==> ('21137',) , 0.161
Rule: ('13176',) ==> ('47209',) , 0.162
Rule: ('47626',) ==> ('47766',) , 0.163
Rule: ('45007',) ==> ('47209',) , 0.167
Rule: ('27966',) ==> ('24852',) , 0.167
Rule: ('49683',) ==> ('21903',) , 0.169
Rule: ('47766',) ==> ('21903',) , 0.170
Rule: ('47626',) ==> ('26209',) , 0.171
Rule: ('24964',) ==> ('47209',) , 0.171
Rule: ('22935',) ==> ('21903',) , 0.171
Rule: ('27845',) ==> ('21137',) , 0.174
Rule: ('22935',) ==> ('47209',) , 0.174
Rule: ('5876',) ==> ('21137',) , 0.181
Rule: ('24964',) ==> ('24852',) , 0.181
Rule: ('39275',) ==> ('24852',) , 0.185
Rule: ('45007',) ==> ('24852',) , 0.187
Rule: ('22935',) ==> ('24964',) , 0.189
Rule: ('26209',) ==> ('47626',) , 0.190
Rule: ('47209',) ==> ('21137',) , 0.191
Rule: ('24964',) ==> ('21903',) , 0.193
Rule: ('8277',) ==> ('21137',) , 0.193
Rule: ('27966',) ==> ('47209',) , 0.194
Rule: ('24964',) ==> ('22935',) , 0.194
Rule: ('40706',) ==> ('13176',) , 0.195
Rule: ('40706',) ==> ('21903',) , 0.199
Rule: ('30391',) ==> ('21137',) , 0.203
Rule: ('27845',) ==> ('13176',) , 0.207
Rule: ('24964',) ==> ('13176',) , 0.207
Rule: ('45007',) ==> ('21903',) , 0.209
Rule: ('21903',) ==> ('13176',) , 0.212
Rule: ('30391',) ==> ('47209',) , 0.214
Rule: ('8277',) ==> ('24852',) , 0.214
Rule: ('30391',) ==> ('21903',) , 0.215
Rule: ('45007',) ==> ('13176',) , 0.215
Rule: ('21903',) ==> ('24852',) , 0.221
Rule: ('40706',) ==> ('24852',) , 0.222
Rule: ('42265',) ==> ('24852',) , 0.222
Rule: ('26209',) ==> ('24852',) , 0.222
Rule: ('22935',) ==> ('13176',) , 0.223
Rule: ('37646',) ==> ('24852',) , 0.223
Rule: ('39275',) ==> ('13176',) , 0.223
Rule: ('44632',) ==> ('24852',) , 0.224
Rule: ('27845',) ==> ('24852',) , 0.224
Rule: ('21137',) ==> ('24852',) , 0.225
Rule: ('27966',) ==> ('21137',) , 0.227
Rule: ('39275',) ==> ('21137',) , 0.228
Rule: ('21137',) ==> ('13176',) , 0.229
Rule: ('44359',) ==> ('13176',) , 0.236
Rule: ('5876',) ==> ('47209',) , 0.250
Rule: ('31717',) ==> ('26209',) , 0.263
Rule: ('47626',) ==> ('24852',) , 0.266
Rule: ('30391',) ==> ('13176',) , 0.267
Rule: ('30489',) ==> ('24852',) , 0.269
Rule: ('37646',) ==> ('13176',) , 0.273
Rule: ('8277',) ==> ('13176',) , 0.278
Rule: ('5876',) ==> ('13176',) , 0.284
Rule: ('16797',) ==> ('24852',) , 0.287
Rule: ('47209',) ==> ('13176',) , 0.292
Rule: ('9076',) ==> ('24852',) , 0.296
Rule: ('4605',) ==> ('24852',) , 0.297
Rule: ('47766',) ==> ('24852',) , 0.303
Rule: ('27966',) ==> ('13176',) , 0.306
Rule: ('4920',) ==> ('24852',) , 0.306
Rule: ('19057',) ==> ('13176',) , 0.324
Rule: ('49683',) ==> ('24852',) , 0.326
Rule: ('45066',) ==> ('24852',) , 0.353
Rule: ('28204',) ==> ('24852',) , 0.369
Time:  640.746079
